代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	活跃度	买价	按盘价	总资产(万)	
00728	中国电信	0.79	98962032	3.850	3.820	2000	25704258	0.00	3.840	3.890	3.820	--  	0.00	1.83	0.030	    628	3.840	3.850	65236800.00	
07300	ＦＩ南方恒指	0.00	97929656	6.700	6.700	100	14607400	0.00	6.710	6.720	6.690	--  	0.00	0.45	0.000	    138	--  	6.700	0.00	
00669	创科实业	-0.29	82884072	34.600	34.700	500	2383500	0.14	35.000	35.000	34.250	--  	0.87	2.16	-0.100	    488	34.550	34.600	512040.69	
00489	东风集团股份	1.27	79951136	8.760	8.650	2000	9118714	0.11	8.690	8.820	8.660	--  	2.93	1.85	0.110	    519	8.750	8.760	18495900.00	
03383	雅居乐集团	3.96	76165856	6.830	6.570	2000	11284416	-0.15	6.530	6.880	6.530	--  	6.59	5.33	0.260	    720	6.840	6.840	13172490.00	
00868	信义玻璃	3.37	69445704	7.360	7.120	2000	9566000	0.14	7.150	7.360	7.110	--  	3.13	3.51	0.240	    402	7.350	7.360	2402232.00	
02319	蒙牛乳业	2.32	65943824	15.880	15.520	1000	4196433	0.00	15.620	15.900	15.520	--  	0.63	2.45	0.360	    448	15.860	15.880	4912442.50	
00823	领展房产基金	1.38	65367604	58.900	58.100	500	1113523	-0.08	58.100	59.000	58.050	--  	0.00	1.64	0.800	    486	--  	58.900	0.00	
01169	海尔电器	-0.82	61013344	19.440	19.600	1000	3082422	-0.10	19.600	20.000	19.380	--  	0.87	3.16	-0.160	    749	19.400	19.440	3614897.50	
00960	龙湖地产	7.20	60887196	14.600	13.620	500	4300354	0.00	13.660	14.920	13.600	--  	3.57	9.69	0.980	    610	14.580	14.600	22483038.00	
00003	香港中华煤气	0.51	60137328	15.920	15.840	1000	3784087	0.13	15.840	15.920	15.820	--  	1.44	0.63	0.080	    489	15.900	15.920	11674340.00	
00011	恒生银行	1.18	58127524	163.300	161.400	100	357305	0.00	163.200	163.300	161.400	--  	1.71	1.18	1.900	    490	163.200	163.300	137724192.00	
06808	高鑫零售	2.70	56993016	7.230	7.040	500	7861533	0.00	7.010	7.300	7.010	--  	3.18	4.12	0.190	    925	7.220	7.230	6034100.00	
00019	太古股份公司Ａ	0.26	52629456	77.100	76.900	500	683208	0.00	77.250	77.300	76.600	--  	1.43	0.91	0.200	    248	77.050	77.100	37349800.00	
00006	电能实业	0.43	51860744	69.450	69.150	500	747916	0.00	68.700	69.650	68.700	--  	2.91	1.37	0.300	    339	69.400	69.450	12977700.00	
01980	天鸽互动	3.22	50852964	6.420	6.220	1000	7998000	0.31	6.250	6.460	6.170	--  	1.09	4.66	0.200	    391	6.400	6.420	290704.19	
00692	中国家居	0.00	49419604	0.540	0.540	5000	90435000	-1.82	0.540	0.560	0.530	--  	0.00	5.56	0.000	    167	--  	0.540	165192.30	
08071	中彩网通控股	16.95	48491352	0.690	0.590	5000	74519000	0.00	0.590	0.720	0.550	--  	0.00	28.81	0.100	    549	--  	0.690	9208.80	
02313	申洲国际	1.13	46310372	53.850	53.250	1000	862897	0.00	53.050	54.150	53.050	--  	2.23	2.07	0.600	    311	53.850	53.850	2181606.25	
01813	合景泰富	2.66	44546964	5.780	5.630	500	7773500	0.00	5.600	5.800	5.600	--  	8.82	3.55	0.150	    992	5.780	5.780	11074181.00	
01143	华夏健康产业	1.13	43256956	0.179	0.177	4000	232716000	0.00	0.179	0.207	0.170	--  	0.00	20.90	0.002	   1052	--  	0.179	80028.40	
01038	长江基建集团	0.08	41802772	66.500	66.450	1000	628670	0.00	66.500	66.600	66.350	--  	2.45	0.38	0.050	    222	66.400	66.500	12791000.00	
00881	中升控股	0.34	41253556	11.940	11.900	500	3448000	-0.17	11.880	12.060	11.780	--  	2.51	2.35	0.040	    477	11.940	11.940	3964506.00	
00699	神州租车	0.00	40497624	7.200	7.200	1000	5627080	0.00	7.200	7.220	7.160	--  	0.00	0.83	0.000	    525	7.180	7.200	2040246.63	
08047	中国海洋捕捞	-1.10	36881780	0.450	0.455	4000	81108000	0.00	0.455	0.465	0.440	--  	0.00	5.49	-0.005	    188	--  	0.450	38043.40	
02298	都市丽人	9.06	34761228	3.490	3.200	1000	10175360	0.00	3.230	3.600	3.130	--  	1.78	14.69	0.290	    566	3.480	3.490	377938.59	
00082	第一视频	14.55	33064922	0.315	0.275	2000	108059600	1.64	0.275	0.330	0.265	--  	0.00	23.64	0.040	    703	--  	0.315	199197.20	
02588	中银航空租赁	0.37	32464244	40.450	40.300	100	803200	0.12	40.600	40.800	40.150	--  	2.28	1.61	0.150	    247	40.450	40.450	1344455.50	
00551	裕元集团	1.09	30097088	32.550	32.200	500	923500	-0.15	32.500	32.800	32.400	--  	0.00	1.24	0.350	    532	32.500	32.550	761177.38	
00148	建滔化工	0.71	30055316	28.550	28.350	500	1052500	0.00	28.150	28.800	28.150	--  	3.50	2.29	0.200	    382	28.550	28.550	7642055.50	
00316	东方海外国际	-0.61	29780878	48.750	49.050	500	602280	-0.10	49.300	49.900	48.750	--  	0.00	2.34	-0.300	    360	48.750	48.750	940459.00	
01439	中华包装控股	0.42	26745452	2.410	2.400	5000	11155000	0.42	2.370	2.410	2.370	--  	0.83	1.67	0.010	    169	--  	2.410	130579.60	
00576	浙江沪杭甬	2.03	26081996	9.060	8.880	2000	2876000	0.11	9.160	9.160	9.050	--  	0.00	1.24	0.180	    554	9.050	9.060	7421170.50	
00572	未来世界金融	19.15	25410266	0.280	0.235	4000	106708000	1.82	0.231	0.285	0.231	--  	0.00	22.98	0.045	    100	--  	0.280	79693.40	
00658	中国高速传动	-1.12	24182440	7.920	8.010	1000	3033000	0.25	7.960	8.100	7.860	--  	2.90	3.00	-0.090	    242	7.920	7.920	2629560.00	
00915	道和环球	2.26	22940372	7.230	7.070	1000	3188000	0.00	7.070	7.300	7.060	--  	0.19	3.39	0.160	    223	--  	7.230	6178.60	
00813	世茂房地产	1.66	22238532	12.280	12.080	500	1817500	0.33	12.100	12.340	12.100	--  	3.58	1.99	0.200	    397	12.260	12.280	26190300.00	
08417	大地教育	11.59	21143602	1.540	1.380	10000	13300000	-1.28	1.400	1.700	1.400	--  	0.00	21.74	0.160	    474	--  	1.540	1578.20	
01199	中远海运港口	0.45	20844504	8.940	8.900	2000	2334107	0.11	8.920	8.960	8.890	--  	0.00	0.79	0.040	    354	8.930	8.940	685470.13	
01880	百丽国际	0.16	20380584	6.090	6.080	1000	3345776	0.00	6.090	6.120	6.080	--  	1.12	0.66	0.010	    453	6.090	6.090	3174560.00	
00151	中国旺旺	2.08	20188886	5.410	5.300	1000	3753540	0.00	5.280	5.440	5.280	--  	1.70	3.02	0.110	    388	5.400	5.410	2720920.75	
01515	华润凤凰医疗	-1.06	20083700	11.200	11.320	500	1763000	0.00	11.320	11.540	11.180	--  	0.56	3.18	-0.120	    108	11.180	11.200	644833.63	
01999	敏华控股	0.71	17975566	7.140	7.090	400	2514159	0.14	7.120	7.240	7.050	--  	1.96	2.68	0.050	    449	7.130	7.140	633196.63	
02331	李宁	0.58	17524482	5.240	5.210	500	3351500	-0.38	5.220	5.280	5.200	--  	0.00	1.54	0.030	    243	5.240	5.240	678049.38	
00008	电讯盈科	1.34	17179738	4.540	4.480	1000	3803262	0.00	4.480	4.540	4.480	--  	4.45	1.34	0.060	    707	4.530	4.540	7958400.00	
02098	卓尔集团	5.43	16819740	4.660	4.420	3000	3621000	0.00	4.430	4.740	4.430	--  	0.00	7.01	0.240	    164	4.660	4.660	2974765.00	
03899	中集安瑞科	5.34	16442601	4.930	4.680	2000	3388000	0.82	4.750	4.950	4.750	--  	0.00	4.27	0.250	    420	4.920	4.930	1288842.25	
07388	ＦＩ南方国指	0.14	15384915	7.070	7.060	100	2170300	0.00	7.080	7.110	7.070	--  	0.00	0.57	0.010	     71	--  	7.080	0.00	
01396	毅德国际	0.00	14674721	0.850	0.850	2000	16516000	0.00	0.880	0.950	0.770	--  	0.00	21.18	0.000	    322	--  	0.850	1545214.38	
00555	御泰中彩控股	0.00	12815026	0.118	0.118	25000	106400000	-2.48	0.117	0.124	0.116	--  	0.00	6.78	0.000	    227	--  	0.118	911179.88	
01393	恒鼎实业	16.39	12742896	0.355	0.305	1000	36397000	-1.37	0.305	0.400	0.290	--  	0.00	36.07	0.050	    351	--  	0.355	1115726.75	
03380	龙光地产	1.39	12703101	4.380	4.320	2000	2908000	-0.23	4.320	4.420	4.300	--  	5.71	2.78	0.060	    209	4.380	4.380	8650171.00	
00177	江苏宁沪高速公路	0.73	12685522	11.040	10.960	2000	1143224	0.00	11.220	11.220	10.980	--  	0.00	2.19	0.080	    214	11.040	11.040	3722143.75	
07341	ＦＩ华夏国指	0.38	12282335	7.870	7.840	100	1560800	0.13	7.870	7.900	7.850	--  	0.00	0.64	0.030	    108	--  	7.870	0.00	
03933	联邦制药	3.25	11931956	5.080	4.920	2000	2366500	0.00	4.920	5.130	4.920	--  	0.00	4.27	0.160	    205	5.080	5.080	1666927.88	
00539	冠华国际控股	3.57	11555266	0.290	0.280	2000	39469000	0.00	0.280	0.305	0.280	--  	0.00	8.93	0.010	    235	--  	0.290	1118505.50	
00717	英皇证券	3.23	10969801	0.640	0.620	6000	16890000	0.00	0.650	0.660	0.640	--  	2.03	3.23	0.020	    173	--  	0.640	816400.88	
08238	惠陶集团	3.77	10789329	0.055	0.053	8000	195456000	0.00	0.054	0.058	0.053	--  	0.00	9.43	0.002	    103	--  	0.055	13057.22	
01368	特步国际	0.00	10000105	2.800	2.800	500	3644000	-0.36	2.760	2.850	2.760	--  	2.14	3.21	0.000	    166	2.800	2.800	817394.00	
08179	新煮意控股	8.12	9960300	0.173	0.160	12000	59485792	-0.57	0.159	0.175	0.156	--  	0.00	11.88	0.013	    183	--  	0.173	41994.20	
08059	朝威控股	1.54	9478900	0.660	0.650	5000	14240000	1.56	0.650	0.700	0.620	--  	0.00	12.31	0.010	    139	--  	0.660	20408.70	
00402	天下图控股	31.94	9475160	0.095	0.072	20000	107920000	1.06	0.073	0.096	0.073	--  	0.00	31.94	0.023	    422	--  	0.095	125541.90	
00559	德泰新能源集团	12.58	9348430	0.170	0.151	10000	56220000	0.00	0.151	0.173	0.151	--  	0.00	14.57	0.019	    252	--  	0.170	152408.59	
00179	德昌电机控股	0.00	9234438	26.400	26.400	500	348500	0.00	26.550	26.650	26.350	--  	0.61	1.14	0.000	    106	26.400	26.400	328416.81	
01243	宏安地产	0.65	9027040	1.550	1.540	4000	5820000	-0.64	1.570	1.570	1.540	--  	0.00	1.95	0.010	     79	--  	1.550	478134.00	
01970	IMAX CHINA	1.30	8661085	35.100	34.650	100	247200	0.00	34.950	35.400	34.800	--  	0.00	1.73	0.450	    144	35.050	35.100	26497.00	
00993	华融金控	-1.69	8642174	2.900	2.950	1000	2791284	0.00	2.950	3.300	2.900	--  	0.00	13.56	-0.050	     91	--  	2.900	2228472.75	
08156	众彩股份	2.27	8265151	0.900	0.880	5000	9205000	1.12	0.890	0.910	0.870	--  	0.00	4.55	0.020	    147	--  	0.900	22446.60	
01622	力高地产	0.97	8177741	3.130	3.100	2000	2612000	-0.32	3.120	3.150	3.110	--  	0.00	1.29	0.030	     49	--  	3.130	1480669.75	
02386	中石化炼化工程	3.15	8170753	7.530	7.300	500	1094500	0.13	7.370	7.540	7.350	--  	1.16	2.60	0.230	    495	7.520	7.530	5881832.00	
07328	ＦＩ　三星国指	0.34	7919081	5.900	5.880	200	1340000	0.00	5.920	5.920	5.890	--  	0.00	0.51	0.020	    129	--  	5.900	0.00	
03377	远洋集团	0.82	7872065	3.670	3.640	500	2145240	0.27	3.660	3.700	3.620	--  	3.27	2.20	0.030	    234	3.670	3.670	15126518.00	
00405	越秀房产信托基金	0.00	7614741	4.690	4.690	1000	1624000	0.00	4.680	4.700	4.680	--  	0.00	0.43	0.000	    209	--  	4.690	0.00	
00521	海航实业股份	3.64	7334601	0.285	0.275	10000	25750000	0.00	0.275	0.290	0.275	--  	0.00	5.45	0.010	     95	--  	0.285	642112.19	
01360	MEGAEXPO HLDG	3.18	7286601	1.620	1.570	5000	4505000	0.00	1.630	1.640	1.590	--  	0.00	3.18	0.050	     57	--  	1.620	20330.30	
01666	同仁堂科技	0.00	7270041	12.280	12.280	1000	591000	0.00	12.320	12.340	12.280	--  	1.46	0.49	0.000	     39	12.280	12.280	818416.63	
00256	冠城钟表珠宝	-0.58	6871781	1.710	1.720	2000	3962000	0.00	1.730	1.750	1.700	--  	2.92	2.91	-0.010	     35	1.710	1.710	1725582.00	
00884	旭辉控股集团	2.55	6787609	2.820	2.750	2000	2424046	0.00	2.760	2.840	2.750	--  	4.61	3.27	0.070	    160	2.810	2.820	8848021.00	
00979	绿色能源科技集团	0.00	6490581	0.530	0.530	2000	11868000	0.00	0.540	0.560	0.530	--  	0.00	5.66	0.000	     39	--  	0.530	5614.60	
数据来源:通达信
