代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02800	盈富基金	1.99	1553297024	30.800	--  	50727076	271000	0.00	--  	  1.32	30.650	
02828	恒生中国企业	2.56	1190494336	124.200	--  	9664531	136400	-0.08	--  	  0.62	123.300	
02822	南方Ａ５０	1.51	748537856	16.180	--  	46587840	1604000	-0.12	--  	  0.65	16.120	
02823	安硕Ａ５０	1.67	381036640	15.800	--  	24307428	1398800	0.00	--  	  0.54	15.740	
03188	华夏沪深三百	1.90	306170560	51.050	--  	6037000	100200	-0.10	--  	  0.69	50.700	
00823	领展房产基金	-0.45	273850016	66.750	--  	4102096	587000	0.00	--  	  0.59	67.400	
07300	ＦＩ南方恒指	-2.20	146248304	5.330	--  	27336300	12400	0.00	--  	  1.18	5.360	
07288	ＦＬ二南方国指	5.43	118457032	10.480	--  	11497900	1000	-0.19	--  	  1.10	10.200	
07228	ＦＬ二　三星国指	5.54	114725328	8.760	--  	13361400	2000	0.00	--  	  0.72	8.670	
07200	ＦＬ二南方恒指	4.35	96014808	12.000	--  	8082200	15000	0.00	--  	  1.16	11.900	
07267	ＦＬ二华夏国指	5.65	68659312	11.600	--  	6036800	10000	0.00	--  	  1.35	11.480	
07205	ＦＬ二　三星恒指	4.40	52213376	9.960	--  	5296400	1000	-0.10	--  	  1.31	9.880	
07221	ＦＬ二华夏恒指	4.41	47220224	13.260	--  	3590900	1000	-0.15	--  	  1.01	13.240	
07388	ＦＩ南方国指	-2.79	37620156	5.580	--  	6677300	90000	0.00	--  	  1.65	5.630	
07242	ＦＬ二易方达恒指	4.30	34924036	7.520	--  	4700600	6800	-0.13	--  	  1.33	7.470	
02840	ＳＰＤＲ金ＥＴＦ	-0.51	28366822	981.000	--  	28850	10	-0.05	--  	  2.10	983.500	
00405	越秀房产信托基金	0.19	28317642	5.210	--  	5410050	284000	-0.19	--  	  1.08	5.210	
07341	ＦＩ华夏国指	-2.83	19768612	6.180	--  	3167200	10000	0.32	--  	  1.63	6.220	
82822	南方Ａ５０－Ｒ	1.39	18492592	13.100	--  	1428719	2800	0.00	--  	  1.71	13.040	
83188	华夏沪深三百－Ｒ	1.48	18128560	41.250	--  	444800	600	-0.12	--  	  3.76	41.000	
83115	安硕恒生指数－Ｒ	1.84	15536996	88.700	--  	175900	10000	0.23	--  	  3.21	88.050	
07328	ＦＩ　三星国指	-2.71	14431369	4.660	--  	3072400	9000	0.22	--  	  1.80	4.690	
02778	冠君产业信托	0.72	14314657	5.580	--  	2571168	851000	0.36	--  	  0.75	5.550	
07321	ＦＩ华夏恒指	-1.99	12855637	5.920	--  	2165900	30000	0.17	--  	  0.91	5.930	
07230	ＦＬ二未来国指	5.42	12728443	10.900	--  	1181700	30000	0.00	--  	  0.37	10.760	
07231	ＦＬ二未来恒指	4.36	11143187	12.460	--  	901300	3000	-0.16	--  	  0.62	12.420	
03115	安硕恒生指数	2.24	11111196	109.700	--  	101660	50	-0.27	--  	  1.74	109.300	
02833	恒指ＥＴＦ	2.14	10994591	31.050	--  	355500	1100	-0.16	--  	  0.91	31.050	
00778	置富产业信托	0.22	10205790	9.230	--  	1104000	79000	-0.22	--  	  0.68	9.300	
03041	价值韩国ＥＴＦ	0.44	9740442	34.050	--  	289300	289300	0.44	--  	314.46	--  	
03087	ＸＴＲ富时越南	0.70	9440660	288.000	--  	32956	10	0.07	--  	  3.00	287.000	
07312	ＦＩ　三星恒指	-2.41	8068707	4.460	--  	1800400	2800	0.00	--  	  0.75	4.590	
83010	安硕亚洲除日－Ｒ	0.44	7358791	46.050	--  	159800	25000	0.00	--  	  3.54	46.050	
82828	恒生中国企业－Ｒ	3.01	6068551	100.900	--  	61000	1000	0.00	--  	 10.37	99.550	
02843	东汇Ａ５０	0.86	4934000	16.440	--  	300000	10000	-0.12	--  	  4.95	16.480	
00435	阳光房地产基金	-0.19	4445250	5.300	--  	837000	87000	-0.19	--  	  0.55	5.320	
87001	汇贤产业信托	0.62	4242862	3.250	--  	1309295	62000	0.31	--  	  0.79	3.230	
83100	易方达中一百－Ｒ	0.49	4060825	40.700	--  	100000	1000	0.37	--  	  9.03	40.550	
07322	ＸＩ未来标普	-2.08	3880354	12.220	--  	318000	10000	0.99	--  	  4.06	12.200	
02801	安硕中国ＥＴＦ	3.51	3806555	29.500	--  	129580	4200	0.00	--  	  0.94	28.900	
03147	南方中创业板	0.63	3520908	7.990	--  	439600	200	0.13	--  	  1.08	8.000	
03128	恒生Ａ股龙头	1.20	3401190	63.150	--  	54400	200	0.00	--  	  1.13	62.500	
03040	未来ＭＳＣＩ中国	2.52	3233175	36.550	--  	88600	60000	-0.14	--  	  1.99	36.300	
03167	南方中国新行业	1.75	3094050	78.350	--  	39700	2000	0.00	--  	  0.49	77.900	
82823	安硕Ａ５０－Ｒ	1.75	3086030	12.780	--  	241500	159000	0.95	--  	194.76	12.680	
02838	恒生富时中国５０	2.88	3071934	214.600	--  	14401	1000	-0.09	--  	  2.36	213.200	
00808	泓富产业信托	0.59	3043475	3.390	--  	900000	122000	0.00	--  	  0.85	3.380	
01881	富豪产业信托	0.42	2973700	2.410	--  	1235000	14000	0.00	--  	  1.74	2.410	
03010	安硕亚洲除日	2.23	2938004	57.350	--  	51585	400	0.00	--  	  1.76	56.650	
03095	价值中国Ａ股	0.70	2458795	8.620	--  	285500	7500	0.00	--  	  2.88	8.660	
07336	ＦＩ未来恒指	-2.11	2457002	5.570	--  	439400	3000	0.00	--  	  0.43	5.590	
82836	安硕印度－Ｒ	0.84	2001540	19.280	--  	103800	5000	0.00	--  	  1.73	19.320	
03173	ＰＰ中国新经济	1.05	1995635	8.640	--  	231500	1000	0.00	--  	  1.32	8.550	
83074	安硕ＭＳ台湾－Ｒ	1.42	1968696	9.310	--  	211500	5000	0.00	--  	  9.57	9.280	
82843	东汇Ａ５０－Ｒ	0.91	1865600	13.320	--  	140000	10000	-0.15	--  	  1.94	13.320	
03092	ＴＲ泰国	1.16	1645010	226.400	--  	7250	50	-0.09	--  	  1.77	227.000	
01426	春泉产业信托	0.30	1622270	3.330	--  	487000	2000	0.00	--  	  1.67	3.320	
03140	领航标普５００	2.09	1605325	19.520	--  	82277	500	0.00	--  	  1.01	19.460	
02836	安硕印度	0.00	1439660	23.800	--  	60400	1000	0.00	--  	  1.14	23.850	
09115	安硕恒生指数－Ｕ	1.89	1407431	14.000	--  	100530	10000	0.00	--  	  3.72	14.000	
02802	安硕亚洲新兴	1.67	1343220	57.900	--  	23200	3000	0.00	--  	  8.72	57.600	
