代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
600519	贵州茅台	-0.26	4581658624	718.26	717.90	718.00	64570	5	0.18	          0.51	
601288	农业银行	-0.74	4338624000	4.04	4.04	4.05	10748249	2228	0.50	          0.37	
603799	华友钴业	-3.63	3524014848	120.44	120.58	120.60	291363	260	-0.01	          4.98	
601398	工商银行	-1.06	2875033344	6.55	6.55	6.56	4386067	372	0.46	          0.16	
600887	伊利股份	-1.20	2116683904	31.99	32.00	32.01	664807	94	0.25	          1.10	
600036	招商银行	-0.36	1851222400	30.04	30.07	30.09	618837	23	0.23	          0.30	
601899	紫金矿业	-0.43	1820549632	4.59	4.59	4.60	3999756	226	-0.21	          2.53	
601939	建设银行	-0.25	1704343040	8.11	8.09	8.10	2110404	36	0.62	          2.20	
600050	中国联通	-1.10	1337096448	6.31	6.31	6.32	2141919	336	0.00	          1.01	
000977	浪潮信息	-2.84	1228019712	20.50	20.49	20.50	597469	6172	0.24	          4.65	
002340	格林美	-1.49	1095883008	7.26	7.26	7.27	1514177	10523	0.00	          4.86	
600577	精达股份	-3.85	988347200	5.00	5.00	5.01	1968266	1604	0.20	         10.07	
600690	青岛海尔	-1.65	962498944	19.70	19.71	19.72	488629	12	-0.09	          0.80	
002508	老板电器	-0.38	919256000	38.87	38.87	38.88	238349	2589	0.13	          2.55	
000410	沈阳机床	-2.52	902754048	11.99	11.99	12.00	757566	17758	0.42	         10.23	
600410	华胜天成	-2.13	877889728	11.50	11.48	11.49	765591	99	0.70	          7.00	
600868	梅雁吉祥	-2.95	848426112	4.93	4.92	4.93	1742297	192	0.41	          9.18	
002092	中泰化学	-3.39	756566656	12.53	12.52	12.53	612581	3950	0.08	          3.01	
600018	上港集团	-2.21	741959104	7.51	7.51	7.52	979148	145	0.00	          0.43	
002304	洋河股份	-1.65	672376384	115.00	115.00	115.06	59133	343	-0.26	          0.48	
300170	汉得信息	-3.38	657261120	14.86	14.86	14.87	440022	7959	0.00	          6.63	
300058	蓝色光标	-2.95	597122752	7.57	7.57	7.58	786128	16495	0.40	          4.67	
300166	东方国信	-3.43	512764832	16.33	16.32	16.33	312958	4157	0.49	          3.88	
600093	易见股份	-0.99	474308288	16.04	16.03	16.04	297217	10	0.00	          9.22	
002714	牧原股份	-1.83	447917920	46.13	46.12	46.13	98092	581	0.54	          1.64	
06808	高鑫零售	-8.02	420966944	8.940	8.930	8.940	46263820	1090000	-0.11	          0.48	
300070	碧水源	-0.71	397561376	16.87	16.87	16.88	235361	3167	-0.05	          1.23	
600977	中国电影	-0.17	396571936	17.77	17.74	17.76	223970	7	0.00	          3.96	
300083	劲胜智能	-2.98	391424928	8.13	8.12	8.13	474587	5592	0.00	          3.99	
600845	宝信软件	-3.88	389992160	25.54	25.56	25.57	153675	16	0.08	          2.93	
002279	久其软件	-4.14	386135968	12.28	12.27	12.28	313869	3306	0.16	         11.45	
002229	鸿博股份	-1.13	343966176	11.35	11.35	11.36	301057	8597	0.00	          8.16	
00011	恒生银行	-0.49	335591136	184.100	184.100	184.900	1812736	276500	-0.43	          0.09	
300253	卫宁健康	-2.03	332952384	9.17	9.17	9.18	363236	4694	0.33	          3.17	
002369	卓翼科技	-1.73	309824928	9.11	9.10	9.11	341825	3534	0.11	          8.14	
002232	启明信息	-6.80	304396352	10.83	10.83	10.84	278849	7994	-0.08	          6.93	
002597	金禾实业	-0.30	303845024	27.00	27.00	27.01	113450	1283	0.07	          2.03	
600172	黄河旋风	-1.89	281164864	8.84	8.84	8.85	320499	42	0.23	          2.74	
002359	北讯集团	-1.03	279782688	25.99	25.98	25.99	109048	720	-0.18	          1.54	
000936	华西股份	-1.77	277840832	7.21	7.21	7.22	389675	2520	-0.13	          5.21	
00823	领展房产基金	-0.45	273850016	66.750	--  	--  	4102096	587000	0.00	--  	
300188	美亚柏科	-2.22	263279296	23.76	23.75	23.76	110306	569	0.21	          3.59	
600482	中国动力	-2.32	262615776	25.23	25.24	25.25	103127	82	0.00	          1.13	
002251	步 步 高	-1.12	254398096	15.83	15.82	15.83	162334	2419	0.13	          2.14	
002709	天赐材料	-1.72	238170160	47.46	47.46	47.47	50209	725	0.11	          2.66	
002018	华信国际	-0.61	235958704	4.88	4.87	4.88	488537	4261	0.41	          2.14	
603000	人民网	-0.85	217645664	11.69	11.69	11.70	186202	42	0.00	          1.68	
000979	中弘股份	-3.18	216183600	1.52	1.52	1.53	1429706	17508	0.00	          1.70	
600209	罗顿发展	-2.36	208896352	9.12	9.11	9.12	232976	110	-0.10	          5.46	
000826	启迪桑德	-0.31	208856928	28.90	28.89	28.90	72458	1207	0.10	          0.86	
300369	绿盟科技	-2.78	189752896	11.18	11.17	11.18	168003	2113	0.09	          3.07	
00902	华能国际电力股份	-0.40	189329392	4.960	4.950	4.960	38212780	2356000	-0.40	          0.81	
002178	延华智能	-0.14	180602912	6.89	6.89	6.90	264027	8180	-0.13	          4.35	
002645	华宏科技	-3.65	180316448	24.58	24.58	24.59	72382	1705	0.29	          4.87	
300663	科蓝软件	-1.33	176201040	27.50	27.50	27.51	63808	1476	0.07	         19.42	
002136	安 纳 达	-0.13	175222800	15.54	15.53	15.54	114521	1950	0.32	          5.37	
300047	天源迪科	-2.76	175098720	13.39	13.38	13.39	128955	993	0.00	          4.73	
300002	神州泰岳	-2.47	165974000	6.72	6.72	6.73	243908	2832	-0.29	          1.76	
600664	哈药股份	-0.57	165133536	5.24	5.23	5.24	315795	613	0.19	          1.27	
600313	农发种业	-0.27	163835024	3.68	3.68	3.69	451552	50	0.00	          4.54	
600072	中船科技	-0.63	162975216	12.60	12.60	12.61	129755	104	0.16	          2.16	
002642	荣之联	-2.57	162104944	11.77	11.77	11.78	137057	1149	-0.07	          2.76	
