代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	
601288	农业银行	-0.74	4338624000	4.04	4.04	4.05	10748249	2228	0.50	          0.37	
002517	恺英网络	-7.26	2074405248	19.80	19.79	19.80	995148	5183	-0.54	         17.07	
002694	顾地科技	10.01	1404006528	12.75	12.75	--  	1324591	2845	0.00	         26.78	
002092	中泰化学	-3.39	756566656	12.53	12.52	12.53	612581	3950	0.08	          3.01	
00762	中国联通	1.82	632594496	9.530	9.530	9.540	66332340	3176000	-0.21	          0.22	
002714	牧原股份	-1.83	447917920	46.13	46.12	46.13	98092	581	0.54	          1.64	
06808	高鑫零售	-8.02	420966944	8.940	8.930	8.940	46263820	1090000	-0.11	          0.48	
002160	常铝股份	9.98	170651456	6.94	6.94	--  	252646	1155	0.00	          5.35	
600311	荣华实业	-3.74	103280064	4.37	4.37	4.38	239592	155	0.00	          3.60	
600054	黄山旅游	-0.53	96931016	13.07	13.06	13.07	74418	277	0.00	          1.45	
06066	中信建投证券	1.84	58646228	6.650	6.650	6.660	8862000	42500	0.30	          0.70	
00970	耀莱集团	6.06	56116164	0.700	--  	--  	87256000	16000	2.94	          1.77	
00869	彩星玩具	-11.29	29107724	1.100	--  	--  	26308900	40000	0.00	          2.20	
01622	力高集团	2.43	16133121	2.950	2.940	2.950	5482000	18000	0.34	          0.15	
00251	爪哇控股	0.64	15155011	15.840	--  	--  	971100	2000	1.41	          0.14	
01057	浙江世宝	5.56	13976301	2.280	2.270	2.280	6323000	6000	0.44	          2.92	
01029	铁货	-0.56	9767591	0.176	--  	--  	55261952	100000	0.57	          0.78	
数据来源:通达信
