代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08359	HYPEBEAST	-12.20	58885888	0.720	--  	80137040	20000	-1.37	          4.01	  2.40	0.840	
08473	弥明生活百货	1.27	39881700	0.800	--  	49620000	10000	0.00	          4.43	  0.30	0.830	
08158	中国再生医学	-3.33	33100306	0.174	--  	198720000	500000	-0.57	          1.13	  3.34	0.176	
08207	中新控股	1.06	32323362	0.950	--  	34168000	16000	0.00	          0.15	  0.77	0.950	
08392	舍图控股	-8.93	28371852	0.510	--  	52060000	20000	0.00	          5.21	  0.32	0.580	
08483	名仕快相	10.53	24919442	0.315	--  	79968000	80000	1.61	         10.00	  0.61	0.290	
08479	金泰丰国际控股	-9.47	24571962	2.200	--  	11596000	4000	4.27	          2.76	  0.78	2.440	
08349	美固科技控股	8.06	17480200	6.700	--  	3230000	10000	-1.47	          0.81	  1.85	6.010	
08469	盛业资本	-1.19	15107501	7.470	--  	2006000	10000	0.00	          0.27	  0.72	7.530	
08137	洪桥集团	5.81	13948081	1.640	--  	8642000	24000	-0.61	          0.09	  1.48	1.540	
08462	桥英控股	2.52	12942201	1.630	--  	8145000	15000	1.24	          1.36	  5.66	1.600	
08425	兴铭控股	1.45	12339241	1.400	--  	9072000	32000	2.94	          2.27	 32.59	1.350	
08228	国艺娱乐	0.00	11200601	0.365	--  	30740000	40000	1.39	          0.68	  1.45	0.360	
08128	中国地能	-16.67	11189913	0.160	--  	63832000	40000	-0.62	          1.59	  1.41	0.196	
08227	西安海天天	1.53	10775931	5.990	--  	1799000	5000	0.17	          0.28	  0.85	5.950	
08101	壹家壹品	3.64	10297172	0.114	--  	91720000	200000	0.00	          3.17	  2.72	0.111	
08337	直通电讯	-3.26	9918570	0.208	--  	44930000	250000	-0.95	          1.44	  0.41	0.244	
08491	COOL LINK	31.88	9773050	0.455	--  	21090000	15000	1.11	          3.52	 24.49	0.340	
08275	永勤集团控股	20.17	9760100	1.430	--  	7270000	10000	-2.72	          1.21	  0.53	1.250	
08022	永耀集团控股	1.89	9657570	1.080	--  	9033000	12000	0.00	          0.54	  1.70	1.060	
08522	德益控股	3.48	8813120	1.190	--  	7212000	8000	0.00	          1.94	  1.55	1.170	
08156	众彩股份	1.23	8663150	0.820	--  	10435000	100000	0.00	          0.32	  1.12	0.820	
08062	俊盟国际	17.95	8614925	0.460	--  	18965000	15000	1.10	          3.95	 11.05	0.390	
08445	怡康泰工程集团	13.13	8569100	0.560	--  	15160000	100000	0.00	          2.53	 23.40	0.495	
08470	莹岚集团	-1.73	7617041	1.700	--  	4384000	8000	0.00	          0.73	  2.08	1.750	
08083	中国创新支付	1.06	7311231	0.475	--  	15450000	168000	0.00	          0.22	  0.78	0.470	
08147	汇思太平洋	7.30	6517145	0.250	--  	26480000	12000	0.40	          0.48	  2.25	0.235	
08178	中国信息科技	0.79	4748688	0.127	--  	38304000	72000	0.00	          0.67	  2.82	0.125	
08078	ＨＭＶ数码中国	-1.24	4233956	0.239	--  	17760194	40000	0.00	          0.13	  2.89	0.240	
08138	同仁堂国药	0.46	4185580	13.060	--  	321000	1000	0.00	          0.04	  0.33	13.200	
08291	万成金属包装	5.68	3711350	2.420	--  	1735000	5000	7.08	          0.43	  0.53	2.210	
08040	ＤＣＢ控股	5.13	3588300	1.230	--  	2890000	5000	-0.81	          0.90	  0.38	1.230	
08526	荣丰集团亚洲	-4.11	3301500	0.350	--  	9160000	10000	-1.41	          1.60	  0.16	0.375	
08426	雅居投资控股	13.37	3293360	0.229	--  	14900000	50000	0.44	          1.86	  7.36	0.203	
08089	华人策略控股	-2.15	3254362	2.730	--  	1180000	1800	0.00	          0.57	  1.09	2.850	
08073	兴业新材料	1.33	2916280	1.520	--  	1922687	4000	0.00	          0.40	  0.76	1.520	
08340	域高金融	-2.08	2847950	0.470	--  	6200000	10000	2.17	          0.97	 10.37	0.450	
08195	L&A INTL HOLD	19.30	2469847	0.068	--  	38118400	312000	-1.45	          2.98	  2.10	0.057	
08145	电讯首科	10.29	2432840	2.250	--  	1106000	20000	-0.44	          0.86	  6.71	2.090	
08300	皇玺餐饮集团	-4.41	2425280	0.130	--  	18260000	500000	-0.76	          0.69	  0.33	0.139	
08055	中国网络信息科技	-1.35	2374840	0.365	--  	6544000	112000	0.00	          0.18	  1.20	0.370	
08422	ＷＴ集团	2.22	2366700	1.380	--  	1700000	10000	0.00	          0.17	  0.38	1.400	
08163	万德金融	1.22	2204220	0.083	--  	26840000	20000	0.00	          1.32	  1.18	0.082	
08065	高萌科技	3.57	2174425	0.435	--  	4740000	20000	0.00	          1.19	  4.02	0.420	
08142	德利机械	1.39	2025700	0.365	--  	5550000	10000	0.00	          0.56	  0.51	0.365	
08100	智易控股	-3.53	2002650	0.410	--  	4878000	6000	1.23	          1.10	  1.01	0.420	
08415	乐嘉思控股	8.88	1972340	0.233	--  	8700000	110000	0.43	          0.78	  6.64	0.214	
08133	铸能控股	-1.03	1959500	0.193	--  	10100000	5000000	-0.52	          0.29	 22.54	0.195	
08283	正力控股	-3.40	1859700	1.420	--  	1285000	10000	0.00	          0.26	  1.63	1.470	
08463	TOMO HOLDINGS	9.49	1831720	1.500	--  	1228000	140000	-1.96	          0.27	  6.07	1.350	
08238	惠陶集团	-4.11	1790856	0.070	--  	25264000	200000	0.00	          0.29	  0.33	0.074	
08257	靖洋集团	-1.75	1776800	0.280	--  	6250000	10000	0.00	          0.63	  1.97	0.285	
08367	倩碧控股	0.00	1754020	0.250	--  	6970000	20000	0.00	          0.87	  0.09	0.250	
08085	香港生命科学	6.82	1653836	0.094	--  	18012000	8000	3.30	          0.32	  1.97	0.090	
08379	汇安智能	1.27	1626000	0.400	--  	4040000	60000	0.00	          0.51	  0.26	0.405	
08170	KSL HOLDINGS	3.07	1617160	3.690	--  	450000	1000	0.00	          0.11	  0.32	3.500	
08086	新维国际控股	-1.89	1597800	0.260	--  	6020000	80000	0.00	          0.22	  1.36	0.265	
08356	中国新华电视	11.11	1541770	0.090	--  	17980000	100000	1.12	          0.44	  2.65	0.087	
08361	中国育儿网络	-2.00	1467170	0.490	--  	3044000	26000	-1.01	          0.30	  0.31	0.500	
08413	亚洲杂货	-0.53	1467020	0.188	--  	7790000	120000	1.62	          0.67	  0.65	0.189	
08427	瑞强集团	-1.85	1450080	0.265	--  	5424000	8000	0.00	          0.87	  1.09	0.265	
08118	濠亮环球	0.00	1414360	0.290	--  	4976000	480000	0.00	          1.00	  1.29	0.280	
08532	宝发控股	-1.25	1378984	0.237	--  	5792000	8000	0.00	          0.72	  0.15	0.240	
08457	健升物流中国	0.00	1313650	0.285	--  	4660000	10000	1.79	          0.58	  0.85	0.285	
