代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600519	贵州茅台	-0.58	2900950528	-4.25	723.98	724.00	39888	5	0.01	          0.32	729.55	
601288	农业银行	0.25	2588505344	0.01	4.03	4.04	6418261	244	0.00	          0.22	4.04	
600516	方大炭素	2.65	2375677184	0.72	27.94	27.95	861091	337	0.14	          5.01	27.35	
600029	南方航空	4.69	1896907264	0.53	11.82	11.83	1631966	151	0.08	          2.32	11.30	
600585	海螺水泥	2.62	1567451904	0.83	32.46	32.47	489254	93	0.03	          1.22	31.93	
601360	三六零	-0.26	1165267456	-0.13	49.78	49.79	233255	23	0.14	          5.87	49.64	
600050	中国联通	0.95	980795328	0.06	6.36	6.37	1549318	85	0.00	          0.73	6.36	
600362	江西铜业	1.64	971099264	0.30	18.54	18.55	525265	35	0.11	          2.53	18.45	
002027	分众传媒	3.62	915214016	0.53	15.17	15.18	612215	7721	0.33	          1.05	14.83	
600115	东方航空	1.59	860859136	0.12	7.67	7.68	1126639	1076	0.13	          1.15	7.63	
002694	顾地科技	8.20	832875200	0.92	12.13	12.14	716433	11967	0.25	         14.48	11.22	
600740	山西焦化	2.88	736832768	0.35	12.50	12.51	593254	51	0.16	          9.03	12.16	
601233	桐昆股份	4.55	702963840	1.06	24.36	24.37	292304	12	0.25	          2.43	23.45	
600188	兖州煤业	1.90	687084992	0.28	14.98	14.99	461885	54	0.13	          1.56	14.75	
002508	老板电器	-0.05	680676288	-0.02	39.72	39.73	171183	2291	0.13	          1.83	40.00	
000338	潍柴动力	3.02	611160128	0.25	8.54	8.55	722253	10297	0.00	          1.67	8.34	
000060	中金岭南	1.40	581113600	0.14	10.15	10.16	574329	4287	0.00	          2.60	10.07	
600789	鲁抗医药	-0.26	566878272	-0.03	11.37	11.38	503160	380	-0.17	          8.65	11.17	
600016	民生银行	-0.12	540762112	-0.01	8.49	8.50	635828	26	0.12	          0.22	8.54	
01088	中国神华	3.01	440060512	0.650	22.200	22.250	19831630	2382500	0.00	          0.58	22.050	
600426	华鲁恒升	4.63	438401472	0.81	18.31	18.32	243447	140	0.11	          1.51	17.50	
601857	中国石油	0.25	436812384	0.02	8.04	8.05	542013	45	0.12	          0.03	8.05	
002597	金禾实业	4.20	409228608	1.11	27.54	27.55	150697	1528	0.25	          2.69	26.73	
600497	驰宏锌锗	1.78	383598592	0.12	6.84	6.85	562327	10	0.15	          1.30	6.78	
600346	恒力股份	4.41	382377280	0.66	15.63	15.64	248067	26	0.06	          2.70	14.83	
000983	西山煤电	0.98	382301312	0.09	9.29	9.30	412759	6974	0.11	          1.31	9.22	
002092	中泰化学	2.92	363906592	0.37	13.02	13.03	283013	4007	0.23	          1.39	12.69	
600025	华能水电	0.00	358619584	0.00	4.28	4.29	837927	185	0.00	          4.66	4.29	
00998	中信银行	2.33	334595008	0.130	5.710	5.720	58878112	3833000	0.00	          0.40	5.680	
601006	大秦铁路	0.78	333317984	0.07	9.07	9.08	368346	228	0.11	          0.25	9.03	
600009	上海机场	-1.46	326289408	-0.74	50.10	50.11	64017	28	0.12	          0.59	51.00	
002128	露天煤业	1.06	316847552	0.11	10.46	10.47	303648	3254	0.19	          1.86	10.40	
601229	上海银行	-0.07	315289408	-0.01	15.32	15.34	205978	15	0.13	          0.56	15.38	
600000	浦发银行	0.16	314544064	0.02	12.50	12.51	251618	520	-0.07	          0.09	12.53	
002081	金 螳 螂	0.73	313099392	0.10	13.80	13.81	227109	4338	-0.28	          0.89	13.79	
000878	云南铜业	1.77	310790112	0.22	12.66	12.67	246460	3428	0.16	          1.74	12.55	
600801	华新水泥	2.17	306526304	0.30	14.12	14.13	218739	3	0.07	          2.25	13.88	
600810	神马股份	4.21	277962784	0.42	10.39	10.40	269672	4	0.10	          6.10	10.10	
01055	中国南方航空股份	4.91	276065184	0.480	10.200	10.260	27090152	236000	0.00	          0.88	9.780	
601997	贵阳银行	-0.07	275129056	-0.01	15.24	15.25	180639	8	0.07	          1.46	15.29	
01988	民生银行	0.74	268444096	0.060	8.130	8.140	33025028	2245500	0.00	          0.48	8.180	
002493	荣盛石化	2.53	255700896	0.41	16.62	16.63	155839	1319	0.12	          0.46	16.16	
00011	恒生银行	2.38	254175232	4.400	189.600	189.700	1346501	246100	0.11	          0.07	187.200	
601186	中国铁建	0.38	241527200	0.04	10.57	10.58	228856	10	0.09	          0.20	10.59	
601231	环旭电子	0.77	236096352	0.11	14.48	14.52	161800	6	-0.33	          0.74	14.44	
601390	中国中铁	0.39	235084896	0.03	7.65	7.66	307458	414	0.13	          0.17	7.65	
01171	兖州煤业股份	1.27	233715472	0.140	11.140	11.160	20855402	556000	0.36	          1.07	11.180	
00753	中国国航	4.88	218002784	0.540	11.580	11.600	18914246	342000	0.17	          0.41	11.260	
002251	步 步 高	0.57	201999568	0.09	15.81	15.82	128189	3227	0.57	          1.69	15.87	
