代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生中国企业	2.00	751852160	--  	--  	5890337	305400	-0.08	--  	  0.59	127.400	
02800	盈富基金	1.76	610027712	--  	--  	19166922	636000	-0.31	--  	  0.39	31.800	
02822	南方Ａ５０	0.61	527525440	--  	--  	32066024	866800	0.00	--  	  0.67	16.520	
02823	安硕Ａ５０	0.38	449880160	--  	--  	28052970	1110000	0.00	--  	  0.83	16.080	
03188	华夏沪深三百	1.36	343096704	--  	--  	6592944	181000	0.19	--  	  1.39	52.000	
00823	领展房产基金	0.89	241142944	--  	--  	3548859	662000	-0.07	--  	  0.73	68.000	
07228	ＦＬ二　三星国指	4.27	117756976	--  	--  	12776200	69800	0.00	--  	  0.61	9.030	
07300	ＦＩ南方恒指	-2.10	100782440	--  	--  	19565100	1000	0.00	--  	  0.74	5.150	
07288	ＦＬ二南方国指	4.32	78921000	--  	--  	7129800	15800	0.00	--  	  0.87	10.960	
07200	ＦＬ二南方恒指	3.88	50041572	--  	--  	3915200	24300	0.00	--  	  0.46	12.700	
02840	ＳＰＤＲ金ＥＴＦ	0.15	44814732	--  	--  	45600	110	-0.05	--  	  3.06	982.000	
07388	ＦＩ南方国指	-2.17	28084832	--  	--  	5169300	3100	0.00	--  	  1.32	5.430	
07267	ＦＬ二华夏国指	4.42	27910512	--  	--  	2291800	10000	-0.16	--  	  0.47	12.120	
07221	ＦＬ二华夏恒指	3.94	25883762	--  	--  	1828800	500	-0.14	--  	  0.52	14.220	
02778	冠君产业信托	-0.18	23657926	--  	--  	4211215	289000	-0.18	--  	  1.79	5.620	
00405	越秀房产信托基金	0.38	22527592	--  	--  	4300000	96000	0.00	--  	  0.99	5.230	
07242	ＦＬ二易方达恒指	4.26	22088798	--  	--  	2762000	2000	0.00	--  	  0.57	7.990	
07205	ＦＬ二　三星恒指	4.09	21273794	--  	--  	2004400	3000	0.00	--  	  0.44	10.600	
02833	恒指ＥＴＦ	2.06	19047448	--  	--  	594122	500	0.16	--  	  1.54	32.000	
07230	ＦＬ二未来国指	4.33	15326715	--  	--  	1333900	3600	0.17	--  	  0.38	11.500	
03147	南方中创业板	1.94	12087043	--  	--  	1433400	2000	0.12	--  	  3.46	8.280	
87001	汇贤产业信托	0.31	11988485	--  	--  	3669604	1000	0.00	--  	  1.71	3.260	
07231	ＦＬ二未来恒指	4.04	9942174	--  	--  	748400	3000	0.15	--  	  0.61	13.260	
00778	置富产业信托	0.54	9334040	--  	--  	1008000	8000	0.11	--  	  0.61	9.200	
07341	ＦＩ华夏国指	-2.28	7962399	--  	--  	1320700	5000	0.00	--  	  0.43	6.040	
07362	ＦＩ未来国指	-2.07	6643493	--  	--  	1170100	107300	0.18	--  	  3.66	5.700	
83188	华夏沪深三百－Ｒ	0.96	6177371	--  	--  	147116	1400	0.00	--  	  0.72	41.750	
03087	ＸＴＲ富时越南	0.00	5113451	--  	--  	17274	310	0.00	--  	  1.41	294.000	
00435	阳光房地产基金	0.00	5067445	--  	--  	952000	16000	0.00	--  	  1.59	5.340	
03140	领航标普５００	2.34	4134059	--  	--  	205905	97600	0.25	--  	  2.79	20.000	
82822	南方Ａ５０－Ｒ	0.45	4064988	--  	--  	306350	400	0.15	--  	  0.44	13.380	
03167	南方中国新行业	1.75	4041460	--  	--  	49650	5050	0.06	--  	  0.93	80.700	
07312	ＦＩ　三星恒指	-2.05	3854646	--  	--  	896000	4000	0.23	--  	  0.35	4.310	
02836	安硕印度	3.68	3798930	--  	--  	159800	800	1.05	--  	  2.08	23.450	
