代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08135	正美丰业	-5.36	1382275	--  	--  	2905000	10000	0.00	          0.37	 60.52	0.465	
08406	合宝丰年	1.64	1366500	--  	--  	4410000	200000	-1.59	          0.55	  0.82	0.305	
08032	非凡中国	1.15	1362662	--  	--  	1564267	8000	0.00	          0.02	  1.91	0.870	
08081	互娱中国	7.89	1361565	--  	--  	34202960	1050000	0.00	          0.64	  5.82	0.038	
08452	富银融资股份	-0.82	1358020	--  	--  	1110000	2000	-0.82	          1.24	  1.92	1.210	
08118	濠亮环球	0.00	1260760	--  	--  	4552000	8000	0.00	          0.91	  1.02	0.285	
08423	CHI HO DEV	-4.55	1217900	--  	--  	1160000	20000	0.00	          0.14	  2.48	1.100	
08379	汇安智能	1.43	1212700	--  	--  	3360000	10000	0.00	          0.42	  0.42	0.350	
08089	华人策略控股	-1.46	1211074	--  	--  	444800	1800	0.00	          0.22	  0.49	2.810	
08415	乐嘉思控股	0.00	1183650	--  	--  	4540000	10000	0.00	          0.41	  0.77	0.260	
08266	卓信国际控股	0.68	1175072	--  	--  	7936000	16000	0.00	          0.19	  1.33	0.141	
08356	中国新华电视	-1.03	1091190	--  	--  	10990000	210000	0.00	          0.27	  0.65	0.097	
08283	正力控股	-4.51	1082750	--  	--  	835000	20000	1.60	          0.17	  0.96	1.340	
08485	竣球控股	10.83	1078430	--  	--  	6470000	110000	1.16	          0.65	  3.07	0.165	
08491	COOL LINK	-8.51	1037225	--  	--  	2280000	50000	-1.15	          0.38	  0.36	0.470	
08413	亚洲杂货	1.08	1024670	--  	--  	5450000	10000	-0.53	          0.47	  0.70	0.186	
08166	中国农业生态	-4.65	988380	--  	--  	11760000	20000	-2.38	          0.19	  4.60	0.086	
08513	迎宏控股	-1.04	980660	--  	--  	2072000	4000	1.06	          0.52	  3.06	0.480	
08175	中国数码文化	1.56	973300	--  	--  	1555000	10000	3.17	          0.08	  1.15	0.640	
08021	汇隆控股	8.57	970920	--  	--  	26220000	900000	0.00	          0.21	  3.12	0.034	
08240	展程控股	4.89	961630	--  	--  	4210000	70000	0.00	          0.33	  4.48	0.216	
08050	量子思维	6.93	942240	--  	--  	384000	4000	2.07	          0.03	  0.40	2.350	
08419	ＡＶ策划推广	3.51	929450	--  	--  	1570000	5000	0.00	          0.39	  1.30	0.570	
08257	靖洋集团	-3.51	887800	--  	--  	3260000	10000	0.00	          0.33	  0.54	0.285	
08157	象兴国际	3.33	885300	--  	--  	2860000	320000	0.00	          0.29	  1.95	0.305	
08059	朝威控股	1.89	856000	--  	--  	1620000	5000	0.00	          0.17	  0.52	0.550	
08251	优越集团控股	10.94	842100	--  	--  	1210000	20000	0.00	          0.30	  4.12	0.680	
08247	中生北控生物科技	5.85	824460	--  	--  	396000	2000	3.33	          0.62	  6.11	2.050	
08340	域高金融	2.20	808800	--  	--  	1740000	30000	-1.06	          0.27	  0.49	0.465	
08407	兴证国际	3.12	808460	--  	--  	626000	20000	0.00	          0.02	  3.77	1.250	
08315	冠辉集团控股	0.00	794910	--  	--  	24130000	330000	-2.94	          0.31	  2.56	0.033	
08471	新达控股	2.70	783250	--  	--  	2080000	200000	0.00	          0.26	  1.71	0.375	
08361	中国育儿网络	3.30	774740	--  	--  	1664000	22000	-1.05	          0.16	  0.86	0.455	
08192	环球能源资源	3.03	774530	--  	--  	2278000	12000	0.00	          0.22	  0.75	0.330	
08029	太阳国际	1.39	772700	--  	--  	1070000	10000	0.00	          0.08	  3.79	0.720	
08328	信义香港	-1.41	759728	--  	--  	359250	4000	0.00	--  	296.61	2.130	
08470	莹岚集团	2.91	748720	--  	--  	424000	8000	0.00	          0.07	  0.18	1.720	
08145	电讯首科	0.85	748300	--  	--  	316000	6000	0.00	          0.25	  0.58	2.340	
08085	香港生命科学	-2.27	737864	--  	--  	8772000	76000	-1.15	          0.15	  1.04	0.087	
08043	ATLINKS	0.00	727900	--  	--  	1250000	45000	0.00	          0.31	  1.71	0.580	
08167	中国新电信	4.14	719668	--  	--  	4108000	500000	-0.56	          0.04	  2.40	0.175	
08282	智傲控股	11.11	716080	--  	--  	632000	20000	0.00	          0.40	 14.11	1.130	
08071	中彩网通控股	-4.26	676060	--  	--  	3770000	1650000	0.00	          0.08	  1.25	0.188	
08465	高科桥	0.00	660780	--  	--  	222000	2000	0.00	          0.09	  6.77	2.920	
08030	汇联金融服务	0.00	651250	--  	--  	755000	5000	0.00	          0.04	  1.06	0.860	
08001	东方汇财证券	1.18	626680	--  	--  	728000	20000	0.00	          0.17	  0.18	0.850	
08506	福纺控股	6.34	626016	--  	--  	4176000	12000	0.00	          0.42	  3.69	0.144	
08250	丝路能源	-3.33	617740	--  	--  	10860000	200000	0.00	          0.16	  0.81	0.058	
08345	火岩控股	0.17	613840	--  	--  	106000	10000	0.00	          0.07	  0.68	5.850	
08519	JIA GROUP	3.80	611890	--  	--  	3230000	190000	0.00	          0.38	  1.48	0.184	
08198	乐透互娱	0.43	600792	--  	--  	2572000	120000	0.00	          0.08	  0.21	0.230	
08053	比优集团	-3.33	592000	--  	--  	1100000	60000	16.00	          0.03	  3.92	0.590	
08425	兴铭控股	0.74	587720	--  	--  	428000	20000	-0.72	          0.11	  0.21	1.340	
08065	高萌科技	-2.33	585475	--  	--  	1385000	5000	0.00	          0.35	  0.65	0.430	
08411	K W NELSON GP	3.51	582650	--  	--  	2020000	10000	1.72	          0.20	  1.93	0.290	
08429	冰雪集团	-2.67	563900	--  	--  	775000	5000	0.00	          0.16	  0.36	0.740	
08078	ＨＭＶ数码中国	0.42	549360	--  	--  	2280000	200000	0.00	          0.02	  0.27	0.241	
08430	春能控股	1.59	544475	--  	--  	1770000	5000	1.59	          0.28	  0.51	0.310	
08007	环球战略集团	-2.31	535867	--  	--  	4215560	10000	0.79	          0.07	  0.94	0.131	
08049	吉林长龙药业	4.29	523400	--  	--  	356000	8000	0.00	          0.21	  9.89	1.440	
08312	中国瀚亚	-3.13	506300	--  	--  	810000	410000	0.00	          0.11	  4.05	0.630	
08171	中国趋势	0.00	494400	--  	--  	49440000	49440000	0.00	          0.12	 10.46	0.010	
08400	亚洲先锋娱乐	-0.50	493260	--  	--  	2400000	60000	0.00	          0.24	  1.59	0.198	
08362	运兴泰集团	3.17	487780	--  	--  	3780000	1000000	7.44	          0.27	  1.06	0.127	
08056	饮食概念	3.64	482675	--  	--  	1735000	250000	0.00	          0.21	  1.03	0.275	
08187	积木集团	-3.87	477300	--  	--  	325000	5000	0.00	          0.07	  1.25	1.550	
08383	东骏控股	-1.45	474840	--  	--  	1392000	96000	0.00	          0.17	  1.50	0.340	
08217	联旺集团	1.75	457600	--  	--  	1580000	60000	0.00	          0.13	  0.53	0.285	
08165	华普智通	-3.03	456430	--  	--  	14820000	1260000	0.00	          0.64	  4.52	0.033	
08046	恒芯中国	2.56	440702	--  	--  	11190000	1000000	0.00	          0.13	  0.15	0.040	
08023	邝文记	8.14	439020	--  	--  	966000	54000	0.00	          0.16	  4.71	0.450	
08200	修身堂	2.38	432733	--  	--  	10036303	20000	0.00	          0.18	  1.37	0.043	
08102	利宝阁集团	-1.16	421100	--  	--  	980000	40000	0.00	          0.12	  0.98	0.430	
08352	成安控股	-1.33	411200	--  	--  	1100000	60000	0.00	          0.16	  2.36	0.370	
08428	国茂控股	3.51	391380	--  	--  	1668000	144000	0.00	          0.14	  1.41	0.235	
08325	中国支付通	2.15	387700	--  	--  	410000	50000	2.15	          0.02	  0.92	0.950	
08395	齐家控股	1.56	366320	--  	--  	2840000	80000	-1.52	          0.18	  1.48	0.130	
08450	钜京控股	0.00	360300	--  	--  	1930000	200000	1.63	          0.19	  0.94	0.182	
08095	北大青鸟环宇	-2.05	358730	--  	--  	254000	8000	1.42	          0.04	  0.83	1.410	
08132	中油港燃	-3.64	346040	--  	--  	6470000	5000000	0.00	          0.11	  0.76	0.051	
08535	荧德控股	-0.73	344700	--  	--  	2540000	40000	0.00	          0.21	  0.63	0.136	
08269	富誉控股	0.85	329217	--  	--  	2817333	10000	1.71	          0.34	  0.56	0.119	
08178	中国信息科技	0.81	323184	--  	--  	2640000	24000	2.48	          0.05	  0.19	0.123	
08331	飞尚非金属	1.72	317500	--  	--  	540000	100000	0.00	          0.10	  0.31	0.580	
08296	中国生命集团	-1.82	313200	--  	--  	1164000	112000	-1.82	          0.16	  6.09	0.260	
08455	礼建德集团	-2.29	311700	--  	--  	180000	10000	-1.16	          0.02	  0.11	1.730	
08456	民信国际控股	1.22	294940	--  	--  	704000	4000	-1.19	          0.18	  1.26	0.420	
08009	华夏能源控股	-2.38	293840	--  	--  	7210000	180000	2.50	          0.34	  0.65	0.042	
08191	鸿伟亚洲	-3.23	276600	--  	--  	912000	504000	0.00	          0.11	  0.68	0.300	
08310	大丰港	-4.62	272600	--  	--  	440000	10000	0.00	          0.03	  0.52	0.660	
08113	扬宇科技	3.03	265326	--  	--  	391152	60000	0.00	          0.06	  0.76	0.660	
08027	吉辉控股	1.33	261810	--  	--  	3230000	200000	0.00	          0.10	  0.88	0.080	
08437	德斯控股	-1.00	256160	--  	--  	520000	24000	0.00	          0.09	  0.21	0.500	
08109	麒麟集团控股	5.88	256086	--  	--  	15024000	15000	0.00	          0.34	  3.55	0.017	
08136	英马斯集团	6.35	234600	--  	--  	720000	10000	0.00	          0.07	  1.13	0.310	
08309	万成环球控股	2.56	234500	--  	--  	600000	50000	0.00	          0.10	  1.07	0.390	
08292	盛良物流	-1.52	232100	--  	--  	180000	20000	2.36	          0.02	  0.11	1.300	
08307	密迪斯肌	-1.75	226440	--  	--  	400000	28000	0.00	          0.08	  0.26	0.560	
08321	泰锦控股	1.06	221940	--  	--  	1170000	420000	0.00	          0.15	  1.24	0.184	
08355	超智能控股	9.23	216550	--  	--  	620000	20000	0.00	          0.06	  1.11	0.350	
08013	ECI TECH	-0.56	211940	--  	--  	1220000	60000	0.00	          0.08	  0.24	0.175	
08117	中国基础能源	3.19	211240	--  	--  	223000	50000	2.11	          0.02	  2.29	0.940	
08405	恒智控股	0.00	211000	--  	--  	232000	8000	-3.19	          0.06	  2.99	0.890	
08080	北亚策略	-5.11	208152	--  	--  	1520000	32000	0.00	          0.06	  1.52	0.138	
08256	金利通	2.86	206256	--  	--  	5696000	4000	2.86	          0.47	  0.13	0.039	
08509	威扬酒业控股	2.78	205080	--  	--  	284000	60000	0.00	          0.07	  0.52	0.720	
08183	尚捷集团控股	3.37	201900	--  	--  	455000	50000	2.22	          0.09	  1.91	0.445	
08133	铸能控股	-0.62	196300	--  	--  	1220000	380000	0.00	          0.03	  0.16	0.161	
08237	华星控股	0.00	193800	--  	--  	332000	2000	3.45	          0.01	  0.24	0.580	
08213	新智控股	4.29	193380	--  	--  	2790000	60000	0.00	          0.07	  1.78	0.071	
08373	靛蓝星	-2.83	190450	--  	--  	180000	50000	0.00	          0.04	  0.24	1.100	
08245	安悦国际控股	-1.75	189960	--  	--  	3380000	500000	1.82	          0.09	  0.69	0.051	
08172	拉近网娱	2.94	183700	--  	--  	520000	260000	0.00	          0.01	  1.31	0.350	
08417	大地教育	1.30	182500	--  	--  	240000	10000	0.00	          0.01	  0.81	0.760	
08176	超人智能	-8.98	174950	--  	--  	20000	5000	0.13	          0.00	  0.80	9.090	
08037	中国生物科技服务	3.08	173114	--  	--  	86030	15	-0.50	          0.01	  0.30	2.070	
08431	浩柏国际	0.00	172900	--  	--  	1000000	330000	0.00	          0.08	  1.40	0.170	
08232	CLASSIFIED GP	-3.45	172150	--  	--  	150000	15000	0.00	          0.03	  0.23	1.150	
08493	龙皇集团	-0.54	170208	--  	--  	924000	12000	0.00	          0.06	  0.62	0.186	
08495	1957 & CO.	0.00	168560	--  	--  	392000	72000	0.00	          0.12	  1.47	0.430	
08130	智城控股	3.43	168540	--  	--  	960000	20000	3.43	          0.03	  0.16	0.175	
08510	TOPSTANDARDCORP	-2.41	165224	--  	--  	680000	24000	-0.82	          0.09	  0.38	0.249	
08523	常满控股	1.15	163725	--  	--  	370000	95000	0.00	          0.09	  0.35	0.435	
08436	德宝集团控股	0.00	162600	--  	--  	300000	30000	0.00	          0.07	  0.71	0.550	
08255	神州数字	-2.17	158400	--  	--  	174000	6000	0.00	          0.04	  0.72	0.860	
08278	CMON	0.00	157910	--  	--  	630000	200000	0.00	          0.03	  0.44	0.250	
08446	ITP HOLDINGS	0.00	157700	--  	--  	40000	10000	0.00	          0.01	  0.05	3.940	
08242	宏创高科	-0.72	154270	--  	--  	1140000	10000	1.47	          0.08	  1.14	0.137	
08501	庄皇集团公司	0.00	153400	--  	--  	102000	6000	0.00	          0.05	  2.06	1.520	
08041	荟萃国际（控股）	4.00	151420	--  	--  	1420000	40000	0.00	          0.02	  0.41	0.102	
08377	申酉控股	1.04	151150	--  	--  	320000	20000	0.00	          0.04	  0.96	0.480	
08371	尝高美集团	-2.44	148680	--  	--  	188000	120000	1.27	          0.05	  0.91	0.790	
08420	NEXION TECH	-1.75	145000	--  	--  	255000	75000	0.00	          0.04	  0.62	0.580	
08299	大唐潼金	0.00	141762	--  	--  	9438000	36000	0.00	          0.04	  0.77	0.015	
08366	浙江联合投资	-1.56	139700	--  	--  	220000	10000	5.00	          0.02	  0.54	0.640	
08005	裕兴科技	-2.50	137720	--  	--  	176000	4000	0.00	          0.01	  0.25	0.800	
08112	基石金融	1.33	134376	--  	--  	600000	48000	0.00	          0.05	  0.73	0.220	
08376	方圆房服集团	0.00	134320	--  	--  	250000	32000	0.00	          0.06	  0.60	0.530	
08093	万星控股	4.68	133200	--  	--  	75000	60000	0.00	          0.02	  0.89	1.720	
08229	FUTURE DATA	0.00	131800	--  	--  	410000	5000	1.54	          0.10	  0.63	0.350	
08402	GT STEEL GROUP	0.00	130000	--  	--  	435000	80000	0.00	          0.09	  0.92	0.300	
08329	海王英特龙	2.78	129500	--  	--  	360000	10000	0.00	          0.08	  1.46	0.365	
08067	东方大学城控股	3.83	126150	--  	--  	33000	10000	0.00	          0.02	  0.65	3.850	
08308	古兜控股	1.67	123960	--  	--  	68000	8000	0.00	          0.01	  0.17	1.800	
08368	中国创意控股	-5.68	120219	--  	--  	551000	1000	0.00	          0.04	  2.83	0.222	
08090	中国融保金融集团	-1.18	120020	--  	--  	142000	30000	-1.18	          0.01	  0.07	0.850	
08201	宝联控股	7.14	119148	--  	--  	402400	20000	0.00	          0.15	  0.69	0.290	
08155	南华资产控股	2.08	112600	--  	--  	2296000	48000	0.00	          0.02	 10.63	0.049	
08220	比高集团	-3.03	112020	--  	--  	1780000	10000	0.00	          0.05	  1.80	0.063	
08203	凯顺能源	7.14	111350	--  	--  	380000	100000	0.00	          0.07	  0.17	0.290	
08025	亚洲资产	2.78	108880	--  	--  	602000	4000	0.00	          0.03	  2.35	0.181	
08412	高门集团	4.00	107700	--  	--  	430000	20000	0.00	          0.05	  0.55	0.250	
08285	森浩集团	0.00	107550	--  	--  	345000	70000	-3.17	          0.06	  0.38	0.310	
08231	节能元件	0.00	105640	--  	--  	460000	100000	0.00	          0.03	  0.31	0.230	
08442	桦欣控股	0.66	104855	--  	--  	12000	500	1.90	          0.04	  1.94	8.670	
08052	陆庆娱乐	-1.32	100890	--  	--  	1340000	30000	0.00	          0.07	  1.36	0.076	
08416	HM INTL HLDGS	-4.29	98150	--  	--  	145000	20000	0.00	          0.04	  1.77	0.690	
08290	亚势备份	3.33	93960	--  	--  	1010000	30000	-1.06	          0.05	  5.80	0.095	
08129	云信投资控股	0.00	93560	--  	--  	3720000	500000	0.00	          0.13	  0.37	0.025	
08463	TOMO HOLDINGS	-1.27	93000	--  	--  	60000	20000	0.00	          0.01	  0.06	1.550	
08152	明梁控股	0.00	92300	--  	--  	310000	10000	1.69	          0.05	  0.89	0.300	
08421	永顺控股香港	0.00	90550	--  	--  	210000	15000	4.65	          0.04	  0.24	0.430	
08476	大洋环球控股	1.37	89400	--  	--  	124000	2000	0.00	          0.04	  0.58	0.720	
08432	太平洋酒吧	10.42	83850	--  	--  	530000	100000	-1.85	          0.06	  1.84	0.150	
08070	侨洋国际控股	-5.17	82500	--  	--  	150000	40000	0.00	          0.07	  4.69	0.550	
08162	港银控股	-1.02	82450	--  	--  	170000	100000	0.00	          0.04	  0.94	0.485	
08193	汉华专业服务	0.00	81470	--  	--  	1635000	80000	0.00	          0.03	  0.32	0.050	
08230	中国宇天	4.08	80925	--  	--  	170000	5000	7.37	          0.02	  0.85	0.475	
08091	奥传思维控股	-5.44	80600	--  	--  	580000	60000	0.72	          0.08	  0.51	0.140	
08153	科地农业	2.59	80530	--  	--  	685000	20000	0.00	          0.04	  0.74	0.116	
08480	飞霓控股	0.00	78200	--  	--  	196000	44000	0.00	          0.04	  1.48	0.395	
08267	蓝港互动	0.00	77295	--  	--  	61000	1000	0.00	          0.02	  0.19	1.370	
08121	超凡网络	0.98	76370	--  	--  	750000	60000	0.00	          0.04	  1.33	0.103	
08039	中国卓银	2.27	71680	--  	--  	32000	8000	0.90	          0.01	  0.43	2.230	
08460	基地锦标集团	-2.17	69850	--  	--  	310000	220000	0.00	          0.03	  0.04	0.225	
08181	港深联合	-1.33	65840	--  	--  	176000	32000	0.00	          0.02	  0.21	0.375	
08235	赛迪顾问	5.66	63800	--  	--  	220000	10000	0.00	          0.11	  3.55	0.285	
08087	中国三三传媒	10.34	59920	--  	--  	1980000	20000	6.67	          0.03	  0.64	0.029	
08239	首都金融控股	0.00	56888	--  	--  	516000	4000	1.85	          0.04	  2.78	0.098	
08160	GOLDWAY EDU	1.01	53640	--  	--  	108000	108000	0.00	          0.02	  1.67	0.500	
08188	骏杰集团控股	-2.00	52824	--  	--  	212000	4000	-2.00	          0.04	  0.54	0.250	
08051	讯智海	-0.15	51840	--  	--  	4000	1000	-0.15	          0.02	  0.63	13.000	
08088	海汇国际科技	7.14	51688	--  	--  	1792000	16000	0.00	          0.02	  0.78	0.028	
08365	建泉国际控股	2.00	51000	--  	--  	100000	80000	0.00	          0.02	  0.62	0.510	
08211	浙江永安	3.21	50350	--  	--  	220000	10000	-8.91	          0.05	  0.83	0.227	
08360	利骏集团香港	4.17	48364	--  	--  	284000	40000	0.00	          0.06	  0.35	0.169	
08320	沛然环保	-0.56	47500	--  	--  	280000	10000	4.73	          0.02	  0.67	0.171	
08311	圆美光电	-5.88	46550	--  	--  	150000	10000	1.59	          0.01	  0.91	0.330	
08186	同仁资源	-2.53	43420	--  	--  	560000	340000	0.00	          0.07	  0.12	0.079	
08125	仁德资源	-7.41	42620	--  	--  	88000	12000	0.00	          0.02	  0.05	0.500	
08126	Ｇ．Ａ．控股	1.14	39920	--  	--  	88000	12000	-2.20	          0.02	  0.34	0.455	
08218	毅高国际控股	1.50	39680	--  	--  	208000	56000	9.14	          0.02	  0.65	0.186	
08006	华泰瑞银	1.78	37990	--  	--  	179650	10000	-0.43	          0.05	  1.99	0.206	
08199	中国万桐园	0.00	37800	--  	--  	130000	10000	0.00	          0.01	  0.29	0.290	
08409	海鑫集团	0.00	37350	--  	--  	90000	90000	0.00	          0.01	  0.68	0.415	
08116	中国幸福投资	-1.35	36952	--  	--  	508000	400000	0.00	          0.02	  4.36	0.074	
08225	中国医疗集团	-4.23	34860	--  	--  	140000	20000	0.00	          0.01	  0.52	0.249	
08072	罗马集团	4.63	34100	--  	--  	300000	20000	0.00	          0.01	  0.27	0.114	
08260	银合控股	3.45	34000	--  	--  	60000	10000	7.14	          0.00	  0.34	0.560	
08277	骏东控股	1.41	33060	--  	--  	46000	16000	0.00	          0.02	  2.30	0.720	
08295	中植资本国际	5.26	32000	--  	--  	160000	60000	0.00	          0.00	  0.78	0.200	
08086	新维国际控股	-1.85	26754	--  	--  	102800	16000	0.00	          0.00	  0.06	0.260	
08236	宝德科技集团	1.74	26180	--  	--  	9000	4000	0.69	          0.01	  1.22	2.900	
08189	泰达生物	0.00	26125	--  	--  	95000	45000	0.00	          0.01	  0.26	0.275	
08075	寰亚传媒	5.05	26115	--  	--  	136400	4000	-0.48	          0.01	  0.26	0.182	
08169	环康集团	-10.86	24100	--  	--  	160000	140000	4.00	          0.02	  0.68	0.155	
08103	万泰企业股份	-6.98	24000	--  	--  	20000	20000	0.00	          0.01	  0.49	1.200	
08243	大贺传媒	4.00	23350	--  	--  	60000	25000	0.00	          0.02	  0.42	0.375	
08301	明华科技	2.13	22880	--  	--  	24000	16000	0.00	          0.01	  0.06	0.940	
08161	医汇集团	18.92	22500	--  	--  	300000	70000	17.33	          0.03	  0.36	0.075	
08111	中科光电	0.00	21870	--  	--  	300000	270000	0.00	          0.02	  0.71	0.072	
08148	奥柏中国	0.00	17860	--  	--  	120000	20000	0.00	          0.01	  0.21	0.148	
08035	骏高控股	0.41	17500	--  	--  	70000	50000	0.00	          0.01	  1.03	0.260	
08108	福泽集团	0.00	17472	--  	--  	224000	40000	0.00	          0.02	  0.80	0.078	
08280	中国数字视频	-2.67	16060	--  	--  	22000	2000	0.00	          0.00	  0.41	0.730	
08268	迪臣建设	1.05	14168	--  	--  	72000	8000	0.00	          0.01	  0.16	0.195	
08026	长达健康	-1.89	14065	--  	--  	54000	29000	0.00	          0.00	  0.17	0.260	
08358	卓珈控股	-0.76	13000	--  	--  	10000	10000	0.00	          0.00	  0.25	1.300	
08098	昌利控股	1.41	12970	--  	--  	90000	80000	0.00	          0.00	  0.38	0.145	
08326	同景新能源	4.90	11990	--  	--  	11000	11000	-1.83	          0.00	  0.07	1.090	
08150	无缝绿色	0.85	11900	--  	--  	100000	20000	0.00	          0.01	  0.16	0.119	
