代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600048	保利地产	-4.46	2937778432	-0.68	14.55	14.56	2009628	57	-0.06	          1.71	15.10	
601398	工商银行	-1.07	2890852352	-0.07	6.45	6.46	4415457	5872	-0.30	          0.16	6.60	
600340	华夏幸福	-5.12	2005045632	-1.95	36.11	36.13	550405	34	-0.38	          1.86	38.15	
000002	万 科Ａ	-2.51	1979204480	-0.84	32.61	32.62	606208	9469	0.06	          0.62	33.54	
002512	达华智能	1.18	1741890432	0.14	11.99	12.00	1497065	15101	1.10	         23.41	11.11	
601155	新城控股	-9.60	1625955584	-3.71	34.92	34.93	455201	34	-0.10	          6.33	38.70	
002146	荣盛发展	-4.80	1323190272	-0.55	10.91	10.92	1209218	7034	0.09	          3.11	11.46	
600019	宝钢股份	1.21	1293388672	0.11	9.21	9.22	1413940	268	0.22	          0.64	9.11	
000732	泰禾集团	-2.43	1143856512	-0.77	30.89	30.90	371045	4086	0.03	          2.98	31.66	
601088	中国神华	0.17	908816832	0.04	23.25	23.26	389824	62	0.09	          0.24	23.28	
000825	太钢不锈	1.97	880107648	0.13	6.72	6.73	1316175	13555	0.00	          2.31	6.65	
601988	中国银行	-0.24	831712064	-0.01	4.16	4.17	1991255	358	0.00	          0.09	4.20	
601225	陕西煤业	0.00	742423424	0.00	8.32	8.33	890791	3	0.00	          0.89	8.32	
000932	华菱钢铁	1.44	736560640	0.13	9.17	9.18	811853	8487	0.00	          2.69	9.00	
002142	宁波银行	-1.73	723768768	-0.35	19.92	19.93	362393	2598	0.15	          0.81	20.30	
601336	新华保险	-0.57	684531520	-0.31	53.61	53.66	127673	40	-0.01	          0.61	54.05	
000006	深振业Ａ	-1.70	635967680	-0.15	8.65	8.66	738317	12693	0.23	          5.49	8.61	
600282	南钢股份	0.59	591500800	0.03	5.14	5.15	1153544	14	-0.18	          2.98	5.10	
000671	阳 光 城	-3.52	523527584	-0.31	8.49	8.50	617290	2331	0.47	          1.90	8.82	
600383	金地集团	-1.60	512070080	-0.20	12.27	12.28	417104	33	0.00	          0.92	12.51	
600068	葛洲坝	-0.53	503597312	-0.05	9.42	9.43	535528	40	0.00	          1.16	9.51	
002907	华森制药	0.03	448388192	0.01	38.40	38.41	118784	3632	0.21	         29.65	38.30	
600466	蓝光发展	-3.12	442335648	-0.33	10.24	10.25	430233	35	0.29	          4.87	10.62	
000025	特 力Ａ	0.73	432848896	0.31	42.97	42.98	100730	2058	-0.18	          5.20	42.03	
600673	东阳光科	1.35	426076672	0.12	9.00	9.01	478048	13	0.22	          1.95	8.91	
002078	太阳纸业	0.93	420599616	0.11	11.97	11.98	357013	6385	0.00	          1.41	11.88	
600782	新钢股份	1.92	417927744	0.13	6.90	6.91	610260	615	0.00	          2.19	6.80	
00004	九龙仓集团	-1.03	406383872	-0.300	28.850	28.900	14033238	1139000	0.17	          0.46	29.650	
600900	长江电力	-1.53	401500224	-0.26	16.68	16.69	239459	11	0.00	          0.21	17.02	
000898	鞍钢股份	0.60	393563744	0.04	6.66	6.67	593086	5137	0.00	          0.96	6.63	
002016	世荣兆业	-1.85	392258272	-0.26	13.82	13.83	284782	2799	0.07	          4.41	14.12	
601628	中国人寿	-0.15	359085280	-0.04	27.41	27.42	131300	62	0.07	          0.06	27.61	
01816	中广核电力	-2.30	334336832	-0.050	2.110	2.120	157365472	4611000	-0.47	          1.41	2.170	
002068	黑猫股份	0.59	306954624	0.06	10.25	10.26	299458	8572	-0.18	          4.93	10.19	
603103	横店影视	-0.85	304045632	-0.30	35.20	35.21	86164	68	-0.13	         16.26	35.60	
002547	春兴精工	-1.39	266273920	-0.13	9.24	9.25	287968	7957	-0.31	          3.60	9.24	
600175	美都能源	-0.41	236767584	-0.02	4.89	4.90	477984	14	-0.40	          1.95	4.94	
01558	东阳光药	-6.85	229328704	-3.050	--  	--  	5520520	600	0.36	          2.44	44.550	
600569	安阳钢铁	1.46	207826112	0.07	4.84	4.85	431122	80	0.21	          1.80	4.79	
002572	索菲亚	-1.11	200591088	-0.40	35.79	35.80	56040	411	-0.02	          0.90	36.30	
002244	滨江集团	-2.47	191317424	-0.19	7.51	7.52	253969	1502	-0.12	          0.94	7.70	
000036	华联控股	-0.55	191118464	-0.05	9.10	9.11	209911	2048	0.00	          1.85	9.13	
002663	普邦股份	-0.19	184919808	-0.01	5.19	5.20	356877	4400	0.19	          2.99	5.19	
000537	广宇发展	-1.60	169698560	-0.21	12.89	12.90	131849	1051	0.08	          2.57	13.18	
002086	东方海洋	-0.29	157528800	-0.03	10.41	10.42	151327	1183	0.00	          3.18	10.45	
