代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	2.91	11660311552	13.000	459.800	460.000	25513012	1606300	0.22	          0.27	455.400	
000725	京东方Ａ	3.24	5756363264	0.19	6.05	6.06	9582113	135711	0.17	          2.83	5.92	
00939	建设银行	3.66	4654553088	0.300	8.500	8.510	551332032	36863000	0.12	          0.23	8.400	
601318	中国平安	0.32	4159385600	0.23	71.12	71.15	583352	204	0.01	          0.54	71.60	
002460	赣锋锂业	8.79	4134047744	6.32	78.20	78.21	546805	6081	-0.69	         10.52	72.37	
02318	中国平安	2.66	3674470144	2.250	86.750	86.800	42490948	2728000	0.23	          0.57	86.500	
600030	中信证券	2.33	3664393728	0.44	19.29	19.30	1913709	836	0.10	          1.95	19.05	
603799	华友钴业	7.39	3600097280	8.84	128.90	128.91	285913	126	0.23	          4.88	121.05	
000651	格力电器	0.47	3478909440	0.25	53.28	53.29	653300	4572	0.11	          1.09	53.35	
603993	洛阳钼业	4.98	3390732544	0.42	8.86	8.87	3853914	199	-0.10	          2.98	8.54	
002230	科大讯飞	3.92	3345040384	2.28	60.40	60.41	548415	5616	0.00	          4.64	60.28	
300059	东方财富	1.07	3077671168	0.16	15.15	15.16	2030688	18538	0.20	          6.37	15.10	
00388	香港交易所	2.81	2986205952	8.000	292.000	292.200	10303133	968600	0.41	          0.83	288.400	
600519	贵州茅台	-0.58	2900950528	-4.25	723.98	724.00	39888	5	0.01	          0.32	729.55	
000063	中兴通讯	1.10	2850456064	0.37	33.98	33.99	841626	7896	-0.02	          2.45	33.88	
000333	美的集团	1.37	2831385088	0.82	60.72	60.73	461325	4525	0.30	          0.73	60.98	
002466	天齐锂业	5.40	2792507904	3.25	63.42	63.43	446245	3647	-0.26	          3.93	60.18	
300017	网宿科技	3.07	2586395648	0.42	14.10	14.11	1860406	13161	0.14	         11.59	13.68	
600516	方大炭素	2.65	2375677184	0.72	27.94	27.95	861091	337	0.14	          5.01	27.35	
600588	用友网络	1.70	2355883520	0.69	41.27	41.28	583183	116	0.71	          3.99	40.00	
01398	工商银行	2.47	2311480832	0.170	7.050	7.060	330008160	24489000	0.14	          0.38	7.000	
00005	汇丰控股	1.04	2276755456	0.800	77.350	77.400	29470962	2037200	-0.19	          0.14	77.100	
600460	士兰微	2.44	2119956352	0.41	17.24	17.25	1245975	195	0.17	          9.99	16.91	
03988	中国银行	2.83	2100586624	0.120	4.360	4.370	483806208	37032000	-0.23	          0.58	4.300	
300353	东土科技	10.02	1967754880	1.80	19.76	--  	1020400	5211	0.00	         31.13	18.36	
002340	格林美	4.53	1947562752	0.33	7.61	7.62	2587141	13622	0.00	          8.31	7.35	
00175	吉利汽车	3.09	1924782848	0.800	26.600	26.650	72448808	2769000	-0.37	          0.81	26.300	
600029	南方航空	4.69	1896907264	0.53	11.82	11.83	1631966	151	0.08	          2.32	11.30	
01299	友邦保险	2.65	1811536896	1.750	67.700	67.750	26855128	2926000	0.30	          0.22	68.300	
000977	浪潮信息	3.11	1776710656	0.65	21.54	21.55	822258	19028	0.42	          6.40	21.10	
600690	青岛海尔	-0.44	1699139968	-0.09	20.46	20.47	827596	431	-0.04	          1.36	20.70	
002926	华西证券	0.72	1694550528	0.11	15.46	15.47	1089483	12244	-0.25	         20.75	15.64	
002049	紫光国芯	1.88	1637392768	0.90	48.85	48.86	336972	4683	-0.21	          5.59	48.33	
600585	海螺水泥	2.62	1567451904	0.83	32.46	32.47	489254	93	0.03	          1.22	31.93	
300110	华仁药业	6.27	1558576768	0.44	7.45	7.46	2185986	26605	0.13	         18.49	7.02	
002497	雅化集团	4.16	1502624128	0.58	14.52	14.53	1043162	9699	-0.20	         12.80	14.00	
300618	寒锐钴业	10.00	1497221504	29.40	323.40	--  	47532	61	0.00	          6.67	297.00	
603019	中科曙光	0.95	1485301120	0.47	49.99	50.00	296902	22	0.18	          4.62	50.00	
300104	乐视网	2.56	1484979328	0.14	5.59	5.60	2695850	58104	0.18	          8.86	5.41	
600570	恒生电子	0.44	1470802816	0.23	52.30	52.31	278667	57	0.04	          4.51	51.98	
002241	歌尔股份	2.82	1411070976	0.44	16.05	16.06	891755	8174	0.25	          3.28	15.70	
