代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600634	富控互动	0.63	1922022912	0.08	12.81	12.82	1629267	4	-0.07	         28.30	11.47	
00728	中国电信	2.39	444469696	0.080	3.420	3.430	130780016	43596000	1.18	          0.94	3.340	
01114	BRILLIANCE CHI	0.42	426691584	0.080	19.180	19.200	22349324	4182000	0.31	          0.44	19.300	
03800	保利协鑫能源	-3.39	387892096	-0.040	1.130	1.140	345661152	33571000	0.00	          1.86	1.130	
000663	永安林业	2.57	368062720	0.35	13.95	13.96	275834	4651	0.07	         12.78	13.00	
01558	东阳光药	1.92	284557344	0.750	--  	--  	7200324	49200	0.25	          3.19	39.150	
01910	新秀丽	-4.71	256576496	-1.650	--  	--  	7627910	300	0.30	          0.54	34.900	
03308	金鹰商贸集团	-4.62	185727168	-0.460	9.400	9.420	19482256	139000	-4.23	          1.16	9.850	
03311	中国建筑国际	-3.35	184328624	-0.360	10.380	10.400	17534944	3074000	0.19	          0.35	10.880	
00968	信义光能	-5.71	184215936	-0.190	3.140	3.170	57752612	11510000	-1.26	          0.78	3.330	
00358	江西铜业股份	-1.17	149151296	-0.140	11.780	11.800	12666766	1811000	0.17	          0.91	11.920	
03898	中车时代电气	-1.68	122390080	-0.700	40.950	41.000	2978805	963500	-0.24	          0.54	41.600	
000007	全新好	5.36	118910120	0.73	14.35	14.36	83453	1155	-0.41	          2.70	13.67	
002442	龙星化工	-5.70	116909128	-0.70	11.58	11.59	103584	454	0.78	          2.94	11.06	
000008	神州高铁	0.28	116881640	0.02	7.28	7.29	161402	2502	0.28	          0.61	7.24	
00546	阜丰集团	0.39	95656848	0.020	5.170	5.190	18631834	823000	1.76	          0.73	5.200	
00303	VTECH HOLDINGS	-1.23	80400384	-1.300	104.000	104.100	771629	407700	0.00	          0.31	105.400	
01818	招金矿业	-1.87	71152432	-0.110	5.770	5.790	12310146	7006500	-0.35	          1.17	5.850	
01387	人和商业	-0.57	62924624	-0.001	0.171	0.173	359504576	320000	-5.46	          0.82	0.174	
01508	中国再保险	0.60	61322976	0.010	1.680	1.690	36529616	8962000	0.60	          0.55	1.680	
603239	浙江仙通	-1.22	57340388	-0.20	16.20	16.24	35507	14	0.50	          3.91	16.50	
01836	九兴控股	-4.21	44820848	-0.480	10.820	10.940	4116650	500	0.00	          0.52	11.280	
00336	华宝国际	-2.63	41939792	-0.140	5.170	5.180	8052000	348000	-1.15	          0.26	5.360	
00787	利标品牌	0.00	41786728	0.000	0.510	0.520	81857024	60704000	0.00	          0.96	0.520	
00321	德永佳集团	-0.95	35596504	-0.040	4.170	4.200	8527016	7706000	-0.71	          0.62	4.210	
00769	中国稀土	-7.84	30922736	-0.040	--  	--  	64889496	120000	0.00	          2.77	0.520	
00577	十三集团（新）	-7.87	25737864	-0.100	--  	--  	22137852	10000	4.46	          2.19	1.190	
00433	北方矿业	-4.17	22399352	-0.006	--  	--  	165650000	100000	0.73	          0.77	0.140	
01194	麦盛资本	-1.72	21604646	-0.001	--  	--  	379791328	2000	1.79	          2.28	0.058	
02866	中远海发	-1.92	20794346	-0.030	1.530	1.540	13547524	2998000	0.00	          0.36	1.550	
01091	中信大锰	-3.33	16496841	-0.015	--  	--  	38930000	236000	2.35	          1.14	0.450	
00926	碧生源	-6.98	11322686	-0.030	--  	--  	27507000	1497000	-1.23	          1.69	0.430	
01165	顺风清洁能源	-4.48	9991570	-0.015	0.335	0.340	30690000	2000	0.00	          0.71	0.335	
02199	维珍妮	-1.21	8562410	-0.080	6.530	6.600	1309000	635000	-1.06	          0.11	6.490	
01115	西藏水资源	-2.76	8030231	-0.090	3.170	3.180	2513000	395000	-0.63	          0.10	3.200	
01375	中州证券	-0.32	7720842	-0.010	3.070	3.110	2504771	647000	1.97	          0.20	3.100	
03393	威胜集团	-1.73	7227078	-0.070	3.970	3.990	1811863	600000	0.00	          0.18	4.120	
00198	星美控股	-5.06	6762729	-0.180	3.370	3.380	1988000	1080000	-0.59	          0.07	3.530	
01175	鲜驰达控股	-11.25	5661297	-0.045	--  	--  	16032489	20000	0.00	          0.98	0.390	
01079	松景科技	-3.57	5279341	-0.040	--  	--  	4992000	2000	2.86	          0.45	1.120	
06083	环宇物流（亚洲）	-0.85	5092120	-0.010	--  	--  	4324000	8000	-0.85	          0.90	1.190	
数据来源:通达信
