代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00388	香港交易所	-2.62	3518082816	-7.600	281.800	282.000	12388994	1312500	-0.42	          1.00	286.000	
000725	京东方Ａ	-2.69	2951590656	-0.16	5.79	5.80	5012646	122695	-0.16	          1.48	5.95	
01398	工商银行	-1.14	2199787776	-0.080	6.920	6.930	318111360	128334000	0.44	          0.37	6.920	
600887	伊利股份	-3.31	1991468160	-1.06	30.98	30.99	633483	31	-0.09	          1.05	32.04	
03988	中国银行	-0.23	1933908352	-0.010	4.400	4.410	440935872	111423000	0.46	          0.53	4.410	
01288	农业银行	-0.85	1840157184	-0.040	4.680	4.690	397674912	80576000	0.65	          1.29	4.670	
000063	中兴通讯	-2.44	1753054720	-0.80	32.00	32.01	542377	9479	-0.15	          1.58	32.83	
000333	美的集团	-2.80	1555874304	-1.72	59.68	59.69	258105	3885	0.15	          0.41	61.10	
002236	大华股份	-5.16	1498577664	-1.48	27.17	27.18	544019	6161	-0.21	          3.20	28.61	
601288	农业银行	-1.45	1453850880	-0.06	4.06	4.07	3556188	241	0.00	          0.12	4.12	
002415	海康威视	-3.32	1396988800	-1.43	41.65	41.66	331141	5624	0.12	          0.42	42.96	
300618	寒锐钴业	-5.01	1169549056	-16.61	314.88	314.89	36906	404	0.08	          5.18	322.00	
601600	中国铝业	-1.88	1163877120	-0.10	5.23	5.24	2214976	406	0.00	          2.02	5.30	
000001	平安银行	-0.60	1130784128	-0.07	11.64	11.65	962983	8575	-0.16	          0.57	11.72	
600392	盛和资源	-5.50	1130094336	-1.02	17.54	17.55	630829	75	0.06	          5.88	18.50	
600036	招商银行	-1.28	1116503040	-0.39	30.13	30.14	368024	32	0.03	          0.18	30.57	
600460	士兰微	-1.72	1083889152	-0.28	15.99	16.01	675620	109	-0.30	          5.42	16.18	
601899	紫金矿业	-2.48	1073972352	-0.12	4.72	4.73	2254193	271	-0.20	          1.43	4.80	
601939	建设银行	-1.86	1059281664	-0.15	7.90	7.91	1328906	51	0.00	          1.39	8.05	
601398	工商银行	-1.55	1051740288	-0.10	6.36	6.37	1642283	56	-0.15	          0.06	6.46	
600903	贵州燃气	-4.15	959322304	-1.25	28.91	28.92	328355	15	-0.06	         26.93	30.00	
601688	华泰证券	-1.92	885569792	-0.34	17.30	17.33	505237	33	-0.11	          0.93	17.70	
03968	招商银行	-2.31	871316544	-0.800	33.850	33.900	25637256	8230000	-0.15	          0.56	34.250	
