代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08349	美固科技控股	-40.56	39649100	--  	--  	14060000	10000	-2.51	          3.52	  2.08	3.900	
08101	壹家壹品	0.00	37115920	--  	--  	125548000	200000	0.00	          4.34	  0.93	0.295	
08083	中国创新支付	-4.90	24516582	--  	--  	49584000	216000	-1.02	          0.71	  0.88	0.510	
08138	同仁堂国药	0.81	23235822	--  	--  	1552671	1000	-0.13	          0.19	  1.10	14.860	
08291	万成金属包装	-15.96	17115100	--  	--  	22080000	20000	0.00	          5.52	  1.30	0.940	
08469	盛业资本	0.00	16139661	--  	--  	2008000	2000	0.00	          0.27	  0.80	8.000	
08445	怡康泰工程集团	16.18	14640201	--  	--  	19840000	20000	2.60	          3.31	  1.37	0.660	
08287	ZIONCOM	-6.82	13420901	--  	--  	31650000	20000	0.00	          4.80	  3.56	0.440	
08176	超人智能	3.27	13102575	--  	--  	1063700	5000	-1.22	          0.22	 13.26	10.800	
08207	中新控股	0.00	11576761	--  	--  	12780000	4000	1.11	          0.06	  0.24	0.920	
08227	西安海天天	-0.92	11402151	--  	--  	1749000	5000	-0.46	          0.27	  0.37	6.550	
08062	俊盟国际	3.33	10959551	--  	--  	17785000	20000	0.00	          3.71	  0.80	0.620	
08200	修身堂	-5.97	9355840	--  	--  	142080000	200000	1.61	          2.60	  1.32	0.066	
08228	国艺娱乐	-1.43	8891000	--  	--  	25780000	20000	1.47	          0.57	  1.25	0.350	
08011	百田石油	-11.43	8003979	--  	--  	24981750	80000	1.64	          0.85	  0.40	0.360	
08473	弥明生活百货	-1.64	7897526	--  	--  	13315500	20000	0.00	          1.19	  0.40	0.610	
08359	HYPEBEAST	1.33	7067350	--  	--  	9524999	20000	0.00	          0.48	  1.43	0.750	
08462	桥英控股	2.13	6432151	--  	--  	3450000	10000	0.00	          0.57	  1.81	1.850	
08136	英马斯集团	6.25	4691100	--  	--  	10780000	20000	0.00	          1.08	  4.51	0.380	
08065	高萌科技	1.10	4384000	--  	--  	9095000	80000	0.00	          2.27	  6.52	0.455	
08022	永耀集团控股	-3.81	3719880	--  	--  	3651000	3000	0.00	          0.22	  0.52	1.050	
08018	汇财金融投资	2.35	1436013	--  	--  	7605500	280000	0.00	          0.60	  2.95	0.188	
08001	东方汇财证券	1.20	1026080	--  	--  	1212000	80000	0.00	          0.28	  0.69	0.860	
08437	德斯控股	6.52	977240	--  	--  	2064000	16000	0.00	          0.34	  0.99	0.460	
08456	民信国际控股	5.95	934880	--  	--  	2160000	4000	2.30	          0.54	  1.74	0.420	
08356	中国新华电视	1.01	717550	--  	--  	7070000	120000	-0.99	          0.17	  0.94	0.102	
08362	运兴泰集团	3.94	672240	--  	--  	5240000	400000	1.54	          0.37	  2.47	0.130	
08340	域高金融	1.05	658950	--  	--  	1380000	10000	0.00	          0.22	  0.62	0.490	
08255	神州数字	1.11	621060	--  	--  	678000	6000	0.00	          0.14	  2.33	0.910	
08510	TOPSTANDARDCORP	0.42	564152	--  	--  	2368000	64000	0.00	          0.30	  2.16	0.236	
08423	CHI HO DEV	1.74	526000	--  	--  	460000	10000	0.86	          0.06	  0.46	1.120	
08007	环球战略集团	0.74	504970	--  	--  	3740000	50000	0.00	          0.07	  0.82	0.135	
08091	奥传思维控股	1.23	468670	--  	--  	2860000	10000	3.12	          0.40	  1.76	0.160	
08013	ECI TECH	0.00	375360	--  	--  	2080000	220000	0.00	          0.13	  1.05	0.185	
08436	德宝集团控股	1.79	353850	--  	--  	635000	10000	1.79	          0.16	  0.60	0.550	
08183	尚捷集团控股	2.11	345975	--  	--  	730000	260000	4.30	          0.15	  1.54	0.475	
08026	长达健康	7.41	334515	--  	--  	1183000	100000	0.00	          0.10	  1.16	0.285	
