代码	名称	涨幅%%	总金额	现价	买价	卖价	总量	现量	涨速%%	换手%%	今开	
601318	中国平安	-3.24	12632931328	71.38	71.32	71.33	1747841	56	-0.03	          1.61	74.60	
601166	兴业银行	-0.63	8959457280	19.03	19.01	19.02	4624910	304	0.00	          2.43	19.28	
600519	贵州茅台	-3.59	6231140864	683.43	683.00	683.60	88290	8	0.12	          0.70	720.00	
600030	中信证券	-4.87	5437201408	19.55	19.55	19.57	2679637	563	-0.50	          2.73	20.97	
601668	中国建筑	-2.16	5412810240	9.97	9.95	9.96	5321357	535	-0.09	          1.79	10.30	
600048	保利地产	-9.37	5241530368	16.34	16.32	16.33	3102237	423	0.68	          2.64	18.35	
000858	五 粮 液	-7.09	5213875200	71.02	71.02	71.03	703815	5130	-0.06	          1.85	77.59	
601288	农业银行	-5.31	5173766144	4.46	4.47	4.48	11218486	125	-0.88	          0.38	4.70	
600036	招商银行	-6.44	4982016000	32.39	32.38	32.39	1502883	849	0.22	          0.73	34.58	
000651	格力电器	-5.88	4764071936	50.28	50.27	50.28	910326	17420	-0.35	          1.52	54.45	
601398	工商银行	-5.81	4666865664	7.13	7.12	7.13	6369818	518	-0.41	          0.24	7.57	
000001	平安银行	-7.71	4521586688	12.92	12.91	12.92	3345717	22577	-0.07	          1.98	14.22	
000725	京东方Ａ	0.75	4458303488	5.40	5.39	5.40	8145268	127690	-0.17	          2.41	5.50	
601328	交通银行	-0.14	3953889536	7.17	7.16	7.17	5485580	49	0.14	          1.40	7.18	
600028	中国石化	-3.51	3800452608	7.15	7.13	7.14	5139011	144	0.28	          0.54	7.46	
300059	东方财富	2.82	3646316032	14.58	14.57	14.58	2495142	20651	0.00	          7.83	14.59	
600019	宝钢股份	-3.79	3555680256	10.65	10.63	10.64	3241324	55	0.47	          1.47	11.30	
000002	万 科Ａ	-7.93	3283016448	32.98	32.98	32.99	952130	12168	-0.02	          0.98	36.43	
601899	紫金矿业	-3.40	3196141056	5.12	5.10	5.11	6112642	2651	-0.96	          3.87	5.39	
601988	中国银行	-3.57	3092010752	4.59	4.59	4.60	6581772	3	0.00	          0.31	4.82	
600887	伊利股份	-4.51	3028076800	31.52	31.52	31.53	950770	12	0.03	          1.58	33.03	
601939	建设银行	-5.96	3001896704	8.84	8.83	8.84	3265009	190	0.34	          3.40	9.51	
000830	鲁西化工	-9.98	2940991744	21.10	--  	21.10	1272183	5443	0.00	          8.69	24.20	
000333	美的集团	-4.88	2912160512	52.79	52.79	52.80	533539	9967	-0.01	          0.84	56.40	
600016	民生银行	-1.21	2905716224	9.00	9.00	9.01	3148678	170	-0.21	          1.07	9.23	
600000	浦发银行	-0.22	2720519680	13.45	13.45	13.46	2007701	5	-0.06	          0.71	13.58	
600029	南方航空	-5.14	2645482496	11.82	11.81	11.82	2145649	69	0.42	          3.06	12.86	
600340	华夏幸福	-9.49	2566482688	37.48	37.43	37.46	655503	29	-0.02	          2.22	42.80	
600362	江西铜业	-4.25	2507359232	20.71	20.69	20.72	1151243	286	-0.04	          5.55	22.33	
601088	中国神华	-3.58	2451634176	26.90	26.88	26.89	878338	283	0.04	          0.53	28.60	
601699	潞安环能	-3.97	2415108096	13.31	13.36	13.37	1705532	38	0.45	          5.70	14.27	
601818	光大银行	-3.46	2298861568	4.75	4.75	4.76	4712904	94	-0.41	          1.18	4.91	
001979	招商蛇口	-9.96	2268034560	23.05	23.05	23.06	934291	4787	-0.34	          4.92	26.30	
601313	江南嘉捷	6.44	2228450560	57.99	57.68	57.90	387676	62	-0.18	          9.76	56.40	
002146	荣盛发展	-9.77	2117860224	11.54	11.54	11.55	1730342	5576	0.00	          4.45	13.21	
601601	中国太保	-0.72	2112477568	42.54	42.53	42.54	492612	24	0.05	          0.78	43.20	
600585	海螺水泥	-2.14	2107213312	34.28	34.26	34.29	602066	54	0.85	          1.51	35.61	
600606	绿地控股	-5.41	2055303680	7.87	7.85	7.86	2541544	519	0.13	          7.88	8.51	
000063	中兴通讯	0.91	2011550592	28.71	28.71	28.72	695314	6216	0.00	          2.03	29.20	
600516	方大炭素	0.42	1938146304	26.11	26.10	26.11	737049	181	0.04	          4.29	26.61	
601229	上海银行	1.13	1875200768	16.06	16.08	16.09	1146716	19	0.06	          3.09	16.26	
600383	金地集团	-8.77	1824953600	13.31	13.30	13.31	1334186	148	0.08	          2.96	14.84	
300251	光线传媒	7.87	1734059904	12.89	12.88	12.89	1375829	23692	0.31	          5.00	12.38	
002415	海康威视	-0.57	1733454592	36.40	36.40	36.41	465443	2984	-0.26	          0.63	37.60	
603799	华友钴业	-0.88	1730675072	87.90	87.88	87.89	193191	40	0.25	          3.30	91.50	
600740	山西焦化	-3.19	1676574080	13.64	13.62	13.63	1136804	340	-1.65	         17.31	14.71	
600050	中国联通	0.15	1609282304	6.52	6.52	6.53	2452190	161	-0.30	          1.16	6.64	
601009	南京银行	-4.67	1594787712	9.40	9.40	9.41	1635998	16	0.00	          2.03	10.01	
600460	士兰微	3.82	1562877184	13.32	13.33	13.34	1193726	8	0.45	          9.57	13.14	
002230	科大讯飞	0.75	1562558208	46.84	46.84	46.85	330064	3252	0.11	          2.79	47.88	
600690	青岛海尔	-4.80	1537480448	19.22	19.19	19.20	780690	74	-0.15	          1.28	20.51	
601155	新城控股	-10.00	1508672640	36.01	--  	36.01	403889	1	0.00	          5.61	40.83	
600031	三一重工	-4.22	1467488256	8.85	8.83	8.85	1630680	137	-0.10	          2.13	9.41	
600115	东方航空	-3.62	1417324672	8.25	8.23	8.25	1680054	2630	0.49	          1.71	8.70	
600352	浙江龙盛	-3.42	1409985792	12.14	12.15	12.16	1124326	245	0.08	          3.67	12.90	
000069	华侨城Ａ	-9.30	1397918336	8.97	8.97	8.98	1504997	5105	0.45	          2.45	10.10	
601225	陕西煤业	-2.13	1388111232	9.65	9.66	9.67	1392716	80	-0.40	          1.39	10.12	
300058	蓝色光标	10.01	1378841984	7.91	7.91	--  	1792006	2533	0.00	         10.66	7.41	
300072	三聚环保	-4.76	1378215936	32.38	32.37	32.38	429544	4502	0.34	          3.12	34.90	
601766	中国中车	-0.18	1371741056	11.34	11.34	11.35	1214775	609	-0.08	          0.53	11.42	
002925	盈趣科技	-1.44	1333617408	66.97	66.96	66.97	195491	2183	0.00	         26.07	69.80	
601111	中国国航	-6.67	1330656256	12.73	12.75	12.76	1004777	20	-0.23	          1.18	14.10	
000825	太钢不锈	-0.95	1311465344	6.26	6.26	6.27	2032433	13345	-0.15	          3.57	6.51	
600398	海澜之家	-9.96	1278095744	11.93	--  	11.93	1028385	56	0.00	          2.29	13.28	
601688	华泰证券	-1.34	1277738368	18.36	18.35	18.36	687266	134	-0.10	          1.26	18.99	
000732	泰禾集团	-4.56	1276019328	30.35	30.34	30.35	410806	6730	-0.12	          3.30	32.75	
600015	华夏银行	-1.19	1268521856	10.00	9.96	9.98	1247407	103	0.60	          0.97	10.23	
600567	山鹰纸业	4.34	1262439424	4.81	4.80	4.81	2612121	151	0.00	          5.72	4.75	
