代码	名称	涨幅%%	总金额	现价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08470	莹岚集团	-12.50	48497524	1.750	--  	25880000	8000	1.74	          4.31	  2.95	2.050	
08228	国艺娱乐	5.48	38390200	0.385	--  	95520000	120000	-1.28	          2.11	  4.55	0.375	
08457	健升物流中国	-30.00	35985200	0.420	--  	69650000	50000	2.44	          8.71	  0.87	0.620	
08275	永勤集团控股	-26.09	29120802	0.850	--  	27980000	60000	3.66	          4.66	  2.94	1.150	
08138	同仁堂国药	-1.01	24694226	11.780	--  	2047000	1000	-0.17	          0.24	  0.93	12.000	
08469	盛业资本	-1.33	24222602	6.670	--  	3584000	2000	1.06	          0.48	  1.08	6.850	
08413	亚洲杂货	-2.13	16583801	0.920	--  	17780000	10000	3.37	          1.53	  5.35	0.930	
08057	麦迪森控股	9.59	15251241	1.600	--  	10156000	56000	-1.84	          0.25	218.88	1.590	
08137	洪桥集团	3.65	14863521	1.420	--  	10344000	2000	0.71	          0.10	  1.89	1.400	
08340	域高金融	-32.19	14672601	0.495	--  	26310000	20000	-1.00	          4.11	  9.74	0.770	
08227	西安海天天	0.33	12627231	6.000	--  	2073000	1000	-0.66	          0.32	  0.84	5.980	
08207	中新控股	0.00	11844801	0.980	--  	12086000	12000	0.00	          0.05	  0.36	0.990	
08406	合宝丰年	-2.63	9998750	0.370	--  	25300000	70000	-2.63	          3.16	  0.67	0.420	
08046	恒芯中国	0.00	9935268	0.037	--  	274700672	120000	2.78	          3.31	  3.76	0.038	
08160	GOLDWAY EDU	7.22	9070200	0.520	--  	18156000	12000	-10.34	          3.47	 13.39	0.520	
08022	永耀集团控股	2.83	8763200	1.090	--  	8032000	3000	0.00	          0.48	  1.46	1.060	
08479	金泰丰国际控股	-8.45	8003961	0.650	--  	11292000	4000	-1.52	          2.69	  1.55	0.740	
08158	中国再生医学	-3.70	7102891	0.182	--  	38690000	190000	-1.09	          0.22	  1.27	0.183	
08156	众彩股份	1.35	6579001	0.750	--  	8670000	5000	-1.32	          0.26	  0.90	0.760	
08450	钜京控股	-3.74	6540791	0.180	--  	35290000	100000	0.56	          3.53	  0.13	0.200	
08055	中国网络信息科技	2.60	6118321	0.395	--  	15416000	8000	0.00	          0.43	  0.69	0.390	
08083	中国创新支付	0.00	5804801	0.360	--  	15800000	32000	-1.37	          0.23	  1.69	0.370	
08043	ATLINKS	4.76	5764201	0.660	--  	8255000	10000	-1.49	          2.06	  1.02	0.680	
08089	华人策略控股	1.09	5517153	3.700	--  	1495800	1800	2.78	          0.72	  0.41	3.880	
08279	亚博科技控股	-2.06	5229796	0.950	--  	5276620	28000	-2.06	          0.05	  1.38	1.000	
08086	新维国际控股	5.77	5224520	0.275	--  	20456000	312000	-1.79	          0.74	  5.18	0.260	
08300	皇玺餐饮集团	0.00	3912680	0.130	--  	29640000	200000	0.00	          1.12	  0.53	0.129	
08283	正力控股	3.80	3885950	1.640	--  	2335000	20000	-1.80	          0.47	  3.16	1.650	
08237	华星控股	3.28	3763820	0.630	--  	6146000	2000	1.61	          0.18	  5.63	0.640	
08085	香港生命科学	-3.23	3545936	0.090	--  	37320000	100000	0.00	          0.66	  1.84	0.093	
08310	大丰港	10.94	3481400	0.710	--  	4910000	200000	0.00	          0.38	  8.32	0.680	
08410	安领国际	0.00	3398300	1.360	--  	2420000	20000	0.74	          0.24	  0.52	1.440	
08100	智易控股	0.00	3372910	0.410	--  	8122000	6000	1.23	          1.83	  0.71	0.415	
08422	ＷＴ集团	4.84	3119400	1.300	--  	2390000	10000	0.00	          0.24	  0.54	1.240	
08369	立基工程控股	7.27	3112150	0.295	--  	10580000	370000	-1.67	          0.83	  0.36	0.280	
08292	盛良物流	4.50	2983900	1.160	--  	2530000	40000	0.00	          0.32	  1.03	1.110	
08196	建禹集团	5.94	2905520	4.100	--  	740000	12000	0.00	          0.25	  1.35	3.870	
08265	中国之信集团	1.00	2834640	3.030	--  	936000	20000	1.00	          0.04	  1.42	3.050	
08195	L&A INTL HOLD	-1.75	2799676	0.056	--  	44416800	48000	-3.45	          3.47	  1.23	0.058	
08095	北大青鸟环宇	3.73	2761110	1.390	--  	2021000	1000	3.73	          0.30	  1.98	1.390	
08073	兴业新材料	2.46	2606440	1.250	--  	2188000	4000	0.00	          0.46	  1.08	1.240	
08315	冠辉集团控股	10.00	2592720	0.033	--  	79940000	160000	0.00	          1.02	  1.74	0.031	
08147	汇思太平洋	5.22	2478028	0.242	--  	10404000	280000	-0.41	          0.19	  0.35	0.230	
08090	中国融保金融集团	-3.75	2466920	0.770	--  	3196000	2000	0.00	          0.18	  0.90	0.810	
08328	信义香港	1.90	2320183	2.150	--  	1078000	12000	0.00	--  	 78.20	2.110	
08427	瑞强集团	0.00	2113400	0.270	--  	7688000	24000	0.00	          1.24	  0.73	0.275	
08032	非凡中国	-1.32	2094066	0.750	--  	2777350	24000	0.00	          0.03	  0.74	0.740	
08047	中国海洋捕捞	0.00	1989560	0.540	--  	3588000	12000	0.00	          0.12	  0.49	0.540	
08301	明华科技	3.16	1975680	0.980	--  	2016000	504000	0.00	          1.01	  1.07	0.980	
08452	富银融资股份	0.76	1832780	1.320	--  	1446000	24000	0.00	          1.61	  0.66	1.310	
08217	联旺集团	0.00	1704400	0.290	--  	5850000	50000	0.00	          0.47	  1.33	0.295	
08293	星亚控股	1.42	1696500	21.400	--  	80000	5000	0.00	          0.03	  0.28	21.100	
08059	朝威控股	0.00	1644650	0.580	--  	2835000	135000	0.00	          0.30	  1.45	0.580	
08446	ITP HOLDINGS	-3.23	1627900	4.200	--  	370000	20000	-4.55	          0.05	  0.38	4.410	
08175	中国数码文化	3.12	1621900	0.660	--  	2510000	200000	-1.49	          0.13	  0.30	0.630	
08178	中国信息科技	0.78	1583856	0.130	--  	12288000	24000	0.00	          0.22	  2.16	0.129	
08411	K W NELSON GP	7.27	1563450	0.295	--  	5380000	10000	0.00	          0.54	  1.18	0.280	
08232	CLASSIFIED GP	1.35	1531100	1.500	--  	975000	5000	-1.32	          0.22	  0.40	1.560	
08013	ECI TECH	-5.36	1529420	0.159	--  	9480000	20000	-0.63	          0.59	  0.33	0.166	
08383	东骏控股	2.90	1528880	0.355	--  	4400000	240000	2.90	          0.55	  0.30	0.355	
08142	德利机械	0.00	1528400	0.300	--  	5100000	10000	0.00	          0.51	  0.79	0.305	
08359	HYPEBEAST	1.82	1513000	0.280	--  	5360000	20000	0.00	          0.27	  0.63	0.285	
08456	民信国际控股	-10.87	1379420	0.410	--  	3174000	32000	0.00	          0.79	  0.53	0.485	
08437	德斯控股	-1.75	1341120	0.560	--  	2488000	8000	0.00	          0.41	  1.21	0.560	
08157	象兴国际	-1.69	1297400	0.290	--  	4480000	400000	0.00	          0.45	  0.91	0.290	
08307	密迪斯肌	-1.00	1272400	0.495	--  	2520000	4000	0.00	          0.52	  1.39	0.490	
08266	金达集团国际	10.26	1254000	0.129	--  	9408000	16000	0.00	          0.23	  0.97	0.119	
08326	同景新能源	-4.63	1208750	1.030	--  	1171000	20000	0.00	          0.14	  3.80	1.050	
08081	互娱中国	2.86	1206597	0.036	--  	33146880	600000	0.00	          0.62	  0.37	0.036	
08299	大唐潼金	0.00	1199760	0.016	--  	79920000	384000	0.00	          0.36	  2.19	0.015	
08118	濠亮环球	1.72	1183520	0.295	--  	3976000	8000	0.00	          0.80	  0.93	0.310	
08331	飞尚非金属	-1.96	1179900	0.500	--  	2370000	30000	0.00	          0.42	  1.02	0.510	
08485	竣球控股	-3.24	1178790	0.179	--  	6470000	100000	-0.56	          0.65	  1.47	0.196	
08102	利宝阁集团	2.56	1098550	0.400	--  	2730000	50000	0.00	          0.34	  0.91	0.400	
