代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	0.49	6929165824	    15.29	       8009.67亿	          0.87	保险	690	0.16	73.95	73.49	74.59	73.08	73.58	0.36	73.94	  1.11	939383	深圳	
600519	贵州茅台	2.67	4321305600	    32.29	       8603.82亿	          0.51	白酒	7	0.05	684.98	669.90	686.86	664.03	667.09	17.82	684.91	  1.63	63601	贵州	
000725	京东方Ａ	0.18	3701960192	    22.81	       1969.59亿	          1.93	元器件	88406	-0.17	5.67	5.64	5.70	5.58	5.65	0.01	5.66	  0.86	6547997	北京	
601933	永辉超市	7.25	3636394240	    56.45	       1047.97亿	          5.22	超市连锁	939	1.01	10.96	10.26	11.18	10.20	10.21	0.74	10.95	  1.87	3397943	福建	
600887	伊利股份	3.66	3102398976	    30.59	       2013.80亿	          1.56	乳制品	58	0.39	33.16	32.10	33.35	32.05	31.96	1.17	33.13	  1.30	942126	内蒙	
000063	中兴通讯	-0.76	2855820032	    28.48	       1215.47亿	          2.35	通信设备	12360	-0.10	35.39	35.39	36.09	34.72	35.66	-0.27	35.39	  0.83	807315	深圳	
002230	科大讯飞	3.05	2837125120	   379.87	        854.05亿	          3.95	软件服务	7004	0.08	61.50	59.91	62.05	58.90	59.68	1.82	61.50	  1.14	467803	安徽	
000858	五 粮 液	4.06	2747943680	    33.36	       3097.51亿	          0.90	白酒	5897	0.12	81.60	78.86	81.69	78.03	78.42	3.18	81.60	  1.05	341030	四川	
600460	士兰微	6.59	2594143744	   102.99	        185.45亿	         14.37	半导体	224	-0.39	14.88	13.84	15.25	13.51	13.95	0.92	14.87	  1.14	1791793	浙江	
000651	格力电器	-0.22	2501089024	    12.98	       2675.80亿	          0.93	家用电器	4673	0.11	44.49	44.53	45.32	44.19	44.58	-0.10	44.48	  1.13	557611	广东	
002129	中环股份	-2.01	2452516352	    55.41	        334.76亿	          7.19	半导体	29450	-0.15	12.66	12.86	13.19	12.60	12.92	-0.26	12.66	  0.75	1901133	天津	
601766	中国中车	1.83	2421485568	    36.86	       2836.62亿	          0.90	运输设备	21	-0.16	11.67	11.45	11.87	11.42	11.45	0.21	11.66	  2.20	2071385	北京	
002622	融钰集团	-0.28	2160801280	   281.81	        117.68亿	         19.12	电气设备	6747	-0.06	14.01	12.65	15.46	12.65	14.05	-0.04	14.01	 18.58	1604938	吉林	
002049	紫光国芯	-1.69	2087542272	   103.38	        293.64亿	          7.18	元器件	5416	0.27	48.40	48.80	49.50	46.70	49.22	-0.83	48.39	  0.86	432714	河北	
000333	美的集团	-0.67	1838169600	    17.95	       3590.36亿	          0.52	家用电器	1719	0.15	55.08	55.39	56.13	54.85	55.44	-0.37	55.07	  1.05	330823	广东	
600667	太极实业	5.32	1703630848	    47.40	        187.66亿	         15.87	半导体	800	-0.55	8.92	8.40	9.31	8.32	8.46	0.45	8.91	  2.37	1890347	江苏	
600036	招商银行	0.37	1631568128	     9.48	       6079.35亿	          0.27	银行	3	0.10	29.50	29.41	29.75	29.08	29.36	0.11	29.47	  1.03	554400	深圳	
600030	中信证券	-2.19	1571652224	    20.49	       1758.15亿	          0.89	证券	61	-0.10	17.88	18.26	18.26	17.86	18.27	-0.40	17.87	  1.20	873157	深圳	
002024	苏宁云商	3.15	1537250944	   132.75	       1188.89亿	          2.42	电器连锁	9003	-0.07	12.78	12.50	13.00	12.43	12.38	0.39	12.77	  2.00	1205585	江苏	
600516	方大炭素	-2.43	1498742272	    16.81	        452.56亿	          3.43	矿物制品	14	-0.11	25.30	25.80	25.98	25.10	25.93	-0.63	25.30	  0.86	589036	甘肃	
000001	平安银行	-0.15	1463802112	     8.92	       2276.80亿	          0.65	银行	8172	0.08	13.26	13.20	13.31	13.13	13.28	-0.02	13.26	  0.84	1106245	深圳	
600029	南方航空	1.95	1333268224	    12.36	        840.18亿	          1.64	空运	438	-0.16	11.52	11.30	11.91	11.18	11.30	0.22	11.52	  1.44	1151749	广东	
600115	东方航空	4.10	1327613184	    10.79	        771.93亿	          1.72	空运	54	0.00	7.88	7.53	8.17	7.50	7.56	0.31	7.87	  2.13	1687574	上海	
600171	上海贝岭	-1.29	1289102208	    60.48	        122.99亿	         10.87	半导体	561	-0.05	17.54	17.50	18.09	17.03	17.81	-0.23	17.58	  0.85	732275	上海	
600048	保利地产	-2.34	1287971712	    13.00	       1433.69亿	          0.91	全国地产	51	-0.07	12.09	12.24	12.31	11.89	12.38	-0.29	12.09	  1.19	1064991	广东	
601313	江南嘉捷	1.84	1282110464	   305.45	        182.58亿	          7.25	运输设备	172	0.17	46.00	45.50	46.20	42.90	45.14	0.83	45.97	  0.93	287844	江苏	
600050	中国联通	-2.66	1245329920	   113.90	       1992.42亿	          0.88	电信运营	81	0.00	6.60	6.77	6.77	6.57	6.77	-0.18	6.59	  1.23	1872775	上海	
600256	广汇能源	5.29	1181353600	    84.78	        280.39亿	          4.25	石油开采	110	-0.91	5.36	5.12	5.49	5.07	5.10	0.27	5.37	  1.67	2220199	新疆	
601336	新华保险	0.57	1153473536	    31.78	       1428.32亿	          0.81	保险	3	0.10	68.50	67.88	68.60	67.37	68.10	0.39	68.49	  1.26	169045	北京	
601398	工商银行	-0.17	1136206464	     7.00	      16095.85亿	          0.07	银行	78	0.00	5.98	5.99	6.03	5.94	5.98	-0.01	5.97	  1.09	1900410	北京	
600690	青岛海尔	1.10	1127235968	    15.49	       1173.75亿	          0.95	家用电器	152	0.26	19.25	19.02	19.67	18.94	19.04	0.21	19.25	  1.09	582283	山东	
002460	赣锋锂业	0.71	1121584000	    37.72	        504.69亿	          3.11	小金属	2079	0.20	69.24	69.47	70.30	68.18	68.75	0.49	69.24	  0.94	161730	江西	
601111	中国国航	4.18	1109405696	    16.08	       1217.37亿	          1.08	空运	110	-0.15	12.23	11.70	12.56	11.57	11.73	0.49	12.22	  1.47	919455	北京	
002415	海康威视	-0.60	1067354688	    42.52	       3488.51亿	          0.39	电器仪表	4329	-0.33	37.80	38.18	38.26	37.53	38.03	-0.23	37.80	  1.09	281226	浙江	
002110	三钢闽光	-6.72	1036169024	     7.80	        257.55亿	          5.48	普钢	10596	-0.04	18.75	19.99	20.09	18.50	20.10	-1.35	18.75	  1.04	543231	福建	
600522	中天科技	1.66	1027693440	    23.54	        451.63亿	          3.08	通信设备	7	-0.13	14.75	14.49	14.85	14.30	14.49	0.24	14.73	  0.80	701572	江苏	
002202	金风科技	5.59	989142336	    21.51	        538.22亿	          1.92	电气设备	8751	0.43	18.53	17.59	18.82	17.58	17.54	0.98	18.52	  0.99	537600	新疆	
601668	中国建筑	0.21	986709632	     8.20	       2820.00亿	          0.35	建筑施工	196	0.00	9.40	9.38	9.42	9.30	9.38	0.02	9.40	  1.43	1054212	北京	
002450	康得新	-3.68	968269824	    31.73	        795.19亿	          1.47	化工原料	4446	-0.17	22.51	23.40	23.47	22.48	23.36	-0.86	22.50	  2.01	423954	江苏	
000002	万 科Ａ	-1.92	943187264	    21.35	       2781.12亿	          0.34	全国地产	8225	-0.23	28.60	29.09	29.10	28.52	29.16	-0.56	28.60	  0.88	329027	深圳	
601699	潞安环能	0.28	930537792	    12.88	        326.36亿	          2.88	煤炭开采	91	-0.08	10.92	10.85	10.95	10.65	10.88	0.03	10.91	  1.32	861154	山西	
002001	新 和 成	2.60	914259200	    32.60	        391.68亿	          2.35	化学制药	4855	-0.46	35.98	36.50	36.94	35.81	35.06	0.91	35.97	  0.97	251925	浙江	
002797	第一创业	0.82	899193984	    86.75	        345.69亿	          4.78	证券	16404	0.10	9.88	9.73	10.08	9.61	9.79	0.08	9.87	  1.32	916902	深圳	
601166	兴业银行	-0.29	896789120	     5.66	       3560.70亿	          0.28	银行	119	0.23	17.13	17.21	17.21	17.01	17.19	-0.05	17.14	  1.13	524408	福建	
300666	江丰电子	3.68	895702144	   297.21	        153.04亿	         24.18	元器件	1464	0.19	69.96	66.41	71.10	64.50	67.48	2.48	69.96	  1.20	132242	浙江	
000050	深天马Ａ	-5.51	887837056	    26.77	        268.87亿	          3.28	元器件	2212	0.00	19.20	20.24	20.24	18.91	20.31	-1.12	19.19	  2.26	459108	深圳	
000568	泸州老窖	1.81	883957632	    37.51	        998.96亿	          0.93	白酒	1231	0.26	68.20	66.84	69.00	65.84	66.99	1.21	68.20	  1.32	130020	四川	
300059	东方财富	-2.94	883352384	    90.54	        552.39亿	          2.13	互联网	7132	0.08	12.88	13.15	13.19	12.82	13.27	-0.39	12.88	  0.87	680492	上海	
600196	复星医药	-1.84	878394496	    33.89	        881.10亿	          1.04	化学制药	28	0.02	43.84	44.48	44.79	43.70	44.63	-0.82	43.81	  0.94	198963	上海	
600585	海螺水泥	-0.97	878285312	    11.57	       1141.92亿	          0.77	水泥	15	0.04	28.57	28.80	28.93	28.05	28.83	-0.28	28.55	  0.78	309231	安徽	
600031	三一重工	-3.52	864689088	    26.18	        629.20亿	          1.37	工程机械	525	0.12	8.23	8.52	8.53	8.20	8.52	-0.30	8.22	  1.32	1041838	湖南	
600487	亨通光电	0.07	856659392	    25.15	        560.23亿	          1.66	通信设备	1	0.22	41.23	41.49	41.86	40.98	41.17	0.03	41.20	  0.67	206643	江苏	
600160	巨化股份	5.15	848711808	    21.24	        228.69亿	          3.75	化工原料	100	-0.36	10.83	10.93	11.33	10.71	10.30	0.53	10.83	  8.40	766469	浙江	
601939	建设银行	0.28	846251520	     6.77	        697.46亿	          1.21	银行	3	-0.40	7.27	7.24	7.40	7.21	7.25	0.02	7.27	  1.37	1157591	北京	
600176	中国巨石	3.18	835426624	    21.08	        436.04亿	          1.93	玻璃	84	0.07	14.93	14.49	15.33	14.10	14.48	0.46	14.94	  1.98	563325	浙江	
603799	华友钴业	-1.20	817963584	    32.07	        469.40亿	          3.79	小金属	14	-0.34	79.18	79.30	80.77	78.00	80.16	-0.96	79.20	  0.51	102896	浙江	
002185	华天科技	-1.16	807526400	    35.13	        181.57亿	          4.45	半导体	11156	-0.22	8.52	8.58	8.70	8.32	8.62	-0.10	8.52	  0.66	948543	甘肃	
600206	有研新材	-3.20	799371584	   165.45	        106.69亿	          7.42	半导体	74	-0.46	12.72	12.98	13.13	12.56	13.14	-0.42	12.72	  0.72	621986	北京	
300431	暴风集团	-4.00	798313792	   319.19	         86.15亿	         13.12	互联网	5735	0.27	25.96	26.32	26.58	25.51	27.03	-1.08	25.95	  0.80	307253	北京	
002008	大族激光	-2.22	790628672	    27.40	        548.79亿	          1.54	电器仪表	2510	-0.03	51.44	52.40	52.82	51.29	52.60	-1.17	51.43	  0.80	152684	深圳	
603559	中通国脉	0.97	790250752	   235.65	         46.90亿	         27.68	通信设备	327	0.06	35.59	35.28	36.93	34.41	35.19	0.34	35.53	  1.99	220042	吉林	
601012	隆基股份	1.09	770091008	    23.55	        703.55亿	          1.11	半导体	1	0.20	35.26	34.78	36.16	34.52	34.87	0.38	35.25	  1.09	217691	陕西	
300377	赢时胜	1.67	764134784	    89.21	         99.26亿	         11.40	软件服务	17230	0.91	13.37	13.15	13.38	12.88	13.15	0.22	13.37	  2.35	580987	深圳	
600352	浙江龙盛	-3.54	762643456	    14.91	        372.18亿	          2.14	染料涂料	158	-0.51	11.43	11.85	11.88	11.41	11.86	-0.42	11.44	  1.06	653666	浙江	
600230	沧州大化	-7.78	756918592	     8.98	        115.50亿	          6.34	农药化肥	41	0.00	39.29	42.75	43.57	38.54	42.57	-3.31	39.26	  1.52	186652	河北	
000503	海虹控股	1.12	755288576	--  	        364.29亿	          2.07	医疗保健	1692	0.02	40.53	40.20	41.66	39.57	40.08	0.45	40.53	  0.84	185987	海南	
002151	北斗星通	-0.15	754525440	   170.89	        172.72亿	          9.14	通信设备	3273	-0.20	33.71	33.87	34.55	33.40	33.75	-0.05	33.70	  1.22	222005	北京	
601288	农业银行	0.00	747292800	     5.65	      10909.45亿	          0.07	银行	26	0.27	3.71	3.70	3.72	3.68	3.71	0.00	3.71	  1.13	2019680	北京	
600499	科达洁能	6.40	739748800	    31.11	        167.81亿	          4.95	专用机械	53	0.00	10.64	9.99	11.00	9.98	10.00	0.64	10.64	  4.00	699119	广东	
603019	中科曙光	-1.03	735928640	   251.45	        253.80亿	          2.90	电脑设备	9	0.05	39.48	39.40	40.10	38.80	39.88	-0.41	39.47	  0.63	186393	天津	
000977	浪潮信息	0.25	733388672	    77.33	        257.98亿	          2.86	电脑设备	6324	0.10	20.02	19.88	20.25	19.71	19.96	0.05	20.01	  1.14	367252	山东	
002456	欧菲科技	-2.45	731673088	    40.43	        550.90亿	          1.35	元器件	1567	-0.04	20.30	20.70	20.88	20.10	20.80	-0.51	20.29	  0.52	358049	深圳	
000830	鲁西化工	-0.96	728148352	    15.94	        227.79亿	          3.21	农药化肥	5792	-0.12	15.55	15.55	15.78	15.10	15.70	-0.15	15.55	  0.74	470193	山东	
000155	川化股份	1.07	725095232	    36.78	         84.33亿	         11.76	农药化肥	14042	0.15	6.65	6.57	6.74	6.38	6.57	0.07	6.64	  1.30	1101839	四川	
002396	星网锐捷	-9.34	718667392	    34.12	        123.36亿	          6.13	通信设备	5190	-0.08	21.15	23.28	23.28	21.02	23.33	-2.18	21.15	  2.30	327300	福建	
600985	雷鸣科化	10.03	704986048	    39.15	         40.82亿	         19.72	化工原料	3	0.00	--  	13.60	13.60	13.52	12.36	1.24	13.60	 41.54	518384	安徽	
000717	韶钢松山	-5.33	693790272	     8.47	        197.68亿	          3.46	普钢	11177	0.00	8.17	8.65	8.69	8.07	8.63	-0.46	8.17	  1.08	837107	广东	
002304	洋河股份	3.46	688487424	    23.88	       1777.49亿	          0.48	白酒	659	0.04	117.98	114.78	118.99	113.36	114.01	3.94	117.95	  1.64	58942	江苏	
601601	中国太保	0.90	684107072	    27.11	       2739.74亿	          0.25	保险	11	0.41	43.59	43.18	43.88	42.81	43.19	0.39	43.58	  0.72	157444	上海	
002236	大华股份	-1.36	683620672	    35.04	        674.83亿	          1.72	电器仪表	1174	-0.29	23.29	23.60	23.80	23.13	23.60	-0.32	23.28	  0.98	293255	浙江	
300676	华大基因	-1.38	682768128	   195.22	        813.24亿	          8.43	医疗保健	373	-0.17	203.26	205.51	207.50	197.38	206.11	-2.85	203.26	  0.90	33791	深圳	
600271	航天信息	-0.43	679562240	    29.11	        435.53亿	          1.58	电脑设备	20	0.69	23.41	23.30	23.48	23.04	23.48	-0.10	23.38	  0.81	292046	北京	
000807	云铝股份	-2.84	677927744	    39.52	        223.15亿	          3.45	铝	7118	0.00	8.57	8.83	8.93	8.50	8.81	-0.25	8.56	  1.04	776982	云南	
000839	中信国安	-2.36	674168896	   102.95	        340.24亿	          1.98	综合类	9695	0.00	8.69	8.89	8.93	8.58	8.89	-0.21	8.68	  1.61	776555	北京	
002281	光迅科技	-0.06	674081600	    57.80	        193.89亿	          3.52	通信设备	3208	-0.05	30.84	30.70	31.39	30.58	30.85	-0.02	30.83	  1.01	217021	湖北	
600570	恒生电子	-2.08	663962752	    78.17	        302.11亿	          2.20	软件服务	15	0.02	48.92	49.70	49.80	48.52	49.94	-1.04	48.90	  0.95	135691	浙江	
002405	四维图新	-0.34	663823488	   158.80	        335.40亿	          2.47	软件服务	2560	0.04	26.16	26.19	26.47	25.91	26.24	-0.09	26.15	  0.63	253726	北京	
300732	设研院	4.49	650713664	    38.46	         62.01亿	         41.74	建筑施工	749	0.61	86.12	82.45	90.25	81.58	82.42	3.70	86.12	  2.55	75139	河南	
600803	新奥股份	1.57	645806464	    32.33	        165.61亿	          3.87	农药化肥	2	-0.58	16.82	16.49	17.26	16.43	16.54	0.26	16.80	  1.38	381667	河北	
000703	恒逸石化	0.00	638557824	    17.66	        318.15亿	          2.23	化纤	1435	0.31	19.30	19.11	19.75	18.92	19.30	0.00	19.30	  1.01	328956	广西	
600581	八一钢铁	-6.58	632304128	     8.96	        103.32亿	          6.01	普钢	19	0.52	13.50	14.34	14.38	13.31	14.43	-0.95	13.48	  1.29	460313	新疆	
300072	三聚环保	1.38	631969472	    25.52	        678.71亿	          1.22	环境保护	2454	0.03	37.54	37.05	38.05	36.83	37.03	0.51	37.54	  1.53	167987	北京	
000933	神火股份	-3.74	631275648	    13.63	        161.54亿	          3.83	煤炭开采	8090	-0.11	8.50	8.83	8.95	8.38	8.83	-0.33	8.50	  1.39	726960	河南	
601688	华泰证券	-0.66	626951936	    20.62	        983.68亿	          0.64	证券	59	-0.05	18.08	18.17	18.22	17.79	18.19	-0.12	18.07	  1.00	348877	江苏	
600276	恒瑞医药	1.08	621108800	    62.97	       1954.35亿	          0.32	化学制药	16	0.01	69.39	69.50	69.67	68.50	68.64	0.74	69.38	  0.96	89703	江苏	
603993	洛阳钼业	-2.59	618867904	    64.61	       1130.61亿	          0.74	小金属	45	0.00	6.40	6.56	6.62	6.38	6.57	-0.17	6.40	  0.96	956134	河南	
002156	通富微电	-1.69	613436928	    78.45	        130.43亿	          4.67	半导体	7267	-0.51	13.41	13.54	13.89	13.11	13.64	-0.23	13.41	  0.75	453865	江苏	
601225	陕西煤业	-2.42	605939136	     7.48	        805.00亿	          0.75	煤炭开采	153	0.12	8.06	8.20	8.28	7.97	8.25	-0.20	8.05	  1.08	746580	陕西	
002475	立讯精密	-2.32	604539008	    52.73	        760.88亿	          0.80	元器件	2196	-0.36	23.98	24.56	24.65	23.58	24.55	-0.57	23.98	  1.16	252929	深圳	
300618	寒锐钴业	1.27	604259392	    66.06	        274.63亿	          8.78	小金属	307	0.03	228.86	226.89	232.95	226.08	225.98	2.88	228.86	  0.83	26350	江苏	
000670	盈方微	2.28	603023680	--  	         58.63亿	         14.11	元器件	7674	0.28	7.18	6.94	7.45	6.81	7.02	0.16	7.18	  1.17	846590	湖北	
600703	三安光电	-0.60	598657792	    33.87	       1073.85亿	          0.55	半导体	12	0.00	26.37	26.40	26.79	26.13	26.49	-0.16	26.33	  0.64	226212	湖北	
000039	中集集团	-0.95	595841152	    37.34	        276.62亿	          2.15	轻工机械	4363	0.28	21.87	21.95	22.13	21.75	22.07	-0.21	21.86	  1.02	271667	深圳	
002264	新 华 都	0.09	590838656	  4556.74	         77.08亿	          9.05	超市连锁	7789	-0.26	11.26	11.16	11.68	11.01	11.25	0.01	11.26	  0.76	521068	福建	
600016	民生银行	0.23	577637632	     5.84	       2538.50亿	          0.23	银行	60	0.23	8.58	8.56	8.60	8.49	8.57	0.02	8.59	  1.09	676154	北京	
600183	生益科技	3.87	573752768	    21.41	        230.26亿	          2.50	元器件	7	-0.24	15.84	15.25	16.16	15.25	15.23	0.59	15.82	  2.08	363217	广东	
300316	晶盛机电	-2.34	570145344	    59.63	        201.22亿	          2.97	专用机械	2379	0.10	20.43	21.00	21.39	20.15	20.92	-0.49	20.43	  1.04	273915	浙江	
600019	宝钢股份	-3.06	568233024	    11.71	       1821.26亿	          0.31	普钢	11	0.12	8.24	8.50	8.51	8.21	8.50	-0.26	8.24	  1.23	684489	上海	
600903	贵州燃气	9.98	566461504	    62.37	         85.12亿	         44.96	供气供热	6	0.00	--  	9.56	10.47	9.56	9.52	0.95	10.47	  1.40	548319	贵州	
000069	华侨城Ａ	-4.18	565941120	    10.13	        639.22亿	          1.18	旅游景点	1865	0.13	7.79	8.13	8.13	7.70	8.13	-0.34	7.79	  2.48	722020	深圳	
600028	中国石化	0.17	565832000	    14.13	       5704.80亿	          0.10	石油加工	174	0.17	5.97	5.96	5.98	5.90	5.96	0.01	5.97	  1.47	952680	北京	
600606	绿地控股	-2.38	563226176	     9.71	        849.34亿	          2.49	全国地产	93	-0.28	6.99	7.13	7.14	6.97	7.15	-0.17	6.98	  3.27	801982	上海	
300136	信维通信	-2.98	561626816	    54.31	        517.76亿	          1.43	通信设备	894	-0.05	52.68	54.16	54.27	51.70	54.30	-1.62	52.68	  0.90	106269	深圳	
600111	北方稀土	-2.61	561232704	   101.78	        473.75亿	          1.18	小金属	276	0.00	13.04	13.35	13.44	13.01	13.39	-0.35	13.04	  1.07	426963	内蒙	
300231	银信科技	1.30	560871104	    38.01	         45.49亿	         15.94	软件服务	15505	-0.07	13.28	13.10	13.39	12.91	13.11	0.17	13.28	  0.77	425589	北京	
600760	中航黑豹	-0.20	553956352	--  	        458.48亿	          4.62	汽车整车	29	0.06	34.29	34.35	35.33	34.06	34.35	-0.07	34.28	  0.80	159530	山东	
601899	紫金矿业	0.00	546261568	    31.13	        690.04亿	          0.87	黄金	1950	-0.24	4.00	3.98	4.01	3.91	3.99	0.00	3.99	  0.99	1381657	福建	
000423	东阿阿胶	2.01	541536960	    24.17	        401.70亿	          1.36	中成药	842	-0.01	61.43	60.32	61.64	60.07	60.21	1.21	61.42	  2.39	88731	山东	
