代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
08292	盛良物流	11.11	56434204	2.100	1.890	10000	26570000	0.00	1.950	2.450	1.950	--  	0.00	26.46	0.210	工用运输	--  	2.100	
08207	中新控股	0.00	55512804	1.020	1.020	4000	54768000	0.00	1.020	1.020	1.010	331280	0.00	0.98	0.000	其他金融	328000	1.020	
08383	东骏控股	24.02	52267444	2.220	1.790	8000	24432000	0.00	1.900	2.240	1.820	--  	0.00	23.46	0.430	工用支援	--  	2.220	
08420	NEXION TECH	-9.60	36482600	1.130	1.250	5000	27535000	-5.04	1.270	1.600	1.070	--  	0.00	42.40	-0.120	软件服务	--  	1.130	
08228	国艺娱乐	5.75	25860432	0.460	0.435	20000	56704900	1.10	0.440	0.465	0.440	--  	0.00	5.75	0.025	媒体及娱乐	--  	0.460	
08347	Ｆ８企业	35.82	23736522	0.455	0.335	8000	57704000	1.11	0.355	0.460	0.340	--  	0.00	35.82	0.120	石油天然气	--  	0.455	
08392	舍图控股	3.95	22885302	1.840	1.770	10000	12550000	0.55	1.770	1.870	1.770	--  	0.00	5.65	0.070	家电及用品	--  	1.840	
08227	西安海天天一千	-0.98	21206032	6.060	6.120	1000	3477000	0.66	6.120	6.200	6.010	--  	0.00	3.10	-0.060	信息器材	--  	6.060	
08410	安领国际	1.91	19154500	1.600	1.570	10000	11950000	0.00	1.600	1.620	1.580	--  	0.00	2.55	0.030	软件服务	--  	1.600	
08158	中国再生医学	-6.29	18054186	0.164	0.175	5000	105150000	-0.61	0.170	0.183	0.157	840	0.00	14.86	-0.011	医药医疗	5000	0.164	
08291	万成金属包装	-10.50	13425101	1.960	2.190	5000	6455000	-2.00	2.090	2.340	1.910	--  	0.00	19.63	-0.230	工用支援	--  	1.960	
08078	ＨＭＶ数码中国	0.00	12472179	0.242	0.242	20000	51784608	0.00	0.244	0.244	0.239	9640	0.00	2.07	0.000	媒体及娱乐	40000	0.242	
08008	新意网集团	2.72	8639941	6.040	5.880	1000	1430226	-0.17	5.900	6.140	5.900	77950	0.00	4.08	0.160	软件服务	13000	6.040	
08373	靛蓝星	0.89	8582850	1.130	1.120	5000	7660000	2.73	1.120	1.200	1.070	--  	0.00	11.61	0.010	建筑	--  	1.130	
08156	众彩股份	-2.44	8481450	0.800	0.820	5000	10600000	1.27	0.810	0.820	0.790	--  	0.00	3.66	-0.020	酒店及消闲	--  	0.800	
08429	冰雪集团	0.00	8456715	0.570	0.570	5000	14916500	1.79	0.560	0.600	0.520	--  	0.00	14.04	0.000	媒体及娱乐	--  	0.570	
08406	合宝丰年	3.17	8371351	0.325	0.315	10000	26270000	0.00	0.310	0.345	0.280	--  	0.00	20.63	0.010	家电及用品	--  	0.325	
08257	靖洋集团	-4.26	8238501	0.900	0.940	10000	9260000	-2.17	0.940	0.940	0.870	--  	0.00	7.45	-0.040	半导体	--  	0.900	
08047	中国海洋捕捞	3.51	7165281	0.590	0.570	4000	12328000	0.00	0.560	0.600	0.560	--  	0.00	7.02	0.020	工用支援	--  	0.590	
08469	盛业资本	0.33	7154105	6.060	6.040	2000	1169614	0.33	6.050	6.180	6.040	--  	0.00	2.32	0.020	其他金融	--  	6.060	
08462	桥英控股	0.00	7031951	0.690	0.690	5000	9995000	0.00	0.670	0.770	0.670	--  	0.00	14.49	0.000	支援服务	--  	0.690	
08370	智升集团控股	-17.50	6772129	3.300	4.000	8000	1812002	0.30	3.990	4.000	3.010	--  	0.00	24.75	-0.700	家电及用品	--  	3.300	
08137	洪桥集团	0.00	6556341	1.610	1.610	2000	4034000	-0.62	1.630	1.640	1.610	436500	0.00	1.86	0.000	工业工程	268000	1.610	
08030	汇联金融服务	-1.18	6520701	0.840	0.850	5000	8130000	0.00	0.830	0.840	0.800	--  	0.00	4.71	-0.010	其他金融	--  	0.840	
08100	智易控股	5.41	5482253	0.390	0.370	6000	14415268	2.63	0.370	0.415	0.340	--  	0.00	20.27	0.020	软件服务	--  	0.390	
08331	飞尚非金属	4.29	4872000	1.700	1.630	10000	3020000	3.66	1.620	1.700	1.600	--  	0.00	6.13	0.070	一般金属	--  	1.700	
08133	铸能控股	0.00	4497300	0.305	0.305	20000	14980000	3.39	0.305	0.305	0.295	--  	0.00	3.28	0.000	工业工程	--  	0.305	
08129	云信投资控股	-5.45	4064940	0.052	0.055	20000	77900000	-1.89	0.053	0.054	0.050	--  	0.00	7.27	-0.003	软件服务	--  	0.052	
08470	莹岚集团	2.70	4048560	0.760	0.740	8000	5304000	0.00	0.730	0.780	0.700	--  	0.00	10.81	0.020	建筑	--  	0.760	
08265	中国之信集团	0.65	3930880	3.100	3.080	4000	1272000	0.00	3.070	3.100	3.070	--  	0.00	0.97	0.020	工用支援	--  	3.100	
