代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
002622	融钰集团	-0.28	2160801280	14.01	14.05	0	1604938	-0.06	12.65	15.46	12.65	--  	0.00	20.00	-0.04	电气设备	--  	0.000	
600230	沧州大化	-7.78	756918592	39.26	42.57	0	186652	0.00	42.75	43.57	38.54	--  	0.31	11.82	-3.31	农药化肥	--  	-0.000	
002396	星网锐捷	-9.34	718667392	21.15	23.33	0	327300	-0.08	23.28	23.28	21.02	--  	0.40	9.69	-2.18	通信设备	--  	-0.000	
000069	华侨城Ａ	-4.18	565941120	7.79	8.13	0	722020	0.13	8.13	8.13	7.70	--  	1.23	5.29	-0.34	旅游景点	--  	-0.000	
600297	广汇汽车	-8.87	461803872	7.71	8.46	0	587535	-0.76	8.49	8.50	7.61	--  	1.60	10.52	-0.75	汽车服务	--  	0.000	
600221	海航控股	0.32	417408672	3.18	3.17	0	1308704	0.32	3.16	3.24	3.13	--  	1.62	3.47	0.01	空运	--  	0.000	
002759	天际股份	1.62	397262816	20.07	19.75	0	214893	-0.63	18.39	20.67	17.82	--  	0.15	14.43	0.32	家用电器	--  	-0.000	
002323	雅百特	-6.41	387446496	7.88	8.42	0	494039	0.00	7.58	8.41	7.58	--  	0.40	9.86	-0.54	建筑施工	--  	0.000	
000797	中国武夷	-7.26	258663072	11.50	12.40	0	220856	-0.42	12.02	12.27	11.35	--  	0.40	7.42	-0.90	全国地产	--  	0.000	
603165	荣晟环保	-7.61	245217824	53.15	57.53	0	44735	-0.20	57.60	57.62	52.70	--  	0.35	8.55	-4.38	造纸	--  	0.000	
002192	融捷股份	-4.03	229942496	33.08	34.47	0	68748	0.09	34.60	34.91	32.50	--  	0.14	6.99	-1.39	专用机械	--  	0.000	
002065	东华软件	-3.35	228184656	8.65	8.95	0	260000	-0.34	8.94	8.95	8.65	--  	0.84	3.35	-0.30	软件服务	--  	-0.000	
002138	顺络电子	-4.55	220381248	17.19	18.01	0	127200	0.35	17.86	17.89	16.93	--  	1.11	5.33	-0.82	元器件	--  	0.000	
300244	迪安诊断	-3.57	167991184	23.53	24.40	0	69938	0.04	24.45	24.53	23.42	--  	0.10	4.55	-0.87	医疗保健	--  	0.000	
600978	宜华生活	-1.02	156882560	8.72	8.81	0	182177	0.23	8.81	8.81	8.48	--  	0.62	3.75	-0.09	家居用品	--  	0.000	
300214	日科化学	-9.93	149622464	5.53	6.14	0	266851	0.00	5.62	5.81	5.53	--  	0.77	4.56	-0.61	化工原料	--  	0.000	
603077	和邦生物	-1.47	120039288	2.01	2.04	0	598027	0.00	2.03	2.04	1.99	--  	0.22	2.45	-0.03	化工原料	--  	-0.000	
000014	沙河股份	-7.20	116049176	10.95	11.80	0	104463	0.09	11.64	11.64	10.76	--  	0.13	7.46	-0.85	全国地产	--  	-0.000	
000981	银亿股份	0.34	101538400	8.83	8.80	0	117561	0.57	8.80	8.84	8.28	--  	0.18	6.36	0.03	区域地产	--  	-0.000	
603823	百合花	-6.44	99429976	15.55	16.62	0	63447	-0.31	16.00	16.27	15.35	--  	0.75	5.54	-1.07	染料涂料	--  	0.000	
00028	天安	-0.19	99019752	5.170	5.180	1000	19042500	-0.77	5.090	5.250	5.090	--  	0.00	3.09	-0.010	地产	--  	5.170	
600531	豫光金铅	-4.11	86517000	6.30	6.57	0	136187	0.00	6.58	6.58	6.23	--  	0.76	5.33	-0.27	铅锌	--  	0.000	
