代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	-2.53	8683330560	    14.35	       7517.87亿	          1.15	保险	550	0.09	69.42	70.90	71.10	68.00	71.20	-1.80	69.40	  0.99	1245608	深圳	
000725	京东方Ａ	1.60	6872499712	    23.01	       1986.99亿	          3.62	元器件	165272	-0.16	5.72	5.62	5.73	5.42	5.62	0.09	5.71	  1.19	12271791	北京	
002230	科大讯飞	1.89	3984800256	   395.31	        888.76亿	          5.39	软件服务	10319	0.02	64.01	62.93	64.52	60.80	62.81	1.19	64.00	  0.97	634806	安徽	
600519	贵州茅台	-1.26	3657236480	    29.47	       7851.36亿	          0.46	白酒	15	0.29	625.50	631.50	644.10	620.00	632.96	-7.95	625.01	  1.25	58174	贵州	
000063	中兴通讯	1.62	3381634048	    27.82	       1187.31亿	          2.92	通信设备	18945	0.38	34.57	34.06	34.61	32.85	34.02	0.55	34.57	  0.90	1000616	深圳	
600460	士兰微	10.04	2944600832	   100.98	        181.84亿	         17.23	半导体	24	0.00	--  	12.80	14.58	12.68	13.25	1.33	14.58	  1.15	2148363	浙江	
000651	格力电器	-1.29	2723855360	    12.24	       2523.60亿	          1.08	家用电器	8783	0.05	41.96	42.40	42.71	41.05	42.50	-0.55	41.95	  0.96	647662	广东	
600030	中信证券	-0.05	2668344320	    22.08	       1894.91亿	          1.42	证券	1	-0.04	19.28	19.19	19.33	18.95	19.27	-0.01	19.26	  0.75	1397686	深圳	
002049	紫光国芯	7.14	2431050752	   102.56	        291.33亿	          8.73	元器件	10025	0.78	48.02	44.00	48.55	44.00	44.81	3.20	48.01	  0.92	526105	河北	
000503	海虹控股	1.79	2243218176	--  	        275.94亿	          7.83	医疗保健	8920	-0.31	30.71	33.18	33.18	30.16	30.16	0.54	30.70	  5.95	703642	海南	
600585	海螺水泥	-3.24	2147001856	    12.33	       1216.71亿	          1.79	水泥	37	-0.02	30.50	30.96	30.96	29.30	31.44	-1.02	30.42	  0.95	716086	安徽	
002129	中环股份	4.18	2145953536	    49.11	        296.68亿	          7.50	半导体	60019	1.08	11.23	10.58	11.22	10.43	10.77	0.45	11.22	  1.23	1983029	天津	
000001	平安银行	-1.65	2104168576	     8.79	       2245.89亿	          0.96	银行	31606	0.38	13.09	13.26	13.27	12.79	13.30	-0.22	13.08	  1.02	1619845	深圳	
601766	中国中车	-0.43	2012634240	    36.92	       2841.49亿	          0.76	运输设备	1804	-0.25	11.68	11.61	11.78	11.41	11.73	-0.05	11.68	  0.87	1733354	北京	
601313	江南嘉捷	2.15	2001849216	   312.03	        186.52亿	         11.07	运输设备	85	0.56	46.91	45.21	47.19	43.74	45.97	0.99	46.96	  0.96	439505	江苏	
