代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
000725	京东方Ａ	4.42	7757157376	5.91	5.66	0	13368509	0.17	5.68	5.97	5.61	--  	0.53	6.36	0.25	元器件	--  	-0.000	
601318	中国平安	1.31	6973083648	74.91	73.94	0	934708	0.36	73.64	75.58	73.21	--  	0.68	3.21	0.97	保险	--  	0.000	
000858	五 粮 液	0.67	3094053120	82.15	81.60	0	379395	0.49	81.47	83.58	80.50	--  	1.10	3.77	0.55	白酒	--  	0.000	
600460	士兰微	3.43	2709153280	15.38	14.87	0	1776858	0.92	14.71	15.67	14.64	--  	0.17	6.93	0.51	半导体	--  	0.000	
600048	保利地产	7.78	2501603328	13.03	12.09	0	1967975	0.31	12.13	13.24	12.12	--  	2.61	9.26	0.94	全国地产	--  	-0.000	
002230	科大讯飞	0.47	2382536192	61.79	61.50	0	385658	0.05	61.00	62.44	60.85	--  	0.16	2.59	0.29	软件服务	--  	0.000	
600887	伊利股份	0.48	2054986496	33.29	33.13	0	620621	0.12	33.16	33.50	32.68	--  	1.81	2.48	0.16	乳制品	--  	0.000	
000001	平安银行	2.11	2005617664	13.54	13.26	0	1485204	0.30	13.18	13.68	13.16	--  	1.19	3.92	0.28	银行	--  	-0.000	
000002	万 科Ａ	3.92	1756898816	29.72	28.60	0	595164	-0.02	28.72	30.19	28.63	--  	2.76	5.45	1.12	全国地产	--  	-0.000	
600036	招商银行	0.58	1684770432	29.64	29.47	0	567380	0.30	29.37	30.00	29.20	--  	2.05	2.71	0.17	银行	--  	-0.000	
02822	南方Ａ５０	1.30	1652698240	15.600	15.400	200	106023040	0.00	15.420	15.680	15.380	1031028096	0.00	1.95	0.200		66138000	15.600	
600667	太极实业	4.60	1617197056	9.32	8.91	0	1748690	0.00	9.10	9.49	8.93	--  	0.45	6.29	0.41	半导体	--  	-0.000	
601766	中国中车	0.26	1528111488	11.69	11.66	0	1311212	0.26	11.61	11.77	11.51	--  	1.80	2.23	0.03	运输设备	--  	-0.000	
600585	海螺水泥	3.08	1283434880	29.43	28.55	0	440558	-0.09	28.53	29.63	28.24	--  	1.75	4.87	0.88	水泥	--  	0.000	
600176	中国巨石	6.96	1184078464	15.98	14.94	0	756181	0.25	14.95	16.29	14.95	--  	1.39	8.97	1.04	玻璃	--  	-0.000	
300618	寒锐钴业	7.35	1051223744	245.67	228.86	0	43664	0.04	230.18	246.60	228.18	--  	0.00	8.05	16.81	小金属	--  	-0.000	
002202	金风科技	2.86	1029470784	19.05	18.52	0	546173	0.37	18.60	19.40	18.20	--  	0.83	6.48	0.53	电气设备	--  	-0.000	
600522	中天科技	1.56	1014207424	14.96	14.73	0	683076	-0.06	14.69	15.14	14.45	--  	0.68	4.68	0.23	通信设备	--  	0.000	
002797	第一创业	0.51	1006159552	9.92	9.87	0	1009073	0.10	9.85	10.14	9.75	--  	0.25	3.95	0.05	证券	--  	0.000	
600029	南方航空	1.91	986521408	11.74	11.52	0	845457	0.09	11.55	11.94	11.38	--  	0.84	4.86	0.22	空运	--  	-0.000	
002285	世联行	2.70	955836416	11.78	11.47	0	801226	0.51	11.88	12.18	11.70	--  	0.70	4.18	0.31	房产服务	--  	-0.000	
03188	华夏沪深三百	1.12	929521216	49.450	48.900	200	18777218	-0.10	48.900	49.750	48.900	425679936	0.00	1.74	0.550		8597400	49.450	
300666	江丰电子	0.06	912467392	70.00	69.96	0	128380	-0.10	68.99	72.97	68.51	--  	0.00	6.38	0.04	元器件	--  	0.000	
600256	广汇能源	0.74	898505984	5.41	5.37	0	1659541	0.00	5.34	5.52	5.29	--  	0.56	4.28	0.04	石油开采	--  	-0.000	
000830	鲁西化工	4.50	891351872	16.25	15.55	0	559648	0.25	15.62	16.41	15.42	--  	1.93	6.37	0.70	农药化肥	--  	0.000	
600690	青岛海尔	0.88	885267328	19.42	19.25	0	456876	0.05	19.22	19.57	19.10	--  	1.29	2.44	0.17	家用电器	--  	0.000	
601336	新华保险	0.06	884264704	68.53	68.49	0	128405	0.04	68.20	69.70	67.71	--  	0.70	2.91	0.04	保险	--  	-0.000	
000786	北新建材	5.62	880744704	22.19	21.01	0	401506	-0.08	20.88	22.57	20.84	--  	0.86	8.23	1.18	其他建材	--  	0.000	
02823	安硕Ａ５０	1.07	869106752	15.100	14.940	100	57538000	0.00	14.940	15.200	14.920	50122548	0.00	1.87	0.160		3319500	15.100	
601899	紫金矿业	1.50	763961792	4.05	3.99	0	1897352	0.00	4.00	4.07	3.97	--  	1.50	2.51	0.06	黄金	--  	0.000	
600115	东方航空	1.02	763838016	7.95	7.87	0	961187	-0.12	7.90	8.12	7.81	--  	0.62	3.94	0.08	空运	--  	-0.000	
000636	风华高科	2.79	756574656	11.41	11.10	0	665148	0.00	11.21	11.56	11.07	--  	0.18	4.41	0.31	元器件	--  	-0.000	
01299	友邦保险	0.80	744494272	63.100	62.600	200	11787850	0.00	62.950	63.450	62.800	--  	0.41	1.04	0.500	保险	--  	63.100	
02018	瑞声科技	2.08	734224256	142.500	139.600	500	5185247	0.35	141.500	143.200	138.200	--  	0.00	3.58	2.900	信息器材	--  	142.500	
002456	欧菲科技	2.61	721840064	20.82	20.29	0	348174	0.00	20.15	21.10	20.15	--  	0.22	4.68	0.53	元器件	--  	-0.000	
600362	江西铜业	3.70	720039168	17.95	17.31	0	404227	0.22	17.60	18.04	17.55	--  	0.87	2.83	0.64	铜	--  	0.000	
00656	复星国际	8.62	719655616	17.640	16.240	500	41703104	0.34	16.540	17.800	16.520	--  	0.00	7.88	1.400	综合企业	--  	17.640	
600360	华微电子	5.54	700304000	8.95	8.48	0	800015	0.56	8.41	8.96	8.37	--  	0.24	6.96	0.47	半导体	--  	-0.000	
600426	华鲁恒升	5.14	672077824	16.16	15.37	0	423423	0.75	15.32	16.45	15.13	--  	0.50	8.59	0.79	农药化肥	--  	-0.000	
601111	中国国航	1.06	656115264	12.35	12.22	0	535073	0.41	12.14	12.52	12.07	--  	0.88	3.68	0.13	空运	--  	0.000	
601155	新城控股	5.46	651073920	28.03	26.58	0	236100	0.29	26.41	28.45	26.41	--  	1.24	7.67	1.45	区域地产	--  	0.000	
601688	华泰证券	0.94	643570624	18.24	18.07	0	354129	0.00	18.01	18.43	17.80	--  	2.77	3.49	0.17	证券	--  	-0.000	
002304	洋河股份	0.97	627698496	119.10	117.95	0	52891	0.68	117.62	120.59	116.11	--  	1.78	3.80	1.15	白酒	--  	-0.000	
002241	歌尔股份	3.28	624175360	17.62	17.06	0	358162	0.00	17.20	17.77	16.99	--  	0.41	4.57	0.56	元器件	--  	0.000	
300377	赢时胜	0.90	608076672	13.49	13.37	0	459651	0.37	13.19	13.51	12.92	--  	0.90	4.41	0.12	软件服务	--  	-0.000	
001979	招商蛇口	2.42	585749312	19.44	18.98	0	302627	-0.04	18.88	19.68	18.85	--  	2.63	4.37	0.46	全国地产	--  	0.000	
03396	联想控股	9.89	580316032	30.000	27.300	100	19481330	-2.12	27.250	31.700	26.050	--  	0.00	20.70	2.700	综合企业	--  	30.000	
600406	国电南瑞	2.18	576877952	18.72	18.32	0	309277	0.00	18.38	18.91	18.30	--  	1.64	3.33	0.40	软件服务	--  	-0.000	
00981	中芯国际	1.03	576861248	11.780	11.660	500	49249376	-0.51	11.560	11.860	11.480	--  	0.00	3.26	0.120	半导体	--  	11.780	
600160	巨化股份	0.37	573387968	10.87	10.83	0	523423	0.28	10.76	11.07	10.76	--  	0.92	2.86	0.04	化工原料	--  	-0.000	
600183	生益科技	2.84	524530368	16.27	15.82	0	326558	0.00	15.93	16.43	15.49	--  	2.08	5.94	0.45	元器件	--  	0.000	
03800	保利协鑫能源	8.87	499683744	1.350	1.240	1000	368143360	0.75	1.260	1.420	1.260	--  	0.00	12.90	0.110	工业工程	--  	1.350	
601139	深圳燃气	1.23	489707360	8.21	8.11	0	596379	-0.11	7.97	8.50	7.86	--  	1.29	7.89	0.10	供气供热	--  	0.000	
600340	华夏幸福	0.03	485059616	30.91	30.90	0	157082	0.06	30.80	31.30	30.52	--  	2.14	2.52	0.01	区域地产	--  	-0.000	
