代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
601933	永辉超市	5.62	5307130368	10.33	9.78	0	5009609	-0.09	10.76	10.76	9.94	--  	1.23	8.38	0.55	超市连锁	--  	-0.000	
000858	五 粮 液	5.66	3859030784	77.08	72.95	0	505533	0.30	75.00	77.08	74.60	--  	1.23	3.40	4.13	白酒	--  	0.000	
01398	工商银行	1.79	2834290176	6.250	6.140	1000	455010720	-0.16	6.180	6.280	6.150	--  	0.00	2.12	0.110	银行	--  	6.250	
000155	川化股份	-28.92	1722210944	7.30	10.27	0	2156406	-1.34	8.00	8.56	7.30	--  	0.00	12.27	-2.97	农药化肥	--  	0.000	
601699	潞安环能	10.00	877831744	10.34	9.40	0	876177	0.00	9.56	10.34	9.56	--  	0.96	8.30	0.94	煤炭开采	--  	0.000	
00135	昆仑能源	8.08	794086336	7.760	7.180	2000	103828832	0.26	7.250	7.870	7.220	--  	0.00	9.05	0.580	石油天然气	--  	7.760	
600125	铁龙物流	3.14	754916864	10.51	10.19	0	718004	-0.09	10.16	10.79	10.10	--  	0.59	6.77	0.32	铁路	--  	0.000	
603010	万盛股份	0.69	687123776	32.21	31.99	0	210609	0.22	33.00	34.00	31.82	--  	0.73	6.81	0.22	化工原料	--  	-0.000	
000983	西山煤电	8.38	678859584	9.70	8.95	0	722506	-0.30	9.06	9.79	9.06	--  	0.12	8.16	0.75	煤炭开采	--  	-0.000	
300072	三聚环保	3.29	640901632	37.03	35.85	0	173019	0.14	36.35	37.46	36.00	--  	0.37	4.07	1.18	环境保护	--  	-0.000	
601069	西部黄金	6.48	528877056	16.59	15.58	0	326128	-0.71	15.32	16.93	15.32	--  	0.41	10.33	1.01	黄金	--  	0.000	
601666	平煤股份	7.57	425408640	6.11	5.68	0	717342	0.16	5.75	6.17	5.71	--  	0.46	8.10	0.43	煤炭开采	--  	0.000	
600201	生物股份	4.47	397573824	30.83	29.51	0	130074	0.16	29.57	30.88	29.57	--  	0.00	4.44	1.32	生物制药	--  	-0.000	
300500	启迪设计	5.31	372255744	40.49	38.45	0	94715	0.27	39.23	41.00	37.75	--  	0.33	8.45	2.04	建筑施工	--  	0.000	
600418	江淮汽车	1.26	367344192	9.66	9.54	0	371898	0.00	9.98	10.20	9.60	--  	1.99	6.29	0.12	汽车整车	--  	-0.000	
01171	兖州煤业股份	5.56	365997920	8.360	7.920	2000	44357908	0.12	7.820	8.360	7.820	--  	0.00	6.82	0.440	煤炭	--  	8.360	
300073	当升科技	5.51	345347616	25.45	24.12	0	135509	-0.03	24.08	26.53	24.05	--  	0.23	10.28	1.33	矿物制品	--  	0.000	
600698	湖南天雁	10.07	340492672	8.09	7.35	0	438724	0.00	7.30	8.09	7.20	--  	0.00	12.11	0.74	汽车配件	--  	0.000	
600123	兰花科创	3.74	328256448	8.88	8.56	0	373315	0.00	8.61	8.89	8.61	--  	1.17	3.27	0.32	煤炭开采	--  	0.000	
002299	圣农发展	3.63	325481728	15.70	15.15	0	206083	0.00	15.33	16.17	15.33	--  	2.96	5.54	0.55	农业综合	--  	-0.000	
002634	棒杰股份	5.82	317498720	8.18	7.73	0	401296	1.87	7.73	8.18	7.67	--  	0.65	6.60	0.45	服饰	--  	0.000	
600988	赤峰黄金	1.87	296759296	6.00	5.89	0	497250	-0.49	5.78	6.15	5.73	--  	0.00	7.13	0.11	黄金	--  	0.000	
00102	凯升控股	1.05	295570688	0.960	0.950	2000	283202464	0.00	0.990	1.040	0.900	--  	0.00	14.74	0.010	酒店及消闲	--  	0.960	
300137	先河环保	0.10	294432064	20.87	20.85	0	139705	0.05	21.00	21.34	20.72	--  	0.48	2.97	0.02	环境保护	--  	0.000	
002809	红墙股份	5.85	293744064	33.13	31.30	0	89033	0.30	32.24	33.80	31.92	--  	0.61	6.01	1.83	化工原料	--  	0.000	
002572	索菲亚	4.26	283519168	35.70	34.24	0	80718	0.17	34.25	35.86	34.18	--  	1.02	4.91	1.46	家居用品	--  	0.000	
002886	沃特股份	3.01	283470848	40.44	39.26	0	69789	-0.14	38.10	41.79	38.10	--  	0.00	9.40	1.18	塑料	--  	-0.000	
300344	太空板业	4.36	282619008	11.25	10.78	0	254849	0.99	10.80	11.34	10.70	--  	0.13	5.94	0.47	其他建材	--  	0.000	
600348	阳泉煤业	4.66	278488064	7.19	6.87	0	393631	0.00	6.94	7.22	6.92	--  	1.70	4.37	0.32	煤炭开采	--  	0.000	
002292	奥飞娱乐	5.92	277803808	15.03	14.19	0	188051	0.00	14.23	15.14	14.16	--  	0.28	6.91	0.84	影视音像	--  	-0.000	
00572	未来世界金融	42.50	246714752	0.285	0.200	4000	967376640	1.79	0.202	0.300	0.200	--  	0.00	50.00	0.085	工用支援	--  	0.285	
000697	炼石有色	3.96	221113600	22.86	21.99	0	96643	-0.08	21.97	23.68	21.95	--  	0.07	7.87	0.87	小金属	--  	0.000	
002300	太阳电缆	6.09	216761184	9.23	8.70	0	236064	0.00	8.67	9.38	8.65	--  	2.41	8.39	0.53	电气设备	--  	-0.000	
600148	长春一东	1.96	211308768	26.49	25.98	0	79066	0.11	25.80	27.88	25.68	--  	0.31	8.47	0.51	汽车配件	--  	-0.000	
300277	海联讯	9.67	206054480	10.09	9.20	0	207506	-0.09	9.27	10.12	9.18	--  	0.54	10.22	0.89	软件服务	--  	0.000	
002042	华孚时尚	2.20	205856112	12.99	12.71	0	160032	0.00	12.71	13.01	12.51	--  	0.38	3.93	0.28	纺织	--  	-0.000	
600776	东方通信	3.31	197994256	7.80	7.55	0	253827	0.00	7.54	8.03	7.47	--  	0.79	7.42	0.25	通信设备	--  	0.000	
002265	西仪股份	2.60	195857776	15.78	15.38	0	124136	-0.05	15.41	16.88	15.10	--  	0.06	11.57	0.40	汽车配件	--  	-0.000	
300016	北陆药业	0.44	195692080	13.85	13.79	0	140950	0.36	13.90	14.29	13.58	--  	0.07	5.15	0.06	中成药	--  	0.000	
000911	南宁糖业	3.21	195682016	10.29	9.97	0	188823	0.00	9.99	10.88	9.96	--  	0.89	9.23	0.32	食品	--  	-0.000	
000937	冀中能源	3.72	195551456	5.85	5.64	0	339546	0.00	5.66	5.85	5.66	--  	1.77	3.37	0.21	煤炭开采	--  	-0.000	
002234	民和股份	5.34	194801728	12.83	12.18	0	152536	-0.30	12.39	13.10	12.33	--  	4.11	6.32	0.65	农业综合	--  	-0.000	
002410	广联达	0.91	194296128	20.97	20.78	0	92923	0.00	20.80	21.08	20.55	--  	1.44	2.55	0.19	软件服务	--  	-0.000	
002248	*ST东数	5.04	188033728	7.09	6.75	0	267220	0.00	6.91	7.09	6.91	--  	0.62	2.67	0.34	机床制造	--  	0.000	
000525	红 太 阳	8.27	177648656	20.17	18.63	0	91087	0.10	18.86	20.26	18.61	--  	1.61	8.86	1.54	农药化肥	--  	0.000	
300428	四通新材	2.18	176584352	19.68	19.26	0	90346	-0.04	19.60	19.90	19.10	--  	0.43	4.15	0.42	铝	--  	0.000	
002384	东山精密	0.70	172884944	28.84	28.64	0	61312	0.10	28.41	28.94	27.47	--  	0.03	5.13	0.20	通信设备	--  	0.000	
600249	两面针	2.39	172655456	6.42	6.27	0	266031	0.00	6.11	6.76	6.10	--  	0.65	10.53	0.15	日用化工	--  	0.000	
300225	金力泰	3.34	167812448	15.80	15.29	0	105824	0.13	15.15	16.17	15.15	--  	0.33	6.67	0.51	染料涂料	--  	0.000	
002155	湖南黄金	0.43	166504704	9.29	9.25	0	179362	0.00	9.18	9.42	9.15	--  	0.54	2.92	0.04	黄金	--  	-0.000	
002740	爱迪尔	9.96	159969264	10.82	9.84	0	149475	0.00	9.82	10.82	9.82	--  	0.30	10.16	0.98	服饰	--  	-0.000	
300089	文化长城	7.18	158178336	10.45	9.75	0	155904	0.97	9.87	10.45	9.78	--  	0.26	6.87	0.70	陶瓷	--  	-0.000	
03799	达利食品	0.78	157238384	6.420	6.370	500	24657060	0.16	6.450	6.530	6.260	--  	1.56	4.24	0.050	食物饮品	--  	6.420	
601999	出版传媒	2.05	145299408	7.96	7.80	0	179374	0.00	8.06	8.31	7.88	--  	0.60	5.51	0.16	出版业	--  	0.000	
603883	老百姓	3.53	143889760	61.85	59.74	0	23277	-0.09	59.82	62.50	59.11	--  	0.47	5.67	2.11	医药商业	--  	-0.000	
600354	敦煌种业	2.21	142685840	7.41	7.25	0	191947	0.14	7.25	7.59	7.22	--  	0.00	5.10	0.16	种植业	--  	-0.000	
000791	甘肃电投	2.18	135833056	7.98	7.81	0	168873	0.00	7.79	8.29	7.72	--  	0.26	7.30	0.17	水力发电	--  	0.000	
08250	丝路能源	69.09	130644872	0.093	0.055	20000	1001200000	-2.11	0.220	0.400	0.086	--  	0.00	570.91	0.038	煤炭	--  	0.093	
603369	今世缘	0.69	123173992	14.50	14.40	0	84326	0.21	14.42	14.83	14.41	--  	1.32	2.92	0.10	白酒	--  	0.000	
600395	盘江股份	4.15	118688960	6.78	6.51	0	177329	0.30	6.56	6.80	6.55	--  	3.69	3.84	0.27	煤炭开采	--  	0.000	
603599	广信股份	5.42	116363608	19.27	18.28	0	61474	0.42	18.30	19.34	18.30	--  	0.48	5.69	0.99	农药化肥	--  	0.000	
603515	欧普照明	5.53	115460680	45.63	43.24	0	25669	0.13	43.20	45.85	43.03	--  	0.69	6.52	2.39	电气设备	--  	0.000	
300100	双林股份	6.01	113458536	16.75	15.80	0	68396	-0.05	15.85	17.21	15.81	--  	0.13	8.86	0.95	汽车服务	--  	0.000	
600405	动力源	6.18	110644584	6.87	6.47	0	161881	0.29	6.62	7.08	6.56	--  	0.48	8.04	0.40	电气设备	--  	-0.000	
000510	金路集团	4.37	110281808	8.12	7.78	0	138322	0.25	7.82	8.12	7.64	--  	0.68	6.17	0.34	化工原料	--  	-0.000	
002443	金洲管道	3.63	108364272	8.86	8.55	0	122092	0.00	8.57	9.22	8.51	--  	0.47	8.30	0.31	钢加工	--  	-0.000	
600652	游久游戏	1.03	107648832	7.87	7.79	0	134764	0.25	7.99	8.16	7.85	--  	0.55	3.98	0.08	互联网	--  	-0.000	
002240	威华股份	2.74	103102808	14.26	13.88	0	71714	0.00	13.90	14.70	13.90	--  	0.00	5.76	0.38	家居用品	--  	0.000	
00839	中教控股	1.26	102485840	6.410	6.330	1000	15894490	0.00	6.440	6.640	6.400	--  	0.00	3.79	0.080	支援服务	--  	6.410	
