代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
300072	三聚环保	-1.21	710786048	35.13	35.56	0	203574	-0.05	35.68	35.85	34.26	--  	0.37	4.47	-0.43	环境保护	--  	0.000	
300115	长盈精密	4.64	579000448	20.07	19.18	0	294852	-0.24	19.12	20.15	19.05	--  	0.78	5.74	0.89	元器件	--  	-0.000	
300142	沃森生物	0.55	521681600	18.25	18.15	0	296236	-0.97	18.14	18.45	16.88	--  	0.00	8.65	0.10	生物制药	--  	0.000	
600498	烽火通信	-0.48	513461920	28.83	28.97	0	178749	0.49	28.98	29.21	28.33	--  	1.10	3.04	-0.14	通信设备	--  	-0.000	
300268	佳沃股份	-2.23	451870976	20.17	20.63	0	227148	-1.21	19.65	20.61	19.51	--  	0.73	5.33	-0.46	农业综合	--  	0.000	
603996	中新科技	-3.71	268417248	18.42	19.13	0	148051	-0.15	19.15	19.15	17.22	--  	0.78	10.09	-0.71	家用电器	--  	0.000	
002065	东华软件	-0.97	240254448	8.20	8.28	0	293609	-0.84	8.24	8.30	8.08	--  	0.91	2.66	-0.08	软件服务	--  	-0.000	
300450	先导智能	-0.92	228333056	56.97	57.50	0	40212	0.12	58.20	58.20	56.06	--  	0.21	3.72	-0.53	专用机械	--  	0.000	
600886	国投电力	1.80	185586992	7.34	7.21	0	255001	-0.13	7.24	7.36	7.20	--  	2.80	2.22	0.13	水力发电	--  	0.000	
000016	深康佳Ａ	6.13	146256144	6.06	5.71	0	246678	0.17	5.73	6.10	5.73	--  	0.00	6.48	0.35	家用电器	--  	-0.000	
000666	经纬纺机	-0.10	130753712	19.42	19.44	0	68514	0.31	19.44	19.47	18.78	--  	0.28	3.55	-0.02	纺织机械	--  	0.000	
300288	朗玛信息	-3.29	124225632	23.84	24.65	0	51405	-0.07	24.60	24.86	23.35	--  	0.24	6.13	-0.81	软件服务	--  	0.000	
603618	杭电股份	10.02	119565752	9.00	8.18	0	133670	0.00	8.14	9.00	8.14	--  	0.61	10.51	0.82	电气设备	--  	0.000	
01462	金诚控股	-1.47	117677568	2.680	2.720	2000	43538000	0.37	2.720	2.760	2.650	--  	0.00	4.04	-0.040	建筑	--  	2.680	
603515	欧普照明	4.06	117190656	42.84	41.17	0	27658	0.09	41.18	42.86	41.18	--  	0.73	4.08	1.67	电气设备	--  	0.000	
600512	腾达建设	-1.55	112559872	4.44	4.51	0	254817	1.83	4.52	4.60	4.32	--  	0.67	6.21	-0.07	建筑施工	--  	0.000	
600562	国睿科技	-0.17	109459072	24.01	24.05	0	46346	0.71	24.00	24.30	23.28	--  	0.60	4.24	-0.04	通信设备	--  	0.000	
300298	三诺生物	6.60	99931840	19.88	18.65	0	51420	-0.59	18.65	20.02	18.61	--  	1.60	7.56	1.23	医疗保健	--  	-0.000	
000723	美锦能源	-1.15	91265848	6.89	6.97	0	132154	-0.85	6.97	7.02	6.84	--  	0.79	2.58	-0.08	焦炭加工	--  	-0.000	
002303	美盈森	3.86	80858816	7.00	6.74	0	119799	0.00	6.69	7.05	6.57	--  	0.33	7.12	0.26	造纸	--  	0.000	
002259	升达林业	-0.16	73236560	6.18	6.19	0	120805	0.82	6.13	6.18	5.90	--  	0.23	4.52	-0.01	家居用品	--  	-0.000	
002022	科华生物	0.15	68456088	13.61	13.59	0	50787	-0.14	13.60	13.64	13.36	--  	0.99	2.06	0.02	医疗保健	--  	-0.000	
