代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
600519	贵州茅台	8.21	8656875520	    33.88	       9028.17亿	          0.99	白酒	3	0.57	718.79	687.00	719.90	671.32	664.18	54.51	718.69	  3.45	124141	贵州	
601318	中国平安	0.34	7984387072	    14.59	       7646.78亿	          1.04	保险	7	0.28	70.55	70.30	71.42	69.67	70.35	0.24	70.59	  1.11	1130886	深圳	
601899	紫金矿业	10.09	4255657216	    36.59	        811.10亿	          5.90	黄金	385	0.86	--  	4.25	4.69	4.24	4.26	0.43	4.69	  3.89	9328026	福建	
000858	五 粮 液	3.80	4229394688	    33.05	       3069.42亿	          1.39	白酒	4762	0.11	80.87	79.99	81.98	78.44	77.90	2.96	80.86	  1.66	526706	四川	
600025	华能水电	-3.92	3674795520	    49.18	       1058.40亿	         34.58	水力发电	402	-0.16	5.89	6.11	6.11	5.75	6.12	-0.24	5.88	  0.90	6223553	云南	
000725	京东方Ａ	0.70	3651576064	    23.34	       2014.83亿	          1.86	元器件	69879	0.17	5.79	5.72	5.86	5.72	5.75	0.04	5.79	  0.71	6299493	北京	
600516	方大炭素	2.51	3526292736	    19.54	        526.08亿	          7.05	矿物制品	67	-0.02	29.40	28.60	29.72	28.30	28.69	0.72	29.41	  0.94	1212179	甘肃	
000063	中兴通讯	0.11	2892809984	    29.15	       1243.98亿	          2.33	通信设备	11506	0.00	36.23	36.25	36.81	35.60	36.18	0.04	36.22	  0.77	798085	深圳	
600111	北方稀土	6.62	2765772288	   115.59	        538.06亿	          5.26	小金属	885	-0.19	14.81	13.81	14.89	13.78	13.89	0.92	14.81	  2.57	1910426	内蒙	
000807	云铝股份	9.41	2575821824	    47.78	        269.81亿	         11.45	铝	25368	0.49	10.36	9.64	10.38	9.64	9.46	0.89	10.35	  2.35	2579623	云南	
601668	中国建筑	-3.14	2493633024	     7.80	       2682.00亿	          0.93	建筑施工	250	0.00	8.95	9.21	9.22	8.93	9.23	-0.29	8.94	  3.21	2764498	北京	
000933	神火股份	10.01	2174671104	    16.04	        190.05亿	         11.98	煤炭开采	2378	0.00	--  	9.07	10.00	9.02	9.09	0.91	10.00	  3.32	2275753	河南	
000792	盐湖股份	1.98	2147171328	--  	        401.75亿	          5.47	化工原料	21552	0.49	14.43	14.13	14.53	14.00	14.14	0.28	14.42	  2.58	1503831	青海	
603993	洛阳钼业	6.86	2099040896	    70.77	       1238.37亿	          2.37	小金属	729	-0.27	7.01	6.55	7.08	6.50	6.56	0.45	7.01	  3.14	3076336	河南	
000001	平安银行	-0.60	2052944512	     8.88	       2268.21亿	          0.92	银行	10214	-0.37	13.22	13.28	13.46	13.02	13.29	-0.08	13.21	  1.23	1553031	深圳	
002049	紫光国芯	2.96	2046073344	   102.52	        291.21亿	          7.18	元器件	6673	-0.01	48.00	45.50	48.49	45.09	46.61	1.38	47.99	  1.24	433050	河北	
600031	三一重工	1.79	1988893056	    28.92	        695.02亿	          2.88	工程机械	74	0.11	9.07	8.98	9.28	8.81	8.92	0.16	9.08	  1.53	2190092	湖南	
