                  联想集团 (00992)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  6FC.FS1   	  6FC.FS2   	  6FC.FL4   	  6FC.FL6   	  6FC.FL12  	  6FC.FL18  	  6FC.FL24  	  6FC.FT    	  6FC.FB    	  6FC.FHH   	  6FC.FLL   	  6FC.      	  6FC.      	XXFCN.FC    	XXFCN.FA    	XXFCN.FCD   	XXFCN.FFCD  	XXFCN.LCD   	XXFCN.LLCD  	XXFCN.FDH   	XXFCN.FDL   	XXFCN.      	XXFCN.      	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2016/09/28	   5.100	   5.170	   5.090	   5.120	         345667	      5.106	      5.133	      5.181	      5.153	      5.459	      5.094	      4.708	      5.188	      5.079	      5.289	      4.992	      0.000	      0.000	     -0.041	     -0.035	     -0.052	     -0.083	     -0.002	     -0.174	     -0.006	     -0.091	      0.000	      0.000	     -0.005	     -0.002	     -0.006	
 2016/09/29	   5.170	   5.170	   5.090	   5.120	         460201	      5.107	      5.135	      5.158	      5.150	      5.452	      5.120	      4.719	      5.186	      5.085	      5.264	      5.020	      0.000	      0.000	     -0.019	     -0.012	     -0.026	     -0.042	     -0.004	     -0.162	      0.015	     -0.068	      0.000	      0.000	     -0.006	     -0.003	     -0.005	
 2016/09/30	   5.110	   5.140	   5.050	   5.080	         445628	      5.097	      5.122	      5.132	      5.139	      5.443	      5.147	      4.732	      5.172	      5.072	      5.224	      5.027	      0.000	      0.000	     -0.036	     -0.026	     -0.014	     -0.013	     -0.009	     -0.144	      0.036	     -0.064	      0.000	      0.000	     -0.006	     -0.004	     -0.005	
 2016/10/03	   5.170	   5.180	   5.110	   5.120	         364620	      5.132	      5.117	      5.116	      5.134	      5.438	      5.176	      4.745	      5.161	      5.073	      5.193	      5.045	      0.000	      0.000	      0.017	      0.034	      0.007	      0.010	     -0.016	     -0.122	      0.065	     -0.052	      0.000	      0.000	     -0.006	     -0.004	     -0.004	
 2016/10/04	   5.120	   5.150	   5.070	   5.120	         476353	      5.121	      5.099	      5.096	      5.129	      5.429	      5.204	      4.756	      5.137	      5.061	      5.163	      5.043	      1.000	      1.000	      0.025	      0.018	      0.011	      0.024	     -0.026	     -0.098	      0.072	     -0.051	      0.000	      0.000	     -0.006	     -0.004	     -0.003	
 2016/10/05	   5.080	   5.150	   5.060	   5.120	         386615	      5.110	      5.101	      5.076	      5.127	      5.420	      5.229	      4.769	      5.143	      5.059	      5.160	      5.049	      0.000	      0.000	      0.025	      0.015	      0.027	      0.039	     -0.035	     -0.074	      0.088	     -0.032	      0.000	      0.000	     -0.005	     -0.005	     -0.002	
 2016/10/06	   5.180	   5.280	   5.160	   5.200	         728829	      5.166	      5.126	      5.080	      5.138	      5.418	      5.255	      4.783	      5.168	      5.084	      5.182	      5.074	      1.000	      1.000	      0.088	      0.102	      0.055	      0.055	     -0.039	     -0.051	      0.115	     -0.001	      0.000	      0.000	     -0.004	     -0.004	      0.002	
 2016/10/07	   5.210	   5.210	   5.130	   5.140	         348674	      5.183	      5.142	      5.079	      5.142	      5.408	      5.276	      4.796	      5.184	      5.100	      5.199	      5.087	      0.000	      0.000	      0.021	      0.041	      0.068	      0.067	     -0.039	     -0.030	      0.127	      0.013	      0.000	      0.000	     -0.003	     -0.004	      0.002	
 2016/10/11	   5.190	   5.190	   5.050	   5.090	         631156	      5.157	      5.143	      5.079	      5.149	      5.395	      5.295	      4.807	      5.192	      5.095	      5.209	      5.081	      0.000	      0.000	     -0.035	     -0.015	      0.060	      0.073	     -0.036	     -0.014	      0.113	      0.014	      0.000	      0.000	     -0.004	     -0.004	      0.001	
 2016/10/12	   5.060	   5.100	   5.030	   5.100	         328781	      5.115	      5.134	      5.078	      5.142	      5.374	      5.310	      4.818	      5.177	      5.091	      5.194	      5.076	      0.000	      0.000	     -0.019	     -0.042	      0.041	      0.068	     -0.029	     -0.004	      0.084	      0.007	      0.000	      1.000	     -0.004	     -0.004	      0.000	
 2016/10/13	   5.060	   5.100	   5.020	   5.040	         491649	      5.070	      5.110	      5.078	      5.128	      5.355	      5.325	      4.830	      5.154	      5.065	      5.172	      5.051	      0.000	      0.000	     -0.070	     -0.057	      0.011	      0.047	     -0.020	      0.000	      0.045	     -0.016	      0.000	      0.000	     -0.005	     -0.004	     -0.002	
 2016/10/14	   5.050	   5.090	   5.020	   5.080	         231205	      5.029	      5.088	      5.077	      5.112	      5.336	      5.334	      4.843	      5.133	      5.043	      5.153	      5.028	      0.000	      0.000	     -0.019	     -0.035	     -0.014	      0.020	     -0.010	     -0.001	      0.017	     -0.041	      0.000	      1.000	     -0.005	     -0.004	     -0.002	
 2016/10/17	   5.030	   5.070	   4.990	   5.040	         221463	      5.019	      5.065	      5.078	      5.094	      5.314	      5.341	      4.854	      5.108	      5.022	      5.132	      5.000	      0.000	      0.000	     -0.047	     -0.054	     -0.036	     -0.014	     -0.000	     -0.007	     -0.003	     -0.068	      0.000	      1.000	     -0.006	     -0.005	     -0.002	
 2016/10/18	   5.060	   5.090	   5.020	   5.090	         230627	      5.033	      5.053	      5.074	      5.075	      5.294	      5.346	      4.867	      5.093	      5.012	      5.122	      4.986	      0.000	      0.000	      0.007	     -0.016	     -0.046	     -0.044	      0.011	     -0.013	     -0.007	     -0.084	      0.000	      0.000	     -0.005	     -0.005	     -0.001	
 2016/10/19	   5.060	   5.090	   5.000	   5.050	         210879	      5.042	      5.034	      5.065	      5.058	      5.270	      5.348	      4.878	      5.075	      4.993	      5.110	      4.961	      0.000	      0.000	     -0.021	     -0.024	     -0.056	     -0.065	      0.018	     -0.019	     -0.011	     -0.099	      0.000	      1.000	     -0.006	     -0.005	     -0.001	
 2016/10/20	   5.040	   5.080	   5.030	   5.080	         295088	      5.048	      5.029	      5.054	      5.043	      5.247	      5.352	      4.888	      5.063	      4.995	      5.104	      4.959	      0.000	      0.000	      0.017	      0.000	     -0.049	     -0.071	      0.023	     -0.019	     -0.001	     -0.095	      0.000	      0.000	     -0.005	     -0.005	     -0.000	
 2016/10/24	   5.030	   5.080	   5.030	   5.070	         308848	      5.054	      5.022	      5.043	      5.031	      5.224	      5.356	      4.900	      5.050	      4.993	      5.098	      4.954	      1.000	      1.000	      0.014	      0.004	     -0.044	     -0.067	      0.024	     -0.017	      0.005	     -0.087	      0.000	      0.000	     -0.005	     -0.005	      0.000	
 2016/10/26	   5.050	   5.060	   5.000	   5.010	         381034	      5.046	      5.008	      5.039	      5.016	      5.201	      5.358	      4.911	      5.034	      4.983	      5.088	      4.939	      1.000	      1.000	     -0.036	     -0.022	     -0.043	     -0.058	      0.020	     -0.013	      0.000	     -0.078	      0.000	      0.000	     -0.006	     -0.005	     -0.001	
 2016/10/27	   5.050	   5.050	   4.910	   4.990	         566811	      5.007	      5.002	      5.022	      5.000	      5.175	      5.357	      4.919	      5.040	      4.964	      5.096	      4.919	      1.000	      1.000	     -0.035	     -0.042	     -0.033	     -0.046	      0.016	     -0.007	     -0.001	     -0.060	      0.000	      0.000	     -0.007	     -0.005	     -0.002	
 2016/10/28	   4.960	   4.990	   4.920	   4.960	         403840	      4.970	      4.990	      5.006	      4.984	      5.149	      5.355	      4.925	      5.026	      4.954	      5.081	      4.909	      0.000	      0.000	     -0.044	     -0.047	     -0.028	     -0.035	      0.008	      0.002	     -0.006	     -0.044	      0.000	      0.000	     -0.008	     -0.006	     -0.004	
 2016/10/31	   4.890	   4.980	   4.880	   4.920	         480610	      4.931	      4.970	      4.989	      4.972	      5.122	      5.350	      4.931	      5.013	      4.926	      5.064	      4.881	      0.000	      0.000	     -0.062	     -0.055	     -0.029	     -0.028	     -0.002	      0.010	     -0.014	     -0.039	      0.000	      0.000	     -0.009	     -0.006	     -0.005	
 2016/11/01	   4.960	   4.960	   4.850	   4.920	         346533	      4.899	      4.940	      4.972	      4.963	      5.095	      5.343	      4.936	      4.988	      4.892	      5.036	      4.846	      0.000	      0.000	     -0.038	     -0.048	     -0.037	     -0.028	     -0.013	      0.017	     -0.024	     -0.045	      0.000	      0.000	     -0.010	     -0.007	     -0.006	
 2016/11/02	   4.850	   4.890	   4.820	   4.850	         650534	      4.862	      4.902	      4.941	      4.950	      5.071	      5.337	      4.939	      4.948	      4.855	      4.997	      4.803	      1.000	      1.000	     -0.079	     -0.075	     -0.051	     -0.037	     -0.025	      0.023	     -0.038	     -0.061	      0.000	      0.000	     -0.012	     -0.008	     -0.008	
 2016/11/03	   4.900	   4.900	   4.760	   4.810	         404606	      4.832	      4.863	      4.909	      4.934	      5.050	      5.328	      4.938	      4.917	      4.808	      4.971	      4.744	      0.000	      0.000	     -0.092	     -0.079	     -0.062	     -0.049	     -0.039	      0.026	     -0.049	     -0.077	      0.000	      0.000	     -0.013	     -0.009	     -0.009	
 2016/11/04	   4.770	   4.900	   4.750	   4.800	         524051	      4.812	      4.827	      4.881	      4.922	      5.032	      5.318	      4.936	      4.890	      4.763	      4.951	      4.685	      0.000	      0.000	     -0.078	     -0.062	     -0.069	     -0.061	     -0.053	      0.024	     -0.057	     -0.089	      0.000	      0.000	     -0.015	     -0.010	     -0.010	
 2016/11/07	   4.740	   4.810	   4.740	   4.790	         522726	      4.779	      4.788	      4.848	      4.898	      5.015	      5.304	      4.934	      4.846	      4.729	      4.917	      4.639	      0.000	      0.000	     -0.062	     -0.072	     -0.078	     -0.075	     -0.066	      0.017	     -0.065	     -0.102	      0.000	      0.000	     -0.016	     -0.011	     -0.009	
 2016/11/08	   4.820	   4.820	   4.750	   4.790	         323580	      4.769	      4.761	      4.818	      4.875	      4.998	      5.292	      4.934	      4.816	      4.706	      4.897	      4.605	      0.000	      0.000	     -0.046	     -0.049	     -0.077	     -0.083	     -0.075	      0.007	     -0.062	     -0.102	      0.000	      0.000	     -0.016	     -0.012	     -0.008	
 2016/11/09	   4.810	   4.820	   4.530	   4.700	         964004	      4.713	      4.714	      4.778	      4.838	      4.973	      5.274	      4.931	      4.795	      4.633	      4.883	      4.517	      1.000	      1.000	     -0.105	     -0.121	     -0.096	     -0.094	     -0.086	     -0.006	     -0.079	     -0.126	      1.000	      0.000	     -0.018	     -0.013	     -0.009	
 2016/11/10	   4.750	   4.810	   4.750	   4.790	         528468	      4.729	      4.712	      4.755	      4.814	      4.953	      5.257	      4.933	      4.781	      4.643	      4.874	      4.523	      0.000	      0.000	     -0.002	     -0.008	     -0.073	     -0.090	     -0.092	     -0.019	     -0.057	     -0.102	      0.000	      0.000	     -0.017	     -0.014	     -0.007	
 2016/11/11	   4.760	   4.780	   4.680	   4.760	         448842	      4.721	      4.702	      4.728	      4.793	      4.929	      5.238	      4.936	      4.765	      4.639	      4.861	      4.519	      0.000	      0.000	     -0.008	     -0.028	     -0.061	     -0.079	     -0.094	     -0.032	     -0.046	     -0.085	      0.000	      0.000	     -0.017	     -0.014	     -0.005	
 2016/11/14	   4.730	   4.740	   4.630	   4.700	         371165	      4.702	      4.681	      4.707	      4.765	      4.902	      5.218	      4.941	      4.746	      4.617	      4.842	      4.501	      0.000	      0.000	     -0.040	     -0.050	     -0.058	     -0.069	     -0.094	     -0.044	     -0.046	     -0.079	      0.000	      0.000	     -0.017	     -0.015	     -0.005	
 2016/11/15	   4.740	   4.760	   4.670	   4.730	         293343	      4.702	      4.677	      4.692	      4.744	      4.877	      5.199	      4.949	      4.735	      4.619	      4.827	      4.512	      0.000	      0.000	      0.012	      0.002	     -0.039	     -0.053	     -0.088	     -0.054	     -0.030	     -0.062	      0.000	      0.000	     -0.017	     -0.015	     -0.003	
 2016/11/16	   4.790	   4.810	   4.720	   4.720	         284840	      4.740	      4.693	      4.686	      4.731	      4.856	      5.184	      4.957	      4.746	      4.639	      4.829	      4.546	      0.000	      0.000	      0.015	      0.045	     -0.004	     -0.026	     -0.075	     -0.059	      0.011	     -0.038	      0.000	      0.000	     -0.016	     -0.015	     -0.002	
 2016/11/17	   4.720	   4.810	   4.720	   4.720	         226791	      4.744	      4.711	      4.678	      4.721	      4.834	      5.171	      4.967	      4.760	      4.661	      4.830	      4.584	      0.000	      0.000	      0.021	      0.051	      0.028	      0.006	     -0.057	     -0.059	      0.053	     -0.020	      0.000	      0.000	     -0.016	     -0.015	     -0.001	
 2016/11/18	   4.710	   4.770	   4.690	   4.730	         253249	      4.752	      4.715	      4.667	      4.703	      4.812	      5.156	      4.976	      4.757	      4.673	      4.814	      4.614	      0.000	      0.000	      0.042	      0.042	      0.045	      0.037	     -0.037	     -0.053	      0.078	     -0.014	      0.000	      0.000	     -0.015	     -0.015	      0.001	
 2016/11/21	   4.730	   4.800	   4.680	   4.760	         316557	      4.756	      4.723	      4.661	      4.688	      4.791	      5.140	      4.985	      4.768	      4.678	      4.813	      4.634	      0.000	      0.000	      0.077	      0.064	      0.062	      0.061	     -0.018	     -0.042	      0.102	     -0.004	      0.000	      0.000	     -0.013	     -0.015	      0.003	
 2016/11/22	   4.720	   4.860	   4.720	   4.810	         595481	      4.770	      4.749	      4.664	      4.681	      4.778	      5.125	      4.995	      4.802	      4.695	      4.833	      4.661	      1.000	      1.000	      0.122	      0.108	      0.090	      0.089	      0.003	     -0.028	      0.140	      0.018	      0.000	      0.000	     -0.011	     -0.014	      0.006	
 2016/11/23	   4.810	   4.850	   4.800	   4.820	         191972	      4.797	      4.777	      4.676	      4.680	      4.773	      5.110	      5.007	      4.818	      4.736	      4.845	      4.701	      0.000	      0.000	      0.120	      0.123	      0.116	      0.116	      0.026	     -0.010	      0.172	      0.044	      0.000	      1.000	     -0.009	     -0.013	      0.009	
 2016/11/24	   4.810	   4.820	   4.750	   4.790	         206807	      4.804	      4.794	      4.684	      4.674	      4.763	      5.093	      5.019	      4.827	      4.762	      4.855	      4.718	      0.000	      0.000	      0.087	      0.083	      0.125	      0.134	      0.047	      0.009	      0.184	      0.052	      0.000	      0.000	     -0.008	     -0.012	      0.009	
 2016/11/25	   4.780	   4.850	   4.770	   4.810	         234313	      4.821	      4.800	      4.699	      4.674	      4.754	      5.079	      5.032	      4.843	      4.756	      4.877	      4.707	      0.000	      0.000	      0.099	      0.099	      0.121	      0.140	      0.066	      0.026	      0.180	      0.054	      0.000	      0.000	     -0.006	     -0.011	      0.010	
 2016/11/28	   4.840	   4.890	   4.810	   4.820	         323381	      4.841	      4.830	      4.723	      4.679	      4.750	      5.065	      5.046	      4.869	      4.790	      4.911	      4.733	      0.000	      0.000	      0.095	      0.115	      0.136	      0.147	      0.086	      0.042	      0.192	      0.077	      0.000	      0.000	     -0.005	     -0.010	      0.010	
 2016/11/29	   4.810	   4.810	   4.760	   4.790	         381513	      4.813	      4.829	      4.737	      4.677	      4.745	      5.050	      5.057	      4.864	      4.795	      4.910	      4.734	      0.000	      0.000	      0.060	      0.056	      0.121	      0.144	      0.102	      0.053	      0.167	      0.074	      0.000	      0.000	     -0.004	     -0.009	      0.009	
 2016/11/30	   4.820	   4.820	   4.780	   4.810	         632726	      4.803	      4.824	      4.751	      4.685	      4.740	      5.035	      5.065	      4.853	      4.795	      4.900	      4.734	      1.000	      1.000	      0.075	      0.068	      0.101	      0.129	      0.114	      0.060	      0.138	      0.066	      0.000	      0.000	     -0.004	     -0.008	      0.009	
 2016/12/01	   4.810	   4.880	   4.810	   4.840	         338080	      4.827	      4.832	      4.772	      4.697	      4.737	      5.020	      5.073	      4.860	      4.804	      4.904	      4.747	      0.000	      0.000	      0.092	      0.096	      0.096	      0.112	      0.124	      0.065	      0.125	      0.069	      0.000	      0.000	     -0.002	     -0.007	      0.009	
 2016/12/02	   4.810	   4.850	   4.790	   4.820	         270130	      4.822	      4.836	      4.788	      4.705	      4.738	      5.003	      5.079	      4.862	      4.811	      4.903	      4.757	      0.000	      0.000	      0.064	      0.064	      0.087	      0.096	      0.132	      0.067	      0.109	      0.066	      0.000	      0.000	     -0.002	     -0.006	      0.009	
 2016/12/05	   4.860	   4.860	   4.700	   4.770	         376545	      4.799	      4.827	      4.797	      4.707	      4.732	      4.982	      5.083	      4.866	      4.788	      4.903	      4.740	      0.000	      0.000	      0.014	      0.020	      0.068	      0.077	      0.137	      0.067	      0.085	      0.044	      0.000	      0.000	     -0.002	     -0.005	      0.006	
 2016/12/06	   4.790	   4.830	   4.750	   4.780	         197691	      4.799	      4.814	      4.805	      4.711	      4.723	      4.963	      5.087	      4.852	      4.775	      4.882	      4.735	      0.000	      0.000	      0.018	      0.024	      0.047	      0.057	      0.136	      0.065	      0.069	      0.015	      0.000	      0.000	     -0.002	     -0.005	      0.005	
 2016/12/07	   4.820	   4.830	   4.740	   4.780	         171128	      4.783	      4.799	      4.810	      4.715	      4.714	      4.944	      5.087	      4.841	      4.756	      4.861	      4.725	      0.000	      0.000	      0.019	      0.022	      0.028	      0.034	      0.131	      0.062	      0.056	     -0.013	      0.000	      1.000	     -0.002	     -0.004	      0.004	
 2016/12/08	   4.810	   4.810	   4.760	   4.790	         283218	      4.773	      4.790	      4.815	      4.719	      4.705	      4.925	      5.086	      4.833	      4.747	      4.849	      4.724	      0.000	      0.000	      0.026	      0.022	      0.017	      0.018	      0.123	      0.059	      0.050	     -0.029	      0.000	      0.000	     -0.002	     -0.004	      0.004	
 2016/12/09	   4.770	   4.820	   4.770	   4.780	         261596	      4.784	      4.790	      4.819	      4.727	      4.696	      4.907	      5.084	      4.828	      4.753	      4.842	      4.732	      0.000	      0.000	      0.014	      0.024	      0.015	      0.008	      0.113	      0.055	      0.050	     -0.032	      0.000	      0.000	     -0.002	     -0.004	      0.003	
 2016/12/12	   4.800	   4.840	   4.740	   4.770	         503598	      4.792	      4.784	      4.822	      4.735	      4.687	      4.887	      5.079	      4.825	      4.743	      4.840	      4.720	      1.000	      1.000	      0.006	      0.020	      0.009	     -0.001	      0.100	      0.053	      0.042	     -0.036	      0.000	      0.000	     -0.002	     -0.003	      0.002	
 2016/12/13	   4.760	   4.800	   4.740	   4.770	         342470	      4.780	      4.775	      4.812	      4.742	      4.679	      4.866	      5.075	      4.814	      4.736	      4.832	      4.711	      0.000	      0.000	      0.010	      0.010	      0.004	     -0.007	      0.086	      0.051	      0.034	     -0.038	      0.000	      0.000	     -0.002	     -0.003	      0.002	
 2016/12/14	   4.820	   4.820	   4.710	   4.740	         439333	      4.771	      4.773	      4.810	      4.750	      4.671	      4.846	      5.071	      4.818	      4.729	      4.836	      4.701	      0.000	      0.000	     -0.018	     -0.001	      0.005	     -0.006	      0.070	      0.050	      0.033	     -0.033	      0.000	      0.000	     -0.003	     -0.003	      0.001	
 2016/12/15	   4.710	   4.730	   4.640	   4.710	         663257	      4.721	      4.741	      4.791	      4.750	      4.660	      4.823	      5.064	      4.785	      4.696	      4.808	      4.663	      1.000	      1.000	     -0.035	     -0.052	     -0.021	     -0.014	      0.051	      0.047	      0.007	     -0.055	      1.000	      0.000	     -0.004	     -0.003	     -0.001	
 2016/12/16	   4.680	   4.750	   4.660	   4.730	         468896	      4.697	      4.720	      4.772	      4.750	      4.651	      4.802	      5.058	      4.763	      4.677	      4.793	      4.639	      0.000	      0.000	     -0.005	     -0.022	     -0.032	     -0.024	      0.031	      0.044	     -0.004	     -0.060	      0.000	      0.000	     -0.004	     -0.003	     -0.001	
 2016/12/19	   4.700	   4.740	   4.650	   4.710	         231684	      4.681	      4.707	      4.754	      4.749	      4.644	      4.782	      5.050	      4.750	      4.665	      4.785	      4.623	      0.000	      0.000	     -0.015	     -0.025	     -0.034	     -0.033	      0.010	      0.041	     -0.008	     -0.058	      0.000	      0.000	     -0.004	     -0.004	     -0.002	
 2016/12/20	   4.670	   4.710	   4.660	   4.700	         283431	      4.674	      4.693	      4.738	      4.747	      4.640	      4.762	      5.041	      4.728	      4.658	      4.769	      4.617	      0.000	      0.000	     -0.017	     -0.027	     -0.037	     -0.041	     -0.009	      0.040	     -0.012	     -0.058	      0.000	      0.000	     -0.005	     -0.004	     -0.002	
 2016/12/21	   4.690	   4.720	   4.650	   4.690	         241710	      4.674	      4.678	      4.724	      4.745	      4.638	      4.742	      5.031	      4.717	      4.639	      4.761	      4.596	      0.000	      0.000	     -0.021	     -0.024	     -0.041	     -0.047	     -0.027	      0.038	     -0.017	     -0.062	      0.000	      0.000	     -0.005	     -0.004	     -0.002	
 2016/12/22	   4.660	   4.700	   4.650	   4.680	         282922	      4.680	      4.665	      4.705	      4.739	      4.636	      4.727	      5.023	      4.700	      4.630	      4.748	      4.585	      0.000	      0.000	     -0.022	     -0.026	     -0.043	     -0.050	     -0.042	      0.037	     -0.020	     -0.064	      0.000	      0.000	     -0.006	     -0.004	     -0.003	
 2016/12/23	   4.660	   4.730	   4.650	   4.670	         214990	      4.680	      4.660	      4.691	      4.735	      4.634	      4.715	      5.015	      4.697	      4.623	      4.747	      4.576	      0.000	      0.000	     -0.028	     -0.014	     -0.038	     -0.049	     -0.054	      0.036	     -0.016	     -0.056	      0.000	      0.000	     -0.006	     -0.005	     -0.003	
 2016/12/28	   4.640	   4.670	   4.610	   4.660	         291472	      4.659	      4.644	      4.673	      4.726	      4.631	      4.703	      5.004	      4.677	      4.611	      4.730	      4.563	      1.000	      1.000	     -0.029	     -0.042	     -0.045	     -0.046	     -0.065	      0.033	     -0.025	     -0.060	      0.000	      0.000	     -0.006	     -0.005	     -0.003	
 2016/12/29	   4.630	   4.660	   4.590	   4.630	         356013	      4.637	      4.631	      4.657	      4.713	      4.624	      4.693	      4.991	      4.661	      4.601	      4.716	      4.553	      1.000	      1.000	     -0.046	     -0.049	     -0.048	     -0.047	     -0.073	      0.028	     -0.030	     -0.059	      0.000	      0.000	     -0.007	     -0.005	     -0.004	
 2016/12/30	   4.600	   4.800	   4.600	   4.700	         741540	      4.660	      4.646	      4.652	      4.710	      4.620	      4.686	      4.982	      4.696	      4.595	      4.746	      4.550	      1.000	      1.000	      0.025	      0.025	     -0.025	     -0.039	     -0.075	      0.025	     -0.013	     -0.030	      1.000	      0.000	     -0.006	     -0.006	     -0.001	
 2017/01/03	   4.740	   4.870	   4.690	   4.790	         696632	      4.724	      4.684	      4.662	      4.709	      4.620	      4.680	      4.973	      4.746	      4.622	      4.790	      4.583	      0.000	      0.000	      0.102	      0.096	      0.014	     -0.016	     -0.068	      0.025	      0.039	      0.005	      0.000	      0.000	     -0.004	     -0.005	      0.003	
 2017/01/04	   4.800	   4.920	   4.790	   4.900	        1053369	      4.809	      4.743	      4.688	      4.722	      4.623	      4.676	      4.964	      4.812	      4.674	      4.855	      4.643	      1.000	      1.000	      0.190	      0.160	      0.065	      0.024	     -0.054	      0.027	      0.109	      0.041	      1.000	      0.000	     -0.000	     -0.004	      0.008	
 2017/01/05	   4.950	   5.050	   4.930	   4.980	        1044053	      4.945	      4.825	      4.729	      4.746	      4.638	      4.677	      4.959	      4.897	      4.754	      4.959	      4.712	      0.000	      0.000	      0.232	      0.239	      0.128	      0.081	     -0.027	      0.035	      0.196	      0.082	      0.000	      0.000	      0.004	     -0.003	      0.014	
 2017/01/06	   5.040	   5.040	   4.890	   4.960	         543039	      5.008	      4.892	      4.765	      4.763	      4.649	      4.675	      4.953	      4.970	      4.814	      5.060	      4.751	      0.000	      0.000	      0.179	      0.182	      0.168	      0.139	      0.003	      0.046	      0.255	      0.103	      0.000	      0.000	      0.007	     -0.001	      0.016	
 2017/01/09	   5.010	   5.040	   4.970	   5.020	         568711	      5.041	      4.959	      4.810	      4.786	      4.664	      4.676	      4.949	      5.031	      4.886	      5.148	      4.797	      0.000	      0.000	      0.204	      0.194	      0.201	      0.195	      0.037	      0.059	      0.302	      0.118	      0.000	      0.000	      0.010	      0.001	      0.018	
 2017/01/10	   5.000	   5.030	   4.980	   5.010	         446683	      5.044	      5.012	      4.851	      4.809	      4.680	      4.676	      4.946	      5.072	      4.952	      5.213	      4.835	      0.000	      0.000	      0.159	      0.156	      0.214	      0.235	      0.072	      0.072	      0.321	      0.119	      0.000	      0.000	      0.012	      0.003	      0.018	
 2017/01/11	   5.020	   5.020	   4.980	   5.000	         535377	      5.028	      5.051	      4.887	      4.831	      4.695	      4.676	      4.945	      5.099	      5.003	      5.258	      4.861	      0.000	      0.000	      0.118	      0.118	      0.211	      0.251	      0.104	      0.085	      0.317	      0.108	      0.000	      0.000	      0.013	      0.005	      0.016	
 2017/01/12	   5.020	   5.140	   4.980	   5.110	         993542	      5.037	      5.094	      4.930	      4.857	      4.711	      4.679	      4.944	      5.147	      5.041	      5.321	      4.880	      0.000	      0.000	      0.191	      0.158	      0.209	      0.251	      0.134	      0.097	      0.306	      0.107	      0.000	      0.000	      0.015	      0.007	      0.017	
 2017/01/13	   5.140	   5.180	   5.080	   5.120	         585096	      5.098	      5.145	      4.981	      4.889	      4.731	      4.685	      4.945	      5.194	      5.096	      5.380	      4.917	      0.000	      0.000	      0.158	      0.164	      0.212	      0.242	      0.160	      0.109	      0.290	      0.117	      0.000	      0.000	      0.017	      0.009	      0.017	
 2017/01/16	   5.120	   5.200	   5.110	   5.150	         725005	      5.144	      5.179	      5.032	      4.925	      4.753	      4.695	      4.945	      5.221	      5.137	      5.409	      4.947	      0.000	      0.000	      0.143	      0.146	      0.195	      0.222	      0.182	      0.118	      0.252	      0.116	      0.000	      0.000	      0.019	      0.011	      0.017	
 2017/01/17	   5.160	   5.210	   5.140	   5.160	         456621	      5.186	      5.196	      5.084	      4.963	      4.776	      4.708	      4.945	      5.228	      5.164	      5.405	      4.971	      0.000	      0.000	      0.113	      0.123	      0.165	      0.195	      0.196	      0.124	      0.203	      0.107	      0.000	      0.000	      0.020	      0.012	      0.015	
 2017/01/18	   5.190	   5.190	   5.130	   5.180	         625942	      5.197	      5.200	      5.130	      4.996	      4.797	      4.720	      4.944	      5.231	      5.169	      5.391	      4.985	      0.000	      0.000	      0.099	      0.086	      0.126	      0.158	      0.202	      0.126	      0.161	      0.087	      0.000	      0.000	      0.021	      0.014	      0.014	
 2017/01/19	   5.190	   5.190	   5.100	   5.130	         714449	      5.176	      5.196	      5.167	      5.027	      4.819	      4.731	      4.944	      5.231	      5.160	      5.368	      4.995	      0.000	      0.000	      0.022	      0.032	      0.083	      0.115	      0.201	      0.123	      0.132	      0.043	      0.000	      0.000	      0.020	      0.015	      0.010	
 2017/01/20	   5.080	   5.130	   5.070	   5.080	         466037	      5.130	      5.176	      5.193	      5.053	      4.837	      4.741	      4.942	      5.210	      5.142	      5.319	      5.003	      0.000	      0.000	     -0.046	     -0.033	      0.033	      0.064	      0.192	      0.117	      0.099	     -0.024	      0.000	      0.000	      0.018	      0.015	      0.005	
 2017/01/23	   5.100	   5.120	   5.000	   5.020	         389771	      5.081	      5.158	      5.203	      5.071	      4.854	      4.751	      4.939	      5.199	      5.117	      5.284	      5.003	      0.000	      0.000	     -0.116	     -0.089	     -0.009	      0.010	      0.175	      0.106	      0.071	     -0.087	      0.000	      0.000	      0.015	      0.015	     -0.000	
 2017/01/24	   5.010	   5.050	   4.950	   4.980	         680932	      5.020	      5.115	      5.202	      5.082	      4.870	      4.759	      4.935	      5.163	      5.067	      5.228	      4.980	      0.000	      0.000	     -0.152	     -0.139	     -0.065	     -0.049	      0.148	      0.092	      0.028	     -0.165	      0.000	      0.000	      0.012	      0.015	     -0.005	
 2017/01/25	   4.920	   5.050	   4.900	   5.030	         879985	      4.973	      5.070	      5.193	      5.092	      4.883	      4.765	      4.928	      5.127	      5.014	      5.179	      4.944	      1.000	      1.000	     -0.094	     -0.131	     -0.113	     -0.105	      0.114	      0.074	     -0.008	     -0.232	      0.000	      0.000	      0.011	      0.014	     -0.007	
 2017/01/26	   5.010	   5.140	   5.010	   5.130	         562292	      5.003	      5.056	      5.196	      5.111	      4.901	      4.778	      4.923	      5.115	      4.997	      5.161	      4.935	      0.000	      0.000	      0.004	     -0.032	     -0.125	     -0.143	      0.078	      0.055	     -0.016	     -0.255	      0.000	      0.000	      0.011	      0.014	     -0.005	
