代码	名称	涨幅%%	总金额	现价	昨收	每手	总量	涨速%%	今开	最高	最低	抛空额	股息率%%	振幅%%	涨跌	细分行业	抛空量	按盘价	
00700	腾讯控股	3.28	14687297536	378.000	366.000	100	39232604	-0.11	373.800	379.400	367.200	--  	0.00	3.33	12.000	软件服务	--  	378.000	
02318	中国平安	2.40	5829913088	74.750	73.000	500	78324344	-0.33	74.250	75.550	73.100	--  	0.00	3.36	1.750	保险	--  	74.750	
00175	吉利汽车	-2.59	2789582080	24.450	25.100	1000	113531104	0.20	25.950	26.300	23.700	--  	0.00	10.36	-0.650	汽车	--  	24.450	
02382	舜宇光学科技	2.48	2210725376	111.700	109.000	1000	20040936	0.45	112.700	114.500	106.600	--  	0.00	7.25	2.700	工业工程	--  	111.700	
00005	汇丰控股	0.20	2099918848	76.250	76.100	400	27425846	-0.20	76.150	77.000	76.150	--  	1.02	1.12	0.150	银行	--  	76.250	
00388	香港交易所	1.55	2046816384	223.400	220.000	100	9213222	0.18	222.600	224.000	218.600	--  	0.00	2.45	3.400	其他金融	--  	223.400	
01918	融创中国	-1.98	1878709120	32.250	32.900	1000	58914600	-0.15	33.050	33.500	30.650	--  	0.00	8.66	-0.650	地产	--  	32.250	
00939	建设银行	0.15	1728260736	6.650	6.640	1000	258540224	-0.30	6.650	6.750	6.640	--  	0.00	1.66	0.010	银行	--  	6.650	
01299	友邦保险	-1.62	1550772480	60.800	61.800	200	25351354	-0.16	62.150	62.200	60.750	--  	0.42	2.35	-1.000	保险	--  	60.800	
02628	中国人寿	0.21	1427806848	24.200	24.150	1000	58963380	-0.21	24.300	24.500	23.900	--  	0.00	2.48	0.050	保险	--  	24.200	
02018	瑞声科技	2.95	1372898560	143.000	138.900	500	9658819	-0.14	142.200	147.100	138.800	--  	0.00	5.98	4.100	信息器材	--  	143.000	
01398	工商银行	0.00	1129523200	5.890	5.890	1000	190817680	-0.34	5.890	5.970	5.880	--  	0.00	1.53	0.000	银行	--  	5.890	
00941	中国移动	-0.97	1091519104	76.600	77.350	500	14191212	0.00	77.400	77.750	76.250	--  	6.30	1.94	-0.750	电讯	--  	76.600	
03333	中国恒大	-2.96	1038941440	24.550	25.300	1000	43197616	1.03	25.200	25.600	22.800	--  	0.00	11.07	-0.750	地产	--  	24.550	
