代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	-1.10	5882969600	    14.19	       7435.54亿	          0.79	保险	209	0.26	68.63	69.35	69.81	67.60	69.40	-0.76	68.64	  0.65	859704	深圳	
000725	京东方Ａ	-2.28	4004937984	    22.49	       1941.75亿	          2.10	元器件	126162	-0.17	5.59	5.68	5.69	5.58	5.71	-0.13	5.58	  0.67	7116015	北京	
601313	江南嘉捷	7.11	3552721920	   334.23	        199.78亿	         18.09	运输设备	201	-1.82	50.08	46.40	51.66	45.82	46.96	3.34	50.30	  1.32	718458	江苏	
600460	士兰微	0.69	3497120256	   101.68	        183.08亿	         18.78	半导体	443	-0.67	14.66	14.50	15.45	14.32	14.58	0.10	14.68	  1.20	2342605	浙江	
600519	贵州茅台	-1.33	3155212032	    29.07	       7746.85亿	          0.41	白酒	6	0.01	616.80	624.95	624.99	615.26	625.01	-8.32	616.69	  1.04	51033	贵州	
002230	科大讯飞	-4.44	2878759680	   377.77	        849.32亿	          3.94	软件服务	13298	-0.15	61.16	62.85	63.10	61.11	64.00	-2.84	61.16	  0.73	464354	安徽	
000651	格力电器	-2.74	2495845120	    11.91	       2454.42亿	          1.01	家用电器	14124	-0.09	40.81	41.78	42.05	40.70	41.95	-1.15	40.80	  0.93	605528	广东	
600030	中信证券	-3.37	2423905536	    21.33	       1830.96亿	          1.31	证券	1483	-0.31	18.61	19.12	19.21	18.59	19.26	-0.65	18.61	  0.70	1285133	深圳	
600487	亨通光电	-4.92	2386864128	    23.97	        533.98亿	          4.86	通信设备	42	-0.14	39.26	39.52	40.68	38.98	41.30	-2.03	39.27	  1.08	602714	江苏	
000063	中兴通讯	-2.05	2123092864	    27.25	       1162.93亿	          1.81	通信设备	10253	-0.11	33.86	34.37	34.64	33.79	34.57	-0.71	33.86	  0.60	622067	深圳	
600048	保利地产	1.10	2033108352	    13.81	       1522.62亿	          1.34	全国地产	133	0.39	12.84	12.73	13.35	12.72	12.70	0.14	12.84	  0.86	1566830	广东	
000333	美的集团	-3.57	1893349760	    16.02	       3203.10亿	          0.60	家用电器	9373	0.10	49.14	50.89	51.08	49.05	50.95	-1.82	49.13	  1.22	380429	广东	
600036	招商银行	-2.35	1846806144	     9.09	       5827.68亿	          0.32	银行	470	0.32	28.29	28.70	29.07	27.85	28.93	-0.68	28.25	  1.08	652153	深圳	
600522	中天科技	-0.83	1830737664	    24.90	        477.69亿	          5.11	通信设备	928	0.26	15.60	15.51	16.06	15.38	15.71	-0.13	15.58	  1.07	1162647	江苏	
002049	紫光国芯	-4.44	1824248960	    98.01	        278.41亿	          6.46	元器件	8273	-0.29	45.88	47.30	47.72	45.62	48.01	-2.13	45.88	  0.72	389590	河北	
000002	万 科Ａ	-2.66	1807843200	    22.36	       2912.40亿	          0.61	全国地产	3711	0.03	29.96	30.57	31.90	29.90	30.77	-0.82	29.95	  1.02	590007	深圳	
601766	中国中车	-0.26	1783976192	    36.83	       2834.19亿	          0.66	运输设备	207	0.69	11.67	11.61	11.94	11.57	11.68	-0.03	11.65	  0.77	1519104	北京	
300038	梅泰诺	7.87	1760204032	    47.62	        201.93亿	         25.61	通信设备	5818	0.50	48.25	44.75	49.20	44.60	44.73	3.52	48.25	  1.17	373191	北京	
002129	中环股份	-4.99	1744350848	    46.66	        281.88亿	          6.05	半导体	51518	-0.08	10.67	11.14	11.14	10.62	11.22	-0.56	10.66	  0.80	1600971	天津	
600206	有研新材	5.12	1736034560	   165.71	        106.86亿	         16.39	半导体	285	0.16	12.75	12.36	13.10	12.19	12.12	0.62	12.74	  1.96	1374712	北京	
600171	上海贝岭	-1.18	1719496192	    52.59	        106.93亿	         15.85	半导体	133	-0.49	15.88	15.87	16.58	15.67	16.06	-0.19	15.87	  1.65	1068038	上海	
601166	兴业银行	-1.03	1569350656	     5.74	       3610.55亿	          0.47	银行	4141	0.23	17.38	17.56	17.62	17.22	17.56	-0.18	17.38	  1.01	903195	福建	
000858	五 粮 液	-3.45	1552376704	    26.96	       2503.82亿	          0.61	白酒	1907	-0.29	65.97	68.00	68.80	65.80	68.32	-2.36	65.96	  0.82	231990	四川	
000001	平安银行	-1.91	1526953344	     8.63	       2202.96亿	          0.70	银行	20586	0.16	12.84	13.05	13.14	12.75	13.08	-0.25	12.83	  0.74	1181958	深圳	
600516	方大炭素	0.00	1455580032	    15.89	        427.70亿	          3.51	矿物制品	31	-0.24	23.89	23.83	24.51	23.72	23.91	0.00	23.91	  0.84	603178	甘肃	
600585	海螺水泥	-3.39	1431959936	    11.91	       1175.51亿	          1.22	水泥	513	1.07	29.40	29.85	30.08	29.03	30.42	-1.03	29.39	  0.71	487868	安徽	
000830	鲁西化工	-1.74	1400659328	    16.24	        232.03亿	          5.82	农药化肥	11493	-0.43	15.84	15.85	17.04	15.79	16.12	-0.28	15.84	  1.05	851567	山东	
600807	天业股份	2.76	1361719808	    75.97	         95.36亿	         16.15	区域地产	388	-0.54	10.77	10.42	11.09	10.26	10.49	0.29	10.78	  1.32	1270840	山东	
300059	东方财富	-3.24	1325081472	    96.44	        588.42亿	          2.97	互联网	30192	-0.79	13.73	14.05	14.24	13.71	14.18	-0.46	13.72	  0.73	947885	上海	
000636	风华高科	-8.19	1297081344	    44.14	        107.43亿	         12.83	元器件	29219	-0.16	12.01	12.89	12.97	12.00	13.07	-1.07	12.00	  1.05	1042528	广东	
601668	中国建筑	-0.10	1258298496	     8.41	       2892.00亿	          0.44	建筑施工	87	0.31	9.65	9.64	9.78	9.59	9.65	-0.01	9.64	  0.63	1301529	北京	
300618	寒锐钴业	-7.58	1250882944	    66.82	        277.80亿	         17.48	小金属	752	-0.21	231.50	249.00	251.97	227.50	250.50	-19.00	231.50	  1.15	52454	江苏	
000839	中信国安	2.65	1243445120	   110.19	        364.15亿	          3.44	综合类	18868	-0.42	9.29	9.06	9.49	8.90	9.05	0.24	9.29	  1.20	1347333	北京	
300355	蒙草生态	0.83	1232418560	    22.49	        215.29亿	          7.90	环境保护	10851	0.00	13.42	13.32	13.64	13.21	13.31	0.11	13.42	  1.31	915370	内蒙	
002185	华天科技	-2.99	1231704320	    36.11	        186.69亿	          6.52	半导体	14863	-0.33	8.77	8.89	9.04	8.75	9.03	-0.27	8.76	  1.09	1388159	甘肃	
601336	新华保险	-3.25	1171028096	    29.25	       1314.66亿	          0.89	保险	11	0.33	63.06	64.90	64.90	62.20	65.16	-2.12	63.04	  0.95	186068	北京	
600887	伊利股份	-1.97	1122547584	    26.69	       1757.29亿	          0.64	乳制品	51	-0.13	28.93	29.45	29.80	28.80	29.49	-0.58	28.91	  0.67	384830	内蒙	
300708	聚灿光电	8.72	1095393024	    60.41	         74.75亿	         59.70	半导体	2401	-0.23	29.05	28.00	29.39	27.23	26.72	2.33	29.05	  2.29	384069	江苏	
002415	海康威视	-2.27	1077696384	    41.67	       3418.37亿	          0.40	电器仪表	1404	0.11	37.05	37.95	37.95	36.78	37.90	-0.86	37.04	  0.91	290324	浙江	
002110	三钢闽光	-2.75	1041529792	     8.39	        277.06亿	          5.11	普钢	16369	-0.63	20.18	20.40	21.18	20.04	20.74	-0.57	20.17	  0.76	506429	福建	
000717	韶钢松山	-5.25	1002674240	     9.36	        218.48亿	          4.50	普钢	21381	-0.32	9.03	9.40	9.48	8.96	9.53	-0.50	9.03	  0.86	1088169	广东	
603799	华友钴业	-4.02	993833152	    32.35	        473.61亿	          4.53	小金属	10	-0.51	79.94	82.61	83.38	79.50	83.26	-3.35	79.91	  0.77	122943	浙江	
600050	中国联通	-1.14	980060096	   119.78	       2095.21亿	          0.66	电信运营	125	-0.13	6.94	6.98	7.03	6.93	7.01	-0.08	6.93	  0.67	1405662	上海	
002600	江粉磁材	9.97	974283712	    81.95	        251.92亿	          6.94	元器件	1380	0.00	--  	10.30	10.70	9.97	9.73	0.97	10.70	  1.73	921801	广东	
601398	工商银行	-1.17	969897024	     6.92	      15907.12亿	          0.06	银行	318	0.34	5.90	5.94	5.96	5.85	5.97	-0.07	5.90	  0.79	1646660	北京	
002460	赣锋锂业	-2.83	938378240	    37.05	        495.80亿	          2.63	小金属	1887	0.03	68.02	69.50	69.91	67.89	70.00	-1.98	68.02	  0.71	136677	江西	
603019	中科曙光	-4.01	936514112	   268.58	        271.10亿	          3.40	电脑设备	7	-0.01	42.15	43.50	43.69	41.95	43.92	-1.76	42.16	  0.78	218754	天津	
002001	新 和 成	-0.44	927654656	    33.08	        397.46亿	          2.34	化学制药	3757	-1.02	36.52	36.85	37.69	36.15	36.66	-0.16	36.50	  0.74	251117	浙江	
002156	通富微电	-3.49	917979136	    79.32	        131.89亿	          6.82	半导体	12448	-0.21	13.57	13.81	14.15	13.53	14.05	-0.49	13.56	  0.87	662976	江苏	
600435	北方导航	6.39	908825216	  3697.58	        198.38亿	          4.60	专用机械	72	0.00	13.33	12.55	13.70	12.54	12.52	0.80	13.32	  6.04	685657	北京	
600016	民生银行	0.00	892833536	     6.03	       2621.24亿	          0.34	银行	63	0.45	8.87	8.83	8.90	8.72	8.87	0.00	8.87	  0.72	1012625	北京	
002079	苏州固锝	-2.55	887749376	    67.76	         72.36亿	         12.12	半导体	16331	-0.49	9.95	10.15	10.30	9.90	10.20	-0.26	9.94	  1.20	879644	江苏	
000670	盈方微	7.88	882978624	--  	         58.14亿	         20.77	元器件	20272	0.28	7.13	7.11	7.25	6.89	6.60	0.52	7.12	  2.72	1246655	湖北	
600340	华夏幸福	0.71	869419520	    11.61	        963.90亿	          0.89	区域地产	74	0.09	32.65	32.50	33.33	32.41	32.39	0.23	32.62	  1.23	264171	河北	
601989	中国重工	1.31	868120128	    80.02	       1179.14亿	          0.76	船舶	110	0.00	6.19	6.09	6.26	6.07	6.10	0.08	6.18	  1.89	1400274	北京	
603711	香飘飘	6.02	865069184	   116.21	        126.80亿	         68.53	软饮料	115	0.22	31.68	32.89	32.89	30.51	29.90	1.80	31.70	 21.97	274173	浙江	
601012	隆基股份	-1.84	857181632	    21.77	        650.46亿	          1.33	半导体	8	0.03	32.59	32.68	33.28	32.07	33.20	-0.61	32.59	  0.55	262047	陕西	
300676	华大基因	3.01	855555136	   198.58	        827.21亿	         10.48	医疗保健	903	0.07	206.75	200.01	209.90	196.70	200.71	6.04	206.75	  1.10	42034	深圳	
600031	三一重工	-2.20	853898240	    28.28	        679.71亿	          1.26	工程机械	900	0.23	8.88	9.03	9.15	8.80	9.08	-0.20	8.88	  0.66	953816	湖南	
600115	东方航空	1.34	833094080	    10.35	        740.54亿	          1.11	空运	589	-0.12	7.56	7.41	7.76	7.39	7.45	0.10	7.55	  1.13	1091323	上海	
600019	宝钢股份	-2.82	824396864	    11.73	       1825.68亿	          0.45	普钢	96	-0.23	8.25	8.40	8.47	8.24	8.50	-0.24	8.26	  0.55	987073	上海	
