代码	名称	涨幅%%	总金额	市盈(动)	AB股总市值	换手%%	细分行业	现量	涨速%%	卖价	今开	最高	最低	昨收	涨跌	现价	量比	总量	地区	
601318	中国平安	4.15	7706091008	    14.78	       7744.27亿	          1.01	保险	2	-0.09	71.50	68.94	71.86	68.66	68.64	2.85	71.49	  0.86	1095632	深圳	
000725	京东方Ａ	1.61	4774626816	    22.85	       1973.07亿	          2.50	元器件	101646	0.18	5.67	5.55	5.73	5.51	5.58	0.09	5.67	  0.82	8465574	北京	
000063	中兴通讯	4.28	3804449280	    28.42	       1212.73亿	          3.18	通信设备	13360	-0.13	35.31	33.66	35.77	33.58	33.86	1.45	35.31	  1.14	1090149	深圳	
002049	紫光国芯	4.64	3216595968	   102.56	        291.33亿	         10.98	元器件	7627	0.10	48.01	45.39	50.18	45.32	45.88	2.13	48.01	  1.29	661999	河北	
600460	士兰微	-1.50	3019851264	   100.15	        180.34亿	         16.37	半导体	219	0.49	14.46	14.52	15.40	14.26	14.68	-0.22	14.46	  0.98	2041147	浙江	
600519	贵州茅台	1.72	2842464512	    29.57	       7879.88亿	          0.36	白酒	54	0.12	627.27	615.42	628.85	615.42	616.69	10.59	627.28	  0.88	45503	贵州	
002230	科大讯飞	-1.08	2717264896	   373.69	        840.16亿	          3.74	软件服务	22896	-1.36	60.53	61.69	62.76	60.50	61.16	-0.66	60.50	  0.70	440001	安徽	
601313	江南嘉捷	-0.78	2579699968	   331.63	        198.23亿	         12.76	运输设备	32	-0.17	49.89	50.30	52.83	49.28	50.30	-0.39	49.91	  0.83	506718	江苏	
000651	格力电器	2.18	2398507520	    12.17	       2507.96亿	          0.97	家用电器	5584	-0.16	41.70	40.89	42.14	40.89	40.80	0.89	41.69	  0.85	576381	广东	
000333	美的集团	2.65	2316395264	    16.44	       3287.85亿	          0.73	家用电器	3343	0.00	50.43	49.40	51.20	49.40	49.13	1.30	50.43	  1.39	458823	广东	
002129	中环股份	3.38	2074385920	    48.23	        291.39亿	          7.17	半导体	30495	-0.17	11.03	10.60	11.18	10.52	10.66	0.36	11.02	  0.83	1895748	天津	
002600	江粉磁材	-2.62	1865166720	    79.81	        245.33亿	         13.14	元器件	18875	0.00	10.42	11.00	11.24	10.28	10.70	-0.28	10.42	  3.15	1745598	广东	
600048	保利地产	-0.78	1814506112	    13.70	       1510.77亿	          1.23	全国地产	173	0.39	12.75	12.70	12.75	12.29	12.84	-0.10	12.74	  0.87	1448304	广东	
600030	中信证券	-0.54	1795102208	    21.22	       1821.12亿	          0.99	证券	51	-0.15	18.50	18.55	18.75	18.40	18.61	-0.10	18.51	  0.62	967020	深圳	
600522	中天科技	-1.28	1753052416	    24.58	        471.56亿	          4.97	通信设备	3	0.33	15.38	15.40	15.82	15.26	15.58	-0.20	15.38	  0.98	1130005	江苏	
000001	平安银行	2.03	1751423104	     8.80	       2247.61亿	          0.80	银行	22871	0.23	13.09	12.89	13.09	12.75	12.83	0.26	13.09	  0.87	1351315	深圳	
000002	万 科Ａ	-0.43	1731418624	    22.26	       2899.76亿	          0.61	全国地产	8213	-0.09	29.83	29.38	29.88	29.05	29.95	-0.13	29.82	  1.19	588187	深圳	
000858	五 粮 液	2.94	1724479616	    27.76	       2577.46亿	          0.68	白酒	3988	0.15	67.90	65.71	68.05	65.69	65.96	1.94	67.90	  0.90	256992	四川	
601766	中国中车	-2.66	1718321152	    35.85	       2758.77亿	          0.66	运输设备	508	-0.25	11.37	11.50	11.55	11.33	11.65	-0.31	11.34	  0.83	1505828	北京	
600036	招商银行	0.96	1476432512	     9.17	       5883.37亿	          0.25	银行	5	-0.13	28.56	28.12	28.58	27.91	28.25	0.27	28.52	  0.82	521478	深圳	
600206	有研新材	0.24	1458487040	   166.10	        107.11亿	         13.59	半导体	425	-0.15	12.74	12.64	13.17	12.51	12.74	0.03	12.77	  1.29	1139908	北京	
600487	亨通光电	0.36	1456004480	    24.05	        535.89亿	          2.96	通信设备	24	0.25	39.41	39.25	40.53	38.92	39.27	0.14	39.41	  0.65	367113	江苏	
300038	梅泰诺	1.35	1354805632	    48.26	        204.65亿	         19.17	通信设备	4829	0.23	48.91	48.10	49.19	47.52	48.25	0.65	48.90	  0.96	279341	北京	
300355	蒙草生态	2.83	1327904000	    23.13	        221.39亿	          8.35	环境保护	13584	0.00	13.80	13.64	13.92	13.47	13.42	0.38	13.80	  1.24	967734	内蒙	
600887	伊利股份	1.69	1316338816	    27.15	       1787.08亿	          0.75	乳制品	21	0.07	29.41	28.79	29.58	28.75	28.91	0.49	29.40	  0.83	449559	内蒙	
600585	海螺水泥	0.24	1307316992	    11.94	       1178.31亿	          1.12	水泥	35	0.20	29.46	29.39	29.62	28.51	29.39	0.07	29.46	  0.68	449342	安徽	
002405	四维图新	3.00	1305427712	   164.45	        347.33亿	          4.69	软件服务	8066	0.04	27.09	26.30	27.57	26.30	26.29	0.79	27.08	  1.16	481656	北京	
600171	上海贝岭	0.13	1260539520	    52.65	        107.07亿	         11.66	半导体	108	0.19	15.90	15.61	16.50	15.61	15.87	0.02	15.89	  1.05	785789	上海	
300059	东方财富	-0.07	1251091456	    96.37	        587.99亿	          2.84	互联网	17412	0.07	13.72	13.70	14.03	13.62	13.72	-0.01	13.71	  0.73	906976	上海	
002110	三钢闽光	3.87	1246665728	     8.72	        287.77亿	          6.08	普钢	10552	-0.04	20.95	20.06	21.44	19.60	20.17	0.78	20.95	  1.01	602299	福建	
002185	华天科技	0.46	1235352320	    36.28	        187.54亿	          6.52	半导体	13981	0.34	8.81	8.72	9.08	8.68	8.76	0.04	8.80	  1.03	1388757	甘肃	
002415	海康威视	3.13	1230580480	    42.97	       3525.43亿	          0.45	电器仪表	5397	0.00	38.20	36.84	38.26	36.83	37.04	1.16	38.20	  1.11	326043	浙江	
002460	赣锋锂业	1.63	1216789632	    37.66	        503.89亿	          3.39	小金属	2674	-0.06	69.13	68.01	70.20	67.26	68.02	1.11	69.13	  1.00	176363	江西	
600516	方大炭素	0.38	1215466368	    15.95	        429.31亿	          2.93	矿物制品	2	-0.03	24.01	23.75	24.34	23.66	23.91	0.09	24.00	  0.74	504194	甘肃	
601166	兴业银行	-0.69	1212202880	     5.70	       3585.63亿	          0.37	银行	16	0.00	17.27	17.34	17.35	17.20	17.38	-0.12	17.26	  0.77	702123	福建	
600667	太极实业	3.54	1201733632	    45.11	        178.60亿	         11.81	半导体	52	0.47	8.49	8.10	8.85	8.07	8.19	0.29	8.48	  1.19	1407365	江苏	
600050	中国联通	0.72	1188857344	   120.64	       2110.33亿	          0.80	电信运营	331	0.29	6.98	6.93	7.04	6.91	6.93	0.05	6.98	  0.91	1704507	上海	
600031	三一重工	-2.82	1184767872	    27.48	        660.58亿	          1.81	工程机械	3	-0.11	8.64	8.81	8.81	8.52	8.88	-0.25	8.63	  1.06	1373291	湖南	
000830	鲁西化工	-1.07	1172598016	    16.06	        229.54亿	          5.11	农药化肥	10406	0.19	15.68	15.84	16.23	15.24	15.84	-0.17	15.67	  0.92	747541	山东	
603019	中科曙光	1.54	1167977856	   272.72	        275.28亿	          4.22	电脑设备	3	-0.04	42.83	42.14	43.68	42.03	42.16	0.65	42.81	  0.97	271073	天津	
601012	隆基股份	4.23	1144179328	    22.69	        678.00亿	          1.73	半导体	42	-0.02	34.05	32.69	34.49	32.20	32.59	1.38	33.97	  0.84	341030	陕西	
002466	天齐锂业	2.61	1131999616	    29.13	        589.75亿	          1.95	小金属	1834	0.00	59.32	57.98	59.92	57.05	57.80	1.51	59.31	  1.18	192651	四川	
000717	韶钢松山	3.10	1120462592	     9.65	        225.26亿	          5.09	普钢	17466	0.00	9.32	8.85	9.40	8.77	9.03	0.28	9.31	  1.02	1230868	广东	
300676	华大基因	7.72	1111624960	   213.91	        891.06亿	         12.91	医疗保健	980	-0.30	222.72	204.60	226.56	204.01	206.75	15.96	222.71	  1.34	51760	深圳	
601336	新华保险	1.81	1085375488	    29.78	       1338.43亿	          0.82	保险	150	0.52	64.18	62.73	64.57	62.00	63.04	1.14	64.18	  0.85	171212	北京	
300708	聚灿光电	2.00	1047371072	    61.62	         76.25亿	         55.61	半导体	4640	0.14	29.63	28.15	31.31	27.52	29.05	0.58	29.63	  1.66	357713	江苏	
300618	寒锐钴业	3.02	1037065088	    68.84	        286.20亿	         14.40	小金属	584	0.00	238.51	233.01	246.95	233.01	231.50	7.00	238.50	  0.90	43197	江苏	
600019	宝钢股份	1.69	1036345536	    11.93	       1856.62亿	          0.56	普钢	1	-0.11	8.40	8.22	8.49	8.10	8.26	0.14	8.40	  0.72	1246786	上海	
601668	中国建筑	-1.04	1030133056	     8.33	       2862.00亿	          0.36	建筑施工	49	-0.20	9.55	9.61	9.65	9.52	9.64	-0.10	9.54	  0.58	1077307	北京	
600584	长电科技	4.64	1019953856	   143.36	        315.76亿	          4.50	半导体	18	0.09	23.22	22.00	23.45	21.88	22.19	1.03	23.22	  1.33	442978	江苏	
600703	三安光电	1.59	1017914944	    33.73	       1069.36亿	          0.96	半导体	47	0.11	26.22	25.68	26.47	25.43	25.81	0.41	26.22	  0.96	389886	湖北	
002027	分众传媒	2.36	985743040	    30.45	       1590.10亿	          1.32	影视音像	10710	0.70	13.00	12.60	13.13	12.47	12.70	0.30	13.00	  1.30	764617	广东	
601601	中国太保	1.95	979607936	    26.70	       2698.25亿	          0.37	保险	9	-0.01	42.91	42.09	43.25	41.30	42.10	0.82	42.92	  0.86	231602	上海	
002156	通富微电	0.00	971721600	    79.32	        131.89亿	          7.23	半导体	7171	0.30	13.56	13.31	14.25	13.29	13.56	0.00	13.56	  0.92	703300	江苏	
000636	风华高科	1.42	965878912	    44.77	        108.95亿	          9.79	元器件	12572	0.08	12.17	12.00	12.39	11.70	12.00	0.17	12.17	  0.82	795092	广东	
002008	大族激光	4.89	965621248	    27.56	        551.99亿	          1.91	电器仪表	3237	0.04	51.74	49.30	51.87	49.30	49.32	2.41	51.73	  0.94	189991	深圳	
002456	欧菲科技	2.89	963316416	    44.64	        608.19亿	          1.64	元器件	6373	0.09	22.41	21.81	22.43	21.58	21.77	0.63	22.40	  1.15	436481	深圳	
000670	盈方微	4.63	935100736	--  	         60.84亿	         21.15	元器件	12315	0.13	7.45	7.08	7.80	6.97	7.12	0.33	7.45	  2.05	1269171	湖北	
600807	天业股份	-2.50	928505664	    74.06	         92.98亿	         11.11	区域地产	15	-0.75	10.54	10.59	10.84	10.48	10.78	-0.27	10.51	  0.85	874243	山东	
600196	复星医药	3.92	921550016	    31.78	        826.40亿	          1.20	化学制药	57	0.22	41.08	39.35	41.17	38.88	39.54	1.55	41.09	  1.36	229436	上海	
601398	工商银行	-0.34	913295360	     6.89	      15853.20亿	          0.06	银行	1053	0.17	5.88	5.88	5.90	5.86	5.90	-0.02	5.88	  0.74	1554173	北京	
002024	苏宁云商	1.23	912225472	   128.48	       1150.72亿	          1.48	电器连锁	7469	0.00	12.36	12.18	12.63	12.17	12.21	0.15	12.36	  1.85	735856	江苏	
300223	北京君正	6.41	904701312	   710.36	         65.16亿	         23.22	半导体	5656	0.64	39.16	37.17	40.47	36.85	36.79	2.36	39.15	  1.47	228762	北京	
600690	青岛海尔	2.71	885877440	    14.35	       1087.17亿	          0.82	家用电器	5	0.11	17.83	17.36	17.99	17.33	17.36	0.47	17.83	  0.84	499870	山东	
002913	奥士康	3.77	850779840	    53.41	         80.09亿	         42.38	半导体	1938	-0.63	55.61	51.20	58.18	51.06	53.58	2.02	55.60	  2.53	152612	湖南	
300136	信维通信	1.51	844282240	    54.60	        520.51亿	          2.14	通信设备	2203	-0.01	52.97	52.00	53.55	51.90	52.17	0.79	52.96	  0.95	159640	深圳	
603799	华友钴业	1.36	834187200	    32.80	        480.07亿	          3.79	小金属	12	-0.21	81.00	79.91	82.09	79.88	79.91	1.09	81.00	  0.66	102711	浙江	
601288	农业银行	-1.06	819907904	     5.69	      10997.67亿	          0.07	银行	104	0.27	3.74	3.76	3.77	3.72	3.78	-0.04	3.74	  0.81	2191477	北京	
603993	洛阳钼业	3.45	811145152	    66.63	       1165.94亿	          0.96	小金属	121	0.00	6.60	6.40	6.64	6.39	6.38	0.22	6.60	  0.78	1239550	河南	
002001	新 和 成	-0.08	809996928	    33.06	        397.13亿	          2.11	化学制药	3726	-0.13	36.47	36.76	36.98	35.08	36.50	-0.03	36.47	  0.74	225913	浙江	
000839	中信国安	-1.08	803986176	   109.00	        360.23亿	          2.22	综合类	18537	-0.10	9.19	9.15	9.35	9.15	9.29	-0.10	9.19	  0.82	870174	北京	
002285	世联行	-1.39	779643328	    36.84	        261.42亿	          3.60	房产服务	11620	-0.30	12.80	12.77	12.95	12.58	12.97	-0.18	12.79	  1.11	612328	深圳	
603559	中通国脉	6.52	766078656	   244.74	         48.71亿	         26.72	通信设备	66	1.46	36.84	34.20	37.73	34.06	34.64	2.26	36.90	  1.92	212397	吉林	
000503	海虹控股	10.01	756404928	--  	        333.91亿	          2.32	医疗保健	101	0.00	--  	34.93	37.15	34.28	33.77	3.38	37.15	  0.78	208090	海南	
002079	苏州固锝	-0.50	751027392	    67.42	         72.00亿	         10.29	半导体	8325	0.41	9.90	9.84	10.37	9.75	9.94	-0.05	9.89	  0.95	747149	江苏	
600276	恒瑞医药	1.50	745955328	    59.38	       1843.09亿	          0.41	化学制药	23	0.11	65.39	64.33	65.76	64.28	64.46	0.97	65.43	  1.32	114272	江苏	
002594	比亚迪	1.15	739118656	    43.80	       1083.35亿	          1.08	汽车整车	1673	0.02	59.75	59.20	60.57	59.20	59.07	0.68	59.75	  0.89	123146	深圳	
600569	安阳钢铁	8.37	727175296	     9.52	        123.99亿	          6.11	普钢	196	-0.95	5.19	4.70	5.26	4.66	4.78	0.40	5.18	  1.24	1462229	河南	
300666	江丰电子	3.83	715708992	   261.57	        134.69亿	         21.16	元器件	1307	0.02	61.58	58.75	63.68	58.70	59.30	2.27	61.57	  1.10	115738	浙江	
002450	康得新	2.87	710465728	    33.33	        835.13亿	          1.05	化工原料	3940	-0.03	23.64	22.83	23.75	22.80	22.97	0.66	23.63	  1.07	303776	江苏	
600282	南钢股份	4.93	710043072	     8.26	        225.30亿	          3.69	普钢	57	0.20	5.12	4.81	5.17	4.75	4.87	0.24	5.11	  1.37	1430348	江苏	
300017	网宿科技	-1.08	706521536	    31.73	        242.17亿	          4.35	电信运营	11804	0.10	10.06	10.08	10.42	10.03	10.16	-0.11	10.05	  0.93	691453	上海	
600581	八一钢铁	2.53	705942336	     9.69	        111.82亿	          6.43	普钢	10	0.00	14.59	13.97	14.66	13.78	14.23	0.36	14.59	  0.92	493100	新疆	
