代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
02828	恒生中国企业	-1.54	1816871808	--  	--  	14916437	559000	0.17	--  	  0.96	122.800	
02800	盈富基金	-2.27	1783667072	--  	--  	58585844	1294000	0.17	--  	  1.80	30.700	
02822	南方Ａ５０	-0.13	1056475904	--  	--  	66006904	905000	0.00	--  	  0.88	16.000	
02823	安硕Ａ５０	-0.13	978556608	--  	--  	62629428	764000	0.13	--  	  1.53	15.660	
00823	领展房产基金	-2.54	384145216	--  	--  	5696240	965500	0.30	--  	  0.78	68.800	
03188	华夏沪深三百	0.00	314631744	--  	--  	6248504	506400	-0.20	--  	  0.70	50.150	
07228	ＦＬ二　三星国指	-2.92	196585952	--  	--  	23230600	5000	0.24	--  	  1.58	8.540	
07300	ＦＩ南方恒指	2.25	168815696	--  	--  	31312000	23500	-0.18	--  	  1.65	5.350	
07200	ＦＬ二南方恒指	-4.33	146361968	--  	--  	12422300	200	0.17	--  	  2.46	12.120	
07288	ＦＬ二南方国指	-2.93	102854616	--  	--  	10213000	10000	0.20	--  	  1.13	10.240	
07230	ＦＬ二未来国指	-2.82	65457668	--  	--  	6178100	800	0.39	--  	  2.49	10.640	
07221	ＦＬ二华夏恒指	-4.51	63807712	--  	--  	4883900	80000	0.16	--  	  1.77	13.300	
07205	ＦＬ二　三星恒指	-4.41	56749728	--  	--  	5791400	13000	-0.10	--  	  1.86	10.080	
07242	ＦＬ二易方达恒指	-4.38	45003888	--  	--  	6084700	7200	0.00	--  	  2.57	7.500	
07267	ＦＬ二华夏国指	-2.83	43724996	--  	--  	3903800	71000	0.00	--  	  1.03	11.300	
07388	ＦＩ南方国指	1.41	33603852	--  	--  	5884700	50000	0.00	--  	  1.97	5.600	
07341	ＦＩ华夏国指	1.60	27827590	--  	--  	4417400	10000	0.00	--  	  3.04	6.240	
00405	越秀房产信托基金	-0.38	27119646	--  	--  	5210000	50000	0.19	--  	  1.01	5.210	
07231	ＦＬ二未来恒指	-4.48	25409304	--  	--  	2065200	100	0.17	--  	  1.94	12.460	
07312	ＦＩ　三星恒指	2.47	23274502	--  	--  	5160600	2000	0.22	--  	  3.37	4.460	
07321	ＦＩ华夏恒指	2.03	21457192	--  	--  	3590200	5000	-0.17	--  	  2.07	5.930	
83115	安硕恒生指数－Ｒ	-2.52	19893550	--  	--  	224600	10000	-0.68	--  	 21.19	88.900	
02840	ＳＰＤＲ金ＥＴＦ	0.77	18749688	--  	--  	19026	10	0.00	--  	  1.68	984.500	
03115	安硕恒生指数	-2.37	16446457	--  	--  	150580	1000	0.09	--  	  4.19	109.900	
02833	恒指ＥＴＦ	-2.09	16419151	--  	--  	532200	1200	0.00	--  	  1.13	31.050	
02778	冠君产业信托	-1.07	16227722	--  	--  	2923352	237000	0.18	--  	  0.83	5.600	
00778	置富产业信托	-0.54	14680240	--  	--  	1592424	57000	0.11	--  	  0.92	9.320	
07328	ＦＩ　三星国指	1.48	13785949	--  	--  	2898600	100000	0.00	--  	  2.25	4.730	
07336	ＦＩ未来恒指	2.15	13742890	--  	--  	2439700	4000	-0.18	--  	  4.07	5.570	
83012	东汇香港３５－Ｒ	-2.07	10914201	--  	--  	600000	30000	-0.66	--  	  7.42	18.280	
83010	安硕亚洲除日－Ｒ	-0.54	9855000	--  	--  	215000	25200	0.00	--  	 68.91	45.850	
82822	南方Ａ５０－Ｒ	0.00	9438036	--  	--  	730182	7200	0.00	--  	  0.93	12.920	
03040	未来ＭＳＣＩ中国	-1.66	7291671	--  	--  	203173	100	0.14	--  	 46.60	35.750	
83188	华夏沪深三百－Ｒ	0.00	5418368	--  	--  	133182	200	-0.12	--  	  1.38	40.950	
03012	东汇香港３５	-1.55	5275026	--  	--  	234500	15000	-1.33	--  	 52.11	22.500	
03167	南方中国新行业	-1.53	5237153	--  	--  	67650	300	0.00	--  	  0.91	78.250	
87001	汇贤产业信托	0.31	4659230	--  	--  	1443870	3000	0.00	--  	  0.89	3.220	
07210	ＸＬ二易亚中概股	-0.30	4513844	--  	--  	228200	28000	-0.10	--  	  1.48	19.900	
03141	ＢＭＯ亚洲投资债	0.65	3927900	--  	--  	255098	200	0.00	--  	 11.85	15.350	
03095	价值中国Ａ股	-0.23	3693035	--  	--  	429500	10000	0.00	--  	 26.03	8.610	
02827	标智沪深３００	0.26	3629356	--  	--  	92425	1000	0.00	--  	  0.52	39.100	
82836	安硕印度－Ｒ	-0.73	3353664	--  	--  	175000	5000	0.00	--  	  5.15	19.120	
82843	东汇Ａ５０－Ｒ	-0.30	3187200	--  	--  	240000	30000	-0.75	--  	  6.38	13.280	
03161	易亚中概股	-0.28	3104960	--  	--  	218000	10000	0.00	--  	  1.50	14.300	
03128	恒生Ａ股龙头	0.00	3045306	--  	--  	48933	2000	-0.16	--  	  1.12	62.750	
03019	ＸＴＲ环球	-0.44	2900625	--  	--  	63750	125	0.00	--  	 25.50	45.500	
02836	安硕印度	0.42	2873308	--  	--  	121000	2000	0.42	--  	  3.38	23.500	
00435	阳光房地产基金	-0.75	2865860	--  	--  	538000	4000	0.00	--  	  0.34	5.350	
00808	泓富产业信托	-0.59	2771290	--  	--  	822000	16000	0.00	--  	  0.70	3.390	
03147	南方中创业板	0.76	2471270	--  	--  	311600	600	0.00	--  	  0.77	7.890	
03087	ＸＴＲ富时越南	-1.72	2439422	--  	--  	8450	100	0.07	--  	  0.61	290.800	
03101	领航富时发展欧洲	-1.84	2420559	--  	--  	125438	500	0.00	--  	  3.42	19.500	
01881	富豪产业信托	0.00	2218804	--  	--  	923035	1000	0.00	--  	  1.45	2.400	
07261	ＦＬ二华夏纳一百	-0.70	1929615	--  	--  	67500	2400	0.00	--  	  1.49	28.850	
07302	ＦＩ易方达恒指	1.90	1796696	--  	--  	376900	1000	0.21	--  	  7.55	4.720	
02843	东汇Ａ５０	-0.24	1794600	--  	--  	110000	10000	0.00	--  	  2.74	16.320	
82828	恒生中国企业－Ｒ	-1.76	1713600	--  	--  	17400	1000	0.00	--  	  6.13	98.400	
02801	安硕中国ＥＴＦ	-2.56	1695955	--  	--  	59100	600	-1.21	--  	  0.41	29.400	
07322	ＸＩ未来标普	2.30	1550572	--  	--  	127000	5000	0.00	--  	  2.13	12.200	
09115	安硕恒生指数－Ｕ	-2.41	1400760	--  	--  	100000	10000	-1.58	--  	  5.77	14.060	
07362	ＦＩ未来国指	1.18	1231043	--  	--  	208500	100	-0.17	--  	  0.84	5.880	
03140	领航标普５００	-0.42	1212762	--  	--  	63117	1000	0.00	--  	  0.77	19.180	
03173	ＰＰ中国新经济	0.59	1209835	--  	--  	141500	1500	0.00	--  	  0.71	8.600	
03046	价值中国ＥＴＦ	-1.28	1209000	--  	--  	26000	26000	-0.65	--  	  2.17	46.500	
02803	ＰＰ中国基石经济	-0.12	1196990	--  	--  	141000	500	0.00	--  	  0.80	8.500	
03010	安硕亚洲除日	-1.23	1190463	--  	--  	21062	1000	-0.27	--  	  0.78	56.850	
03165	ＢＭＯ欧优股对冲	-1.60	1174936	--  	--  	119400	37400	-0.20	--  	  0.59	9.860	
03100	易方达中一百	-0.30	1045450	--  	--  	21000	1000	0.00	--  	  1.90	49.750	
02846	安硕沪深三百	-0.31	914050	--  	--  	28500	500	0.00	--  	  1.42	32.100	
83100	易方达中一百－Ｒ	-0.12	891000	--  	--  	22000	1000	0.00	--  	  0.95	40.500	
02805	领航富时亚洲	-0.97	890165	--  	--  	34800	200	0.00	--  	  0.99	25.650	
03020	ＸＴＲ美国	-0.09	844523	--  	--  	1515	60	-0.18	--  	  1.15	558.500	
02838	恒生富时中国５０	-1.60	840040	--  	--  	4000	1000	-0.86	--  	  0.63	210.400	
07331	ＦＩ华夏纳一百	0.37	683744	--  	--  	63800	7500	0.00	--  	  1.78	10.680	
03016	ＴＲ菲律宾	-1.40	634112	--  	--  	40800	40000	0.00	--  	  1.12	15.640	
00820	汇丰中国翔龙基金	-1.59	570090	--  	--  	51000	500	0.00	--  	  0.41	11.340	
03155	安硕ＥＳ５０	-1.75	561830	--  	--  	55000	3000	0.00	--  	  3.35	10.280	
03070	平安香港高息股	-1.40	472160	--  	--  	14800	1000	0.00	--  	  2.07	32.200	
83128	恒生Ａ股龙头－Ｒ	-0.99	463840	--  	--  	9200	3000	0.00	--  	  0.85	50.650	
82846	安硕沪深三百－Ｒ	-1.15	432155	--  	--  	16700	500	0.00	--  	  1.26	25.900	
01426	春泉产业信托	-2.06	419810	--  	--  	126000	1000	-0.90	--  	  0.43	3.330	
03118	嘉实明晟Ａ股	0.00	411288	--  	--  	24300	3800	0.12	--  	  1.52	16.960	
03081	价值黄金	0.47	360493	--  	--  	11161	100	-0.31	--  	  0.12	32.250	
03085	领航亚洲高股息率	-1.05	285169	--  	--  	12121	500	0.00	--  	  0.82	23.550	
03027	ＸＴＲ俄罗斯	-1.10	283813	--  	--  	12500	250	-0.88	--  	  1.05	22.750	
03171	ＣＯＭＳ德股	-2.01	276263	--  	--  	2425	200	0.09	--  	  5.84	114.400	
03197	华夏Ａ国际通	0.17	225084	--  	--  	19200	200	-0.51	--  	  1.30	11.740	
03135	Ｆ南方东英原油	1.36	223041	--  	--  	27300	600	0.00	--  	  3.96	8.170	
02811	海通沪深三百	0.34	193360	--  	--  	10800	400	-0.11	--  	  1.45	17.940	
03086	ＢＭＯ纳斯达克	-0.15	193120	--  	--  	14000	1000	0.00	--  	  0.87	13.800	
83074	安硕ＭＳ台湾－Ｒ	-0.65	184400	--  	--  	20000	5000	-0.43	--  	  1.00	9.220	
09836	安硕印度－Ｕ	-0.33	181470	--  	--  	60000	5000	0.00	--  	  2.23	3.040	
03126	领航富时日本	-0.37	179600	--  	--  	6700	200	0.00	--  	  0.42	26.800	
07315	ＦＩ未来东证	1.05	118362	--  	--  	15400	10000	0.65	--  	  1.80	7.660	
07222	ＸＬ二未来标普	0.00	95680	--  	--  	4100	1000	-0.21	--  	  0.26	23.350	
03136	嘉实明晟５０	-0.66	90540	--  	--  	5000	1000	0.00	--  	  0.67	18.200	
83170	安硕韩国二百－Ｒ	-1.54	90000	--  	--  	10000	5000	0.00	--  	  0.64	9.020	
03146	安硕ＤＡＸ	-1.72	77920	--  	--  	7500	500	0.00	--  	  2.44	10.420	
03116	易亚富时黄金矿业	0.00	76182	--  	--  	9400	200	0.00	--  	  0.16	8.120	
02819	ＡＢＦ港债指数	0.00	72416	--  	--  	736	100	0.00	--  	  0.20	98.450	
03175	Ｆ三星原油期	0.94	64600	--  	--  	5000	4600	0.00	--  	  0.30	12.920	
02834	安硕纳指一百	0.16	62034	--  	--  	4900	400	-0.16	--  	  0.47	12.660	
02802	安硕亚洲新兴	-1.13	57210	--  	--  	1000	600	0.00	--  	  0.19	57.600	
07202	ＦＬ二南方Ｎ５０	0.54	55500	--  	--  	3000	800	0.00	--  	  0.75	18.500	
03021	南方东英ＭＴ５０	0.35	51075	--  	--  	9000	1500	0.53	--  	  3.00	5.710	
03084	价值日本ＥＴＦ	-0.65	46200	--  	--  	3000	3000	0.00	--  	  0.74	15.400	
03092	ＴＲ泰国	-0.44	44800	--  	--  	200	200	-0.09	--  	  0.05	224.000	
82811	海通沪深三百－Ｒ	-0.28	43660	--  	--  	3000	1000	0.00	--  	  0.20	14.560	
02824	力宝专选中港地产	-1.10	38075	--  	--  	500	500	0.00	--  	  0.38	76.150	
03097	Ｆ未来原油	0.20	35220	--  	--  	7000	1000	0.00	--  	  0.61	5.040	
03120	易方达１２０	-1.73	34324	--  	--  	2000	900	0.00	--  	  0.29	17.300	
83147	南方中创业板－Ｒ	0.78	32200	--  	--  	5000	1000	0.00	--  	  0.25	6.440	
07225	ＦＬ二未来东证	-0.64	31108	--  	--  	2000	1800	0.00	--  	  0.18	15.500	
03145	ＢＭＯ亚洲高息股	-1.57	30060	--  	--  	3000	1000	0.00	--  	  1.06	10.020	
02847	安硕富时一百	-0.53	28830	--  	--  	3100	3100	0.00	--  	  0.28	9.300	
03041	价值韩国ＥＴＦ	-1.45	27520	--  	--  	800	800	-1.45	--  	  0.87	34.400	
83197	华夏Ａ国际通－Ｒ	-0.11	20844	--  	--  	2200	200	0.00	--  	  0.14	9.500	
03143	ＢＭＯ香港银行股	-1.90	19820	--  	--  	2000	200	-0.31	--  	  0.28	9.920	
83120	易方达１２０－Ｒ	-1.84	19414	--  	--  	1400	300	0.00	--  	  0.31	13.880	
83118	嘉实明晟Ａ股－Ｒ	-0.14	16584	--  	--  	1200	1200	0.00	--  	  0.32	13.820	
02821	沛富基金	-0.81	16348	--  	--  	140	100	0.00	--  	  0.19	117.450	
83095	价值中国Ａ股－Ｒ	-1.00	13880	--  	--  	2000	1500	0.00	--  	  0.14	6.940	
03015	ＸＴＲＮ５０印度	-0.08	12430	--  	--  	10	10	-0.16	--  	  0.04	1243.000	
82823	安硕Ａ５０－Ｒ	-0.48	10048	--  	--  	800	800	0.00	--  	  0.33	12.560	
09010	安硕亚洲除日－Ｕ	-2.31	9347	--  	--  	1300	1300	0.00	--  	  0.25	7.190	
09846	安硕沪深三百－Ｕ	0.00	8231	--  	--  	2000	300	0.00	--  	  0.63	4.130	
09074	安硕ＭＳ台湾－Ｕ	-0.68	7285	--  	--  	5000	1500	0.00	--  	  0.11	1.460	
03177	ＣＯＭＳ德高息股	-1.85	3200	--  	--  	20	20	-0.31	--  	  0.01	160.000	
03049	ＸＴＲ沪深三百	0.94	2598	--  	--  	300	300	-0.46	--  	  0.01	8.660	
07335	ＦＩ南方Ｎ５０	0.00	1310	--  	--  	100	100	0.00	--  	  0.02	13.100	
09847	安硕富时一百－Ｕ	-2.46	0	--  	--  	0	0	0.00	--  	  0.00	--  	
09834	安硕纳指一百－Ｕ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
09170	安硕韩国二百－Ｕ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
09155	安硕ＥＳ５０－Ｕ	-1.52	0	--  	--  	0	0	0.00	--  	  0.00	--  	
09146	安硕ＤＡＸ－Ｕ	-2.22	0	--  	--  	0	0	0.00	--  	  0.00	--  	
09081	价值黄金－Ｕ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
04363	ＩＳ台湾基金ＴＲ	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
04362	ＩＳ南韩基金ＴＲ	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
03199	南方五年国债	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03180	华夏中华八十	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03170	安硕韩国二百	-0.18	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03162	安硕ＭＡ中国	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03160	ＢＭＯ日股对冲	-0.18	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03157	华夏港股通小型股	-0.54	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03156	广发明晟Ａ国	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03153	未来亚洲医疗保健	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
03150	嘉实中证五百	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03149	南方ＭＡ国际	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03137	南方中华８０	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03132	添富中证医药	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03129	南方三百精明	-0.35	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03127	未来沪深三百	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03122	南方东英短债	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03121	ＢＭＯ亚太房地产	-1.08	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03110	未来恒生高股息率	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03107	添富主要消费	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03102	易亚证券收益增长	-1.26	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03099	ＸＴＲ印尼	-0.31	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03082	ＴＲ马来西亚	-0.38	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03080	平安中国国债	0.25	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03074	安硕ＭＳ台湾	-0.35	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03073	ＳＰＤＲ大中华	-1.61	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03065	ＴＲ新加坡	-1.18	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03060	价值台湾ＥＴＦ	-0.47	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03056	未来标普国际消费	-4.49	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03055	ＴＲ中国	-1.92	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03054	未来标普亚洲消费	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
03048	ＴＲ巴西	-0.24	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03043	ＴＲ太平洋	-1.36	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03036	ＴＲ台湾	-0.18	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03024	标智上证５０	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03008	添富沪深三百	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
03007	ＴＲ富时５０	-1.67	0	--  	--  	0	0	0.00	--  	  0.00	--  	
02848	ＴＲ韩国	-1.14	0	--  	--  	0	0	0.00	--  	  0.00	--  	
02839	标智港股内地地产	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
02835	未来ＫＯＳＰＩ	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
02832	博时ＦＡ５０	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
02825	标智香港１００	-2.01	0	--  	--  	0	0	0.00	--  	  0.00	--  	
02817	标智港股内地消费	--  	0	--  	--  	0	0	--  	--  	  0.00	--  	
02808	易方达国债	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
01275	开元产业信托	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
00625	睿富房地产基金	0.00	0	--  	--  	0	0	0.00	--  	0.00	--  	
83199	南方五年国债－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83180	华夏中华八十－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83168	恒生人币金ＥＴＦ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83162	安硕ＭＡ中国－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83156	广发明晟Ａ国－Ｒ	-0.24	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83155	安硕ＥＳ５０－Ｒ	-1.68	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83150	嘉实中证五百－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83149	南方ＭＡ国际－Ｒ	-0.17	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83146	安硕ＤＡＸ－Ｒ	-2.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83137	南方中华８０－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83136	嘉实明晟５０－Ｒ	-0.54	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83132	添富中证医药－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83129	南方三百精明－Ｒ	-0.29	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83127	未来沪深三百－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83122	南方东英短债－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83107	添富主要消费－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83081	价值黄金－Ｒ	0.38	0	--  	--  	0	0	0.00	--  	  0.00	--  	
83008	添富沪深三百－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
82847	安硕富时一百－Ｒ	-0.79	0	--  	--  	0	0	0.00	--  	  0.00	--  	
82834	安硕纳指一百－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
82833	恒指ＥＴＦ－Ｒ	-2.18	0	--  	--  	0	0	0.00	--  	  0.00	--  	
82832	博时ＦＡ５０－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
82808	易方达国债－Ｒ	0.00	0	--  	--  	0	0	0.00	--  	  0.00	--  	
数据来源:通达信
