代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	
08473	弥明生活百货	1.28	64968804	--  	--  	80114000	70000	0.00	          7.15	  0.47	0.790	
08128	中国地能	54.84	45811772	--  	--  	222336368	176000	-0.52	          5.52	224.77	0.133	
08207	中新控股	-1.05	37862440	--  	--  	40012000	12000	1.08	          0.18	  0.85	0.960	
08359	HYPEBEAST	9.33	29977602	--  	--  	37200000	120000	-1.20	          1.86	  1.26	0.760	
08479	金泰丰国际控股	65.31	25215382	--  	--  	13068000	44000	13.02	          3.11	  0.97	1.450	
08392	舍图控股	5.66	23730702	--  	--  	43340000	100000	0.00	          4.33	  0.24	0.530	
08083	中国创新支付	4.44	22465422	--  	--  	47568000	4000	1.08	          0.68	  3.95	0.445	
08349	美固科技控股	-18.42	22097692	--  	--  	4091000	10000	0.00	          1.02	  4.19	7.710	
08137	洪桥集团	0.65	16882580	--  	--  	10708000	10000	-1.90	          0.11	  1.70	1.560	
08293	星亚控股	1.81	15399001	--  	--  	685000	10000	1.81	          0.27	  3.48	22.100	
08469	盛业资本	0.27	15382421	--  	--  	2024000	2000	-0.26	          0.27	  0.58	8.400	
08156	众彩股份	2.53	14684551	--  	--  	17930000	520000	-1.22	          0.54	  2.05	0.790	
08337	直通电讯	-14.00	12888651	--  	--  	60420000	10000	2.38	          1.94	  0.61	0.250	
08227	西安海天天	-0.84	11227091	--  	--  	1895000	1000	0.00	          0.29	  0.65	6.080	
08483	名仕快相	-1.72	7572961	--  	--  	26376000	8000	0.00	          3.30	  0.16	0.295	
08470	莹岚集团	-6.49	7087201	--  	--  	4024000	8000	0.00	          0.67	  0.87	1.800	
08275	永勤集团控股	13.33	6947301	--  	--  	5820000	10000	-0.83	          0.97	  0.45	1.020	
08228	国艺娱乐	-2.67	6214901	--  	--  	16980000	80000	0.00	          0.38	  0.75	0.375	
08367	倩碧控股	-7.41	5697071	--  	--  	22450000	10000	0.81	          2.81	  0.17	0.265	
08138	同仁堂国药	-2.26	5509321	--  	--  	419000	2000	-0.91	          0.05	  0.37	13.240	
08526	荣丰集团亚洲	-8.75	5102700	--  	--  	13530000	150000	0.00	          2.36	  0.20	0.395	
08300	皇玺餐饮集团	-5.56	5042500	--  	--  	36520000	40000	0.00	          1.38	  0.72	0.142	
08532	宝发控股	-5.88	4948952	--  	--  	20528000	32000	1.69	          2.57	  0.31	0.255	
08101	壹家壹品	3.77	4488512	--  	--  	39196000	40000	-0.90	          1.36	  0.88	0.111	
08040	ＤＣＢ控股	-3.31	4018950	--  	--  	3290000	10000	0.00	          1.03	  0.32	1.190	
08047	中国海洋捕捞	-3.39	3997900	--  	--  	6914000	4000	0.00	          0.24	  3.09	0.580	
08291	万成金属包装	-1.72	3994300	--  	--  	1755000	5000	0.88	          0.44	  0.59	2.310	
08073	兴业新材料	0.00	3911479	--  	--  	2592217	12000	-0.66	          0.54	  0.98	1.510	
08022	永耀集团控股	-1.85	3754950	--  	--  	3501000	3000	-0.93	          0.21	  0.62	1.080	
08256	金利通	-8.47	3627392	--  	--  	57052000	100000	0.00	          4.70	  1.28	0.061	
08238	惠陶集团	-1.35	3326928	--  	--  	44328000	8000	0.00	          0.51	  0.52	0.075	
08147	汇思太平洋	2.19	3241992	--  	--  	14072000	16000	0.87	          0.26	  0.95	0.228	
