代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	-2.52	10358474752	-11.000	425.000	425.400	24038692	1682500	-0.51	          0.25	436.000	
00939	建设银行	-2.75	4457434624	-0.220	7.780	7.790	568971264	33776000	-0.13	          0.24	7.950	
600516	方大炭素	-9.92	4438516224	-2.94	26.71	26.72	1602474	706	-0.51	          9.32	29.76	
02318	中国平安	-2.54	3734184192	-2.100	80.600	80.650	45927392	3247500	0.06	          0.62	83.000	
00388	香港交易所	-3.01	3068613632	-8.600	277.200	277.400	10916574	683500	-0.43	          0.88	285.000	
600519	贵州茅台	-2.21	2703927040	-16.30	720.20	720.39	37235	1	0.01	          0.30	738.18	
00005	汇丰控股	-1.62	2658025216	-1.250	75.900	75.950	34817652	1989600	-0.13	          0.17	77.000	
00941	中国移动	-3.17	2380773120	-2.300	70.250	70.300	33519640	2816500	-0.07	          0.16	72.500	
01398	工商银行	-1.95	2242451712	-0.130	6.530	6.540	341968928	18661000	0.31	          0.39	6.700	
601600	中国铝业	-3.00	2214966016	-0.16	5.17	5.18	4226896	375	0.00	          3.86	5.31	
000830	鲁西化工	-10.00	2118995200	-2.26	--  	20.33	1008018	2876	0.00	          6.89	22.64	
02828	恒生中国企业	-1.54	1816871808	-1.900	--  	--  	14916437	559000	0.17	--  	122.800	
02800	盈富基金	-2.27	1783667072	-0.700	--  	--  	58585844	1294000	0.17	--  	30.700	
601360	三六零	-3.55	1723532160	-1.88	51.12	51.15	343805	101	-0.59	          8.66	52.18	
600585	海螺水泥	-1.89	1626303616	-0.61	31.66	31.67	517567	447	0.00	          1.29	32.40	
01299	友邦保险	-2.87	1603728896	-1.850	62.500	62.550	25358212	3253400	0.40	          0.21	64.100	
601288	农业银行	-0.97	1556840960	-0.04	4.07	4.08	3822805	45	-0.24	          0.13	4.10	
000858	五 粮 液	-1.81	1534679296	-1.33	72.08	72.09	211151	2561	-0.02	          0.56	73.81	
03988	中国银行	-1.43	1409848832	-0.060	4.140	4.150	339416608	21709000	-0.24	          0.41	4.180	
600507	方大特钢	-6.21	1361594368	-1.14	17.21	17.22	773506	114	0.06	          5.83	18.47	
601398	工商银行	-0.90	1357444352	-0.06	6.61	6.62	2052888	569	0.15	          0.08	6.67	
600019	宝钢股份	-1.04	1285948928	-0.10	9.52	9.53	1359953	3	0.11	          0.62	9.62	
600352	浙江龙盛	-3.59	1189810816	-0.46	12.38	12.39	944968	62	-0.07	          3.09	12.83	
002497	雅化集团	-0.92	1167058560	-0.13	13.99	14.00	838385	14684	0.29	         10.29	14.34	
00175	吉利汽车	-2.41	1118203776	-0.600	24.250	24.300	45943332	1853000	0.21	          0.51	25.000	
01288	农业银行	-2.54	1117096448	-0.110	4.210	4.220	263762144	10798000	0.48	          0.86	4.290	
00883	中国海洋石油	-2.52	1079208704	-0.280	10.800	10.820	98757944	10351000	0.74	          0.22	11.100	
002415	海康威视	-0.14	1001083008	-0.06	42.74	42.75	234506	2211	0.19	          0.32	42.96	
000825	太钢不锈	-3.13	970856768	-0.21	6.50	6.51	1470801	14047	-0.14	          2.58	6.71	
601699	潞安环能	-3.65	968913344	-0.44	11.62	11.63	824845	73	0.26	          2.76	12.04	
600740	山西焦化	-8.25	957723008	-1.06	11.75	11.78	785559	1010	0.17	         11.96	12.84	
000732	泰禾集团	-1.56	874550848	-0.45	28.35	28.36	308091	7386	0.60	          2.48	28.10	
600581	八一钢铁	-6.58	778430528	-1.04	14.75	14.76	515406	66	-0.19	          6.72	15.84	
000807	云铝股份	-5.85	767787072	-0.49	7.87	7.88	949613	13752	0.00	          4.21	8.33	
000786	北新建材	-4.89	754744256	-1.17	22.74	22.75	328346	3043	0.18	          2.32	23.76	
000932	*ST华菱	-5.02	749499392	-0.53	--  	10.02	736539	3381	0.00	          2.44	10.51	
002110	三钢闽光	-7.21	728489920	-1.63	20.97	20.98	335120	6301	-0.23	          3.38	22.78	
00762	中国联通	-5.93	719182208	-0.590	9.360	9.370	75512752	5804000	0.54	          0.25	9.860	
02018	瑞声科技	-2.04	709825024	-3.100	148.600	148.700	4760318	231500	0.41	          0.39	149.300	
002508	老板电器	-1.98	692296256	-0.79	39.01	39.02	176825	1757	0.05	          1.89	39.81	
