代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
08349	美固科技控股	0.13	73007856	--  	--  	9025002	10000	0.00	          2.26	  3.72	8.000	8.280	
08011	百田石油	160.0	65313952	--  	--  	176100352	100000	0.00	          5.99	8590.26	0.162	0.510	
08207	中新控股	-1.10	41401400	--  	--  	45620000	12000	0.00	          0.20	  0.83	0.910	0.910	
08083	中国创新支付	-5.45	34818360	--  	--  	66532000	40000	1.96	          0.95	  0.84	0.540	0.560	
08291	万成金属包装	-8.11	32864332	--  	--  	29330000	25000	-2.86	          7.33	  3.56	1.200	1.330	
08227	西安海天天	-3.13	30692082	--  	--  	4698000	1000	-0.61	          0.73	  1.09	6.780	6.780	
08101	壹家壹品	-1.81	28933450	--  	--  	181404000	200000	0.62	          6.27	  2.37	0.164	0.174	
08469	盛业资本	0.65	26073582	--  	--  	3408000	2000	0.00	          0.46	  1.54	7.650	7.710	
08040	ＤＣＢ控股	4.32	18125900	--  	--  	11730000	50000	1.40	          3.67	  4.36	1.410	1.670	
08138	同仁堂国药	-0.14	15862421	--  	--  	1121900	3000	0.99	          0.13	  1.21	14.200	14.400	
08522	德益控股	3.79	15163761	--  	--  	10764000	8000	0.74	          2.89	  2.07	1.340	1.510	
08445	怡康泰工程集团	0.00	14962401	--  	--  	20440000	50000	0.00	          3.41	  1.46	0.720	0.780	
08473	弥明生活百货	-4.41	14186801	--  	--  	21850000	10000	0.00	          1.95	  0.45	0.690	0.690	
08200	修身堂	34.88	12342061	--  	--  	225766000	4400000	0.00	          4.13	 36.07	0.044	0.059	
08479	金泰丰国际控股	3.88	11956566	--  	--  	4556002	4000	2.29	          1.08	  0.76	2.700	2.800	
08062	俊盟国际	3.45	11110801	--  	--  	18795000	20000	1.69	          3.92	  0.75	0.580	0.600	
08137	洪桥集团	-1.18	10336600	--  	--  	6094000	74000	-0.59	          0.06	  0.97	1.700	1.710	
08287	ZIONCOM	0.00	9303256	--  	--  	18632200	100000	0.00	          2.82	  3.28	0.510	0.530	
08170	KSL HOLDINGS	-4.80	8018671	--  	--  	2219000	7000	-0.83	          0.54	  3.01	3.750	3.750	
08300	皇玺餐饮集团	-0.77	7895301	--  	--  	61060000	320000	0.00	          2.31	  3.44	0.131	0.132	
08047	中国海洋捕捞	1.59	6760361	--  	--  	10680000	16000	3.23	          0.32	  0.41	0.640	0.670	
08073	兴业新材料	10.63	6024281	--  	--  	3500000	4000	-1.67	          0.73	  1.39	1.610	1.800	
08275	永勤集团控股	5.83	5921151	--  	--  	2775000	10000	0.46	          0.46	  0.50	2.120	2.180	
08238	惠陶集团	8.82	5765141	--  	--  	80764000	80000	1.37	          0.93	  2.30	0.067	0.075	
08100	智易控股	-3.57	4808400	--  	--  	11500000	18000	-1.22	          2.59	  0.93	0.410	0.435	
08470	莹岚集团	-3.95	4472880	--  	--  	2656000	8000	0.00	          0.44	  1.66	1.760	1.760	
08022	永耀集团控股	0.00	4441830	--  	--  	4134000	6000	0.93	          0.25	  0.59	1.090	1.090	
08025	亚洲资产	35.14	4093880	--  	--  	15060000	40000	-3.85	          0.85	 40.70	0.190	0.500	
08483	名仕快相	1.67	4074960	--  	--  	13360000	8000	0.00	          1.67	  0.29	0.300	0.310	
08158	中国再生医学	-4.62	3945655	--  	--  	23640000	65000	-1.20	          0.13	  0.45	0.171	0.171	
08351	俊文宝石	-4.00	3920414	--  	--  	11122100	2100	0.00	          0.31	  1.93	0.350	0.375	
08392	舍图控股	-4.90	3524150	--  	--  	7190000	150000	0.00	          0.72	  0.21	0.510	0.510	
08032	非凡中国	2.27	3428668	--  	--  	3868178	8000	0.00	          0.04	  4.83	0.870	0.900	
08446	ITP HOLDINGS	-5.14	3321000	--  	--  	900000	300000	0.00	          0.11	  1.22	3.690	3.690	
08596	星亚控股	0.20	3251000	--  	--  	650000	300000	0.00	          0.05	  0.56	5.000	5.020	
08423	CHI HO DEV	14.29	3146900	--  	--  	2970000	10000	4.35	          0.37	  5.48	1.040	1.200	
08462	桥英控股	1.11	3140600	--  	--  	1730000	40000	-0.55	          0.29	  0.40	1.810	1.830	
08226	树熊金融集团	-4.73	2946156	--  	--  	18768000	100000	-1.23	          0.76	  2.24	0.169	0.169	
08163	万德金融	-1.18	2690400	--  	--  	33180000	500000	0.00	          1.63	  1.57	0.081	0.084	
08279	亚博科技控股	0.00	2567240	--  	--  	2612000	4000	0.00	          0.02	  0.52	0.990	1.020	
