代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
00700	腾讯控股	0.17	10323251200	0.800	463.600	463.800	22611788	1130100	0.35	          0.24	457.400	
002230	科大讯飞	1.64	3689696512	1.00	61.99	62.00	592324	6637	0.08	          5.01	60.50	
300104	乐视网	6.98	2487154944	0.43	--  	--  	3782598	218	-0.14	         12.43	6.49	
600585	海螺水泥	4.49	2338789376	1.47	34.19	34.20	694543	155	0.12	          1.74	32.73	
01288	农业银行	0.64	1852216960	0.030	4.740	4.750	394768896	8337000	0.00	          1.28	4.650	
000672	上峰水泥	8.92	1432381568	1.14	13.91	13.92	1067011	15629	-0.56	         13.11	12.80	
600887	伊利股份	0.19	1418516096	0.06	31.40	31.41	452502	27	0.03	          0.75	31.33	
600019	宝钢股份	3.25	1195741568	0.30	9.53	9.54	1273802	113	0.21	          0.58	9.19	
601636	旗滨集团	7.16	1179929472	0.48	7.18	7.19	1685657	138	0.42	          6.71	6.65	
600606	绿地控股	1.30	1080320000	0.10	7.81	7.82	1388950	236	0.13	          4.31	7.69	
000789	万年青	6.64	1074176384	0.78	12.51	12.52	875117	12410	-0.62	         14.27	11.76	
601699	潞安环能	2.15	1070916928	0.25	11.87	11.88	910069	463	0.17	          3.04	11.53	
002927	泰永长征	0.69	1021319360	0.38	55.59	55.60	182761	4021	-0.12	         77.94	55.97	
600740	山西焦化	4.16	1005333312	0.52	13.01	13.02	788361	238	0.15	         12.00	12.29	
300678	中科信息	2.52	906362176	1.60	65.19	65.20	134145	1798	-0.30	         53.66	66.34	
002508	老板电器	1.33	828985856	0.53	40.30	40.31	206495	2271	0.00	          2.21	39.77	
600720	祁连山	2.91	826249728	0.34	12.04	12.05	693719	13	0.00	          8.94	11.70	
000786	北新建材	0.80	769318784	0.20	25.21	25.22	303756	3579	0.12	          2.15	25.22	
601088	中国神华	0.51	724709440	0.12	23.48	23.49	310669	26	0.09	          0.19	23.37	
600348	阳泉煤业	0.90	709019520	0.08	8.95	8.98	795898	3677	0.90	          3.31	8.80	
600801	华新水泥	7.62	702092928	1.08	15.40	15.41	476198	89	1.33	          4.90	14.18	
000735	罗 牛 山	3.33	700451712	0.30	9.30	9.31	759696	14920	1.09	          7.17	8.85	
601155	新城控股	0.74	690864128	0.26	35.58	35.59	197286	35	-0.13	          2.74	35.07	
300099	精准信息	2.81	584659136	0.21	7.68	7.69	745992	5505	0.13	         19.02	8.01	
000877	天山股份	1.30	573414400	0.15	11.72	11.73	491351	8364	0.43	          5.58	11.45	
603506	南都物业	10.00	573361280	3.95	43.44	--  	135392	3	1.02	         68.24	40.88	
03888	金山软件	4.41	567527232	1.250	29.550	29.600	19459968	367000	0.34	          1.42	28.000	
002320	海峡股份	3.55	563325120	0.98	28.58	28.59	199987	1100	0.28	          9.66	27.00	
000936	华西股份	3.30	554885888	0.26	8.14	8.15	684195	9280	0.74	          9.15	7.92	
03993	洛阳钼业	1.53	546115968	0.100	6.620	6.630	82659504	1047000	0.30	          2.10	6.490	
002596	海南瑞泽	7.43	526999488	0.82	11.86	11.87	452031	7651	0.42	          6.23	11.04	
002716	金贵银业	2.58	504333920	0.50	19.89	19.90	254361	2294	-0.04	          8.17	19.40	
600535	天士力	0.18	490055328	0.07	39.35	39.38	122224	1	0.00	          1.18	38.80	
000717	韶钢松山	2.54	485373024	0.19	7.67	7.68	639744	8082	0.13	          2.64	7.41	
002742	三圣股份	2.12	452775328	0.50	24.07	24.08	190391	1979	0.08	          7.14	23.58	
000898	鞍钢股份	1.79	403755136	0.12	6.81	6.82	596769	9238	0.29	          0.97	6.69	
