代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
002230	科大讯飞	1.64	3689696512	1.00	61.99	62.00	592324	6637	0.08	          5.01	60.50	
300104	乐视网	6.98	2487154944	0.43	--  	--  	3782598	218	-0.14	         12.43	6.49	
601600	中国铝业	2.08	2408200192	0.11	5.38	5.39	4457123	558	0.37	          4.07	5.28	
600585	海螺水泥	4.49	2338789376	1.47	34.19	34.20	694543	155	0.12	          1.74	32.73	
600111	北方稀土	3.14	1976500480	0.42	13.79	13.80	1424624	24	0.00	          3.92	13.47	
01288	农业银行	0.64	1852216960	0.030	4.740	4.750	394768896	8337000	0.00	          1.28	4.650	
601899	紫金矿业	2.31	1801815168	0.11	4.87	4.88	3723023	819	0.41	          2.36	4.75	
000672	上峰水泥	8.92	1432381568	1.14	13.91	13.92	1067011	15629	-0.56	         13.11	12.80	
600392	盛和资源	3.95	1366610432	0.69	18.13	18.14	749094	285	-0.16	          6.98	17.41	
000970	中科三环	2.46	1192523008	0.32	13.30	13.31	870194	7297	-0.07	          8.17	13.50	
601636	旗滨集团	7.16	1179929472	0.48	7.18	7.19	1685657	138	0.42	          6.71	6.65	
000789	万年青	6.64	1074176384	0.78	12.51	12.52	875117	12410	-0.62	         14.27	11.76	
002927	泰永长征	0.69	1021319360	0.38	55.59	55.60	182761	4021	-0.12	         77.94	55.97	
000410	沈阳机床	0.91	989946688	0.11	12.19	12.20	796601	11062	0.16	         10.76	11.94	
600362	江西铜业	1.48	922529280	0.27	18.52	18.53	498449	112	-0.10	          2.40	18.24	
300678	中科信息	2.52	906362176	1.60	65.19	65.20	134145	1798	-0.30	         53.66	66.34	
000636	风华高科	3.45	891311936	0.43	12.89	12.90	683982	3849	0.00	          7.81	12.54	
001979	招商蛇口	2.07	833470592	0.45	22.18	22.19	376450	1612	0.00	          1.98	21.94	
002508	老板电器	1.33	828985856	0.53	40.30	40.31	206495	2271	0.00	          2.21	39.77	
600720	祁连山	2.91	826249728	0.34	12.04	12.05	693719	13	0.00	          8.94	11.70	
300477	合纵科技	4.76	808911616	1.39	30.57	30.58	260502	3505	-0.67	         21.53	29.20	
