代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
600887	伊利股份	0.19	1418516096	0.06	31.40	31.41	452502	27	0.03	          0.75	31.33	
000717	韶钢松山	2.54	485373024	0.19	7.67	7.68	639744	8082	0.13	          2.64	7.41	
000898	鞍钢股份	1.79	403755136	0.12	6.81	6.82	596769	9238	0.29	          0.97	6.69	
600569	安阳钢铁	1.02	224426176	0.05	4.93	4.94	457609	21	0.20	          1.91	4.85	
002352	顺丰控股	1.19	208445040	0.61	51.99	52.00	39983	388	0.10	          0.77	51.85	
002626	金达威	0.61	159671552	0.12	19.84	19.85	80062	796	0.10	          1.33	19.80	
02362	金川国际	1.02	130443288	0.020	--  	--  	65004000	2000	0.00	          1.34	1.950	
002196	方正电机	0.62	119117912	0.06	9.80	9.81	121035	1565	0.10	          4.17	9.70	
600273	嘉化能源	0.11	111947984	0.01	9.11	9.12	122603	110	-0.21	          0.94	9.10	
00581	中国东方集团	2.81	60530384	0.160	5.850	5.860	10426000	68000	0.17	          0.28	5.630	
600561	江西长运	2.86	57087632	0.23	8.25	8.26	69430	15	0.00	          2.93	8.03	
00338	上海石油化工股份	0.85	45026888	0.040	4.740	4.750	9566196	460000	-0.21	          0.27	4.680	
603117	万林股份	0.45	39904632	0.04	8.99	9.00	44750	39	-0.10	          1.59	8.96	
00014	希慎兴业	0.24	27440574	0.100	42.150	42.200	650755	133000	0.12	          0.06	42.250	
01818	招金矿业	0.51	20022004	0.030	5.910	5.930	3400500	104500	0.51	          0.32	5.900	
06128	泛亚国际	0.88	13528821	0.030	--  	--  	3954000	6000	-0.58	          0.91	3.440	
01565	成实外教育	1.47	9098100	0.070	--  	--  	1887000	8000	0.00	          0.06	4.870	
数据来源:通达信
