代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
08349	美固科技控股	-43.87	45249564	--  	--  	9661000	10000	-0.22	          2.42	  2.69	8.000	8.010	
08138	同仁堂国药	4.49	35333012	--  	--  	2386000	1000	0.81	          0.29	  2.20	14.280	15.000	
08101	壹家壹品	23.31	23293110	--  	--  	135368000	200000	1.52	          4.68	  1.43	0.160	0.202	
08083	中国创新支付	1.92	20482560	--  	--  	39124000	40000	0.00	          0.56	  0.44	0.520	0.530	
08469	盛业资本	5.72	16422021	--  	--  	2110000	48000	0.99	          0.29	  0.85	7.690	8.130	
08227	西安海天天	0.00	16010151	--  	--  	2440000	2000	-0.31	          0.38	  0.50	6.550	6.600	
08291	万成金属包装	-7.84	15114901	--  	--  	15847000	5000	-1.05	          3.96	  1.15	0.990	1.100	
08011	百田石油	-23.08	15090429	--  	--  	47497856	300000	0.00	          1.62	  1.35	0.350	0.375	
08062	俊盟国际	8.33	13447301	--  	--  	21100000	85000	1.56	          4.40	  0.84	0.600	0.670	
08228	国艺娱乐	0.00	12247101	--  	--  	34500000	20000	0.00	          0.76	  1.62	0.355	0.360	
08392	舍图控股	-11.34	9334400	--  	--  	21150000	20000	0.00	          2.12	  0.86	0.480	0.485	
08200	修身堂	10.34	8988801	--  	--  	153340000	40000	0.00	          2.81	  3.12	0.057	0.065	
08313	杰地集团	0.00	8945850	--  	--  	26990000	20000	1.61	          1.35	 11.26	0.315	0.345	
08275	永勤集团控股	-3.67	8174601	--  	--  	3900000	20000	-0.47	          0.65	  0.83	2.140	2.220	
08022	永耀集团控股	-0.93	7916941	--  	--  	7404000	6000	0.00	          0.45	  1.24	1.070	1.090	
08300	皇玺餐饮集团	3.10	7295001	--  	--  	56880000	300000	1.53	          2.15	  2.16	0.129	0.133	
08427	瑞强集团	19.30	6973841	--  	--  	21544000	24000	0.00	          3.47	  4.67	0.285	0.360	
08473	弥明生活百货	-1.54	6691201	--  	--  	10550000	20000	1.59	          0.94	  0.24	0.650	0.650	
08078	ＨＭＶ数码中国	-0.41	6650561	--  	--  	27680000	20000	0.42	          0.21	  5.28	0.244	0.244	
08137	洪桥集团	0.60	6416141	--  	--  	3816000	10000	0.60	          0.04	  0.66	1.680	1.700	
08479	金泰丰国际控股	-1.87	6248241	--  	--  	2392000	8000	2.73	          0.57	  0.53	2.650	2.750	
08487	ISP GLOBAL	-7.69	5756601	--  	--  	7580000	20000	1.41	          0.95	  1.42	0.750	0.890	
08086	新维国际控股	-1.89	5344321	--  	--  	20168000	40000	0.00	          0.73	 59.20	0.265	0.265	
08207	中新控股	1.11	5293041	--  	--  	5854000	4000	0.00	          0.03	  0.10	0.900	0.910	
08445	怡康泰工程集团	2.82	5196900	--  	--  	7660000	120000	1.39	          1.28	  0.51	0.710	0.730	
08040	ＤＣＢ控股	-11.03	5081150	--  	--  	3795000	35000	-3.01	          1.19	  0.85	1.520	1.520	
08483	名仕快相	0.00	4339520	--  	--  	14240000	120000	0.00	          1.78	  0.43	0.305	0.305	
08073	兴业新材料	-2.82	4310450	--  	--  	2497118	60000	0.00	          0.52	  0.88	1.750	1.750	
08032	非凡中国	2.22	4134506	--  	--  	4548356	312000	2.22	          0.05	  3.17	0.890	0.920	
08237	华星控股	6.78	4043480	--  	--  	6928000	2000	0.00	          0.20	  6.08	0.590	0.630	
08522	德益控股	-1.46	3750640	--  	--  	2768000	12000	-0.74	          0.74	  0.47	1.380	1.410	
08100	智易控股	4.94	3475980	--  	--  	8448000	6000	0.00	          1.90	  0.62	0.405	0.425	
08342	飞思达科技	-2.78	3416250	--  	--  	2440000	5000	0.00	          0.50	  1.43	1.430	1.430	
08059	朝威控股	1.92	3269750	--  	--  	6170000	5000	0.00	          0.66	  1.74	0.530	0.540	
08238	惠陶集团	-1.35	3245597	--  	--  	43473600	360000	-1.35	          0.50	  0.94	0.075	0.078	
08462	桥英控股	1.10	3239850	--  	--  	1780000	5000	2.22	          0.30	  0.59	1.780	1.840	
08217	联旺集团	1.75	2944000	--  	--  	10180000	40000	0.00	          0.82	  4.85	0.285	0.310	
08142	德利机械	0.00	2925400	--  	--  	8360000	80000	2.94	          0.84	  1.31	0.345	0.365	
08513	迎宏控股	1.89	2869080	--  	--  	5240000	56000	0.00	          1.31	  3.64	0.530	0.580	
08246	北方新能源	-5.77	2771080	--  	--  	10976000	40000	-1.61	          0.31	  3.22	0.275	0.275	
08446	ITP HOLDINGS	8.40	2551200	--  	--  	620000	10000	0.00	          0.08	  0.72	3.890	4.300	
08359	HYPEBEAST	0.00	2427800	--  	--  	3220000	40000	1.33	          0.16	  0.29	0.760	0.760	
08596	星亚控股	0.60	2341500	--  	--  	475000	25000	0.00	          0.04	  0.46	5.000	5.030	
08047	中国海洋捕捞	0.00	2323520	--  	--  	3736000	12000	1.59	          0.11	  0.13	0.640	0.650	
