代码	名称	涨幅%%	总金额	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	今开	
01316	耐世特	-15.85	627278528	-2.600	13.800	13.820	45533400	845000	-0.14	          1.82	15.220	
000723	美锦能源	-3.32	261838912	-0.19	5.54	5.55	468592	8442	-0.53	          4.33	5.68	
002663	普邦股份	-0.19	161797888	-0.01	5.15	5.16	317940	7706	0.19	          2.66	5.16	
000007	全新好	-5.63	120730456	-0.83	13.89	13.90	86337	1153	-0.28	          2.79	14.44	
000008	神州高铁	-0.27	101147400	-0.02	7.37	7.38	137156	1039	0.00	          0.52	7.40	
02098	卓尔集团	1.01	82640336	0.090	8.980	9.030	9219000	20000	0.67	          0.08	8.930	
00486	俄铝	0.00	82062696	0.000	--  	--  	16768450	1000	-0.20	          0.11	4.890	
08349	美固科技控股	-43.87	45249564	-3.510	--  	--  	9661000	10000	-0.22	          2.42	8.000	
02038	富智康集团	-1.46	20871510	-0.030	2.020	2.030	10313570	104000	-0.49	          0.13	2.050	
01196	伟禄集团	-3.98	17140040	-0.200	4.800	4.820	3458000	6000	-0.62	          0.30	5.030	
00622	威华达控股	-5.66	13883637	-0.030	--  	--  	27135492	30000	-1.96	          0.93	0.540	
01573	中国优质能源	-5.08	10979161	-0.560	--  	--  	1042000	2000	0.97	          0.15	11.160	
02488	元征科技	-4.66	9950435	-0.440	--  	--  	1103500	3000	-1.31	          0.67	9.380	
01651	津上机床中国	-3.98	9830150	-0.420	--  	--  	965000	3000	-0.39	          0.25	10.340	
03308	金鹰商贸集团	-2.53	9515289	-0.260	9.950	10.000	953000	3000	0.30	          0.06	10.200	
数据来源:通达信
