代码	名称	涨幅%%	总金额	买价	卖价	总量	现量	涨速%%	换手%%	量比	今开	最高	
02800	盈富基金	-0.31	1021307904	--  	--  	32366152	1309000	0.32	--  	  0.91	31.600	31.800	
02828	恒生中国企业	-0.54	821685888	--  	--  	6467346	235600	0.08	--  	  0.88	127.500	127.900	
02823	安硕Ａ５０	-0.13	507590176	--  	--  	32107588	770600	0.13	--  	  1.14	15.800	15.880	
02822	南方Ａ５０	-0.12	469047424	--  	--  	28911200	1282600	0.00	--  	  0.71	16.260	16.300	
03188	华夏沪深三百	-0.39	374879712	--  	--  	7276997	375000	-0.29	--  	  1.27	51.600	51.650	
00823	领展房产基金	0.00	230067856	--  	--  	3368645	708000	0.07	--  	  0.74	68.600	68.600	
07228	ＦＬ二　三星国指	-0.75	123292320	--  	--  	13537600	1000	0.11	--  	  0.73	9.150	9.250	
07288	ＦＬ二南方国指	-0.72	57019540	--  	--  	5228900	1500	0.18	--  	  0.81	11.020	11.100	
07200	ＦＬ二南方恒指	-0.62	43410224	--  	--  	3457500	2500	0.31	--  	  0.59	12.620	12.780	
07300	ＦＩ南方恒指	0.19	40300104	--  	--  	7761800	41600	-0.19	--  	  0.38	5.200	5.220	
00405	越秀房产信托基金	1.14	31591602	--  	--  	5956473	98000	0.00	--  	  1.47	5.270	5.340	
02778	冠君产业信托	0.71	26369088	--  	--  	4686714	220000	0.36	--  	  1.88	5.570	5.670	
07221	ＦＬ二华夏恒指	-0.56	20105436	--  	--  	1446100	5000	0.43	--  	  0.60	13.960	14.100	
07267	ＦＬ二华夏国指	-0.81	15746237	--  	--  	1307200	10000	0.82	--  	  0.34	12.120	12.160	
02833	恒指ＥＴＦ	-0.31	12699411	--  	--  	399400	10100	0.16	--  	  1.07	31.900	32.000	
87001	汇贤产业信托	0.00	9756875	--  	--  	3000517	32000	0.31	--  	  0.83	3.240	3.260	
07231	ＦＬ二未来恒指	-0.60	9496286	--  	--  	726100	3000	0.45	--  	  0.72	13.100	13.280	
07388	ＦＩ南方国指	0.37	9435870	--  	--  	1729400	200000	-0.55	--  	  0.50	5.450	5.480	
02840	ＳＰＤＲ金ＥＴＦ	0.46	9404930	--  	--  	9530	1000	0.00	--  	  0.60	986.500	988.500	
07341	ＦＩ华夏国指	0.17	9403967	--  	--  	1553400	12000	-0.50	--  	  0.77	6.040	6.060	
00778	置富产业信托	0.00	9126566	--  	--  	977345	54000	0.11	--  	  0.54	9.350	9.350	
03087	ＸＴＲ富时越南	0.61	6541723	--  	--  	21990	20	0.00	--  	  2.50	295.600	298.200	
07230	ＦＬ二未来国指	-0.69	6455501	--  	--  	569900	3000	0.52	--  	  0.21	11.360	11.540	
07312	ＦＩ　三星恒指	0.47	6118249	--  	--  	1410800	115600	0.00	--  	  0.86	4.350	4.360	
07205	ＦＬ二　三星恒指	-0.75	6084141	--  	--  	582400	28600	0.19	--  	  0.19	10.640	10.640	
07242	ＦＬ二易方达恒指	-0.62	5764468	--  	--  	731900	1000	0.88	--  	  0.20	7.900	7.930	
03167	南方中国新行业	-0.74	5375418	--  	--  	66900	1000	0.19	--  	  1.18	81.000	81.000	
03046	价值中国ＥＴＦ	-0.31	5287446	--  	--  	109200	2000	0.21	--  	  2.56	48.750	48.750	
83010	安硕亚洲除日－Ｒ	-0.52	4782570	--  	--  	100900	5100	0.00	--  	  0.60	47.400	47.400	
03115	安硕恒生指数	-0.26	4183388	--  	--  	37260	30	0.18	--  	  1.10	112.600	113.200	
03147	南方中创业板	-1.44	4072310	--  	--  	493600	200	0.00	--  	  0.72	8.300	8.330	
83188	华夏沪深三百－Ｒ	0.00	3745356	--  	--  	90249	800	0.73	--  	  0.67	41.600	41.650	
82822	南方Ａ５０－Ｒ	-0.61	3702274	--  	--  	283238	7400	0.31	--  	  0.57	13.160	13.160	
07328	ＦＩ　三星国指	0.44	3548738	--  	--  	777000	10000	0.00	--  	  1.10	4.560	4.570	
